,BTC,ETH,XRP,LTC,ETC,DASH,XEM,XMR,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0186376269060529,0,0.509201487424874,0,0,0.0552797853152227,0.166702787057624,0,0,0.0482855068109107,0,0,0,0,-0.0289145236096293
ETH,0.178700628142396,0,0,0,-0.19239171130377,0.3360109649489,0.0330793202918176,-0.778447387071572,0.317577129733608,0,0.708675303449401,0,-0.510849886555357,0,0,0.0339302586448274
XRP,0,-0.0280784940055116,0,0.0155882784693587,-0.0191201508237274,0.0690263619961874,0,0.0418238361529185,0,0.0884410833783196,0,0,0.339377919534903,0,0,-0.0726707948025001
LTC,1.0775795055042,-0.0671832736971743,0,0,0,0.201863122226221,-0.0744582149785053,0.0343236389314093,-0.190758936065823,0.0983986930363865,0,-0.166845327856567,0,0,0,-0.082051150875648
ETC,0,-0.334946826651049,0,0,0,0,0,-0.534478382374373,0,0,0,0,0,0,0,0
DASH,0,0.0567025309704694,0,0.0924876607442613,0,0,0,0.105037055614665,0,0.0170510633716674,0.0832770874608502,0,0.10531984754692,0,0,-0.0191849823772508
XEM,1.27113312659949,0,0.464179612535036,0,0.0476301117974369,0.19664708058474,0,0,0,0.44183195019065,0.182089773447881,0.908979070660144,0.249829971030788,0,-3.72624000829967,0
XMR,1.31285936075917,-0.123579155463723,0.0458235392209377,-0.297837224056914,-0.0966402022647607,0.180421182227689,-0.0874458972439994,0,0.0793919384500162,0,0.000000000000000000867361737988404,0.642182849963894,0,0,0,-0.0978670150386169
DOGE,0,0.0818051823797,0,0.466374241032977,0,0,-0.0678784232593459,0.177613006324361,0,0.0418792528204613,0,0,-0.0409433150363278,0,0,0
XLM,0.27414523398046,0,0,0.0572942680813793,-0.0379972911605889,0,0.200687104805218,0,0.000000000000000000867361737988404,0,-0.191870221522255,0,-0.196433998289501,0,0,0.120981430342778
DGB,-0.235311708975129,0.53343452898731,0,0,0.100645021366442,0.378528251825569,0.181473096494552,0,-0.00563294401728062,0,0,0,0.583377168968751,0,0,-0.189384823337778
BV010082.INDEX,-0.233702239680585,-0.0145547128034661,-0.0157014316275344,0.0814405686505053,0.00961585638866894,0,0.0171944507354125,0.0399967614255184,-0.0820869911684442,0.0506580689910325,-0.00153559064877006,0,0.110160547706666,0,1.39850757951141,0
CVIX.INDEX,0,-0.146005766540699,0.0694459452294723,0,0.0157948422557596,0.327331572766739,-0.0716718491639761,0.0607511750560895,0,0.137469504659242,-0.0328542373085286,0,0,0,0,0.134813878390319
DXY.INDEX,0,-0.00652845889048978,0.00600509216538433,0,-0.0040366678582264,0.0233995704056938,0,-0.0120312333506922,-0.0266233216773893,0,-0.0106683666357413,0,0.0464261387673525,0,0,0
SPX.INDEX,0,0,0,0,0,0,-0.0107975475631412,0.00195535093790095,0,0.0176511025895529,0,0.00854381589077596,-0.00998352722486488,0,0,-0.0825734061055708
VIX.INDEX,0,0.274165284547293,-0.553211636640258,-0.0800383274885872,0.135520666916683,0,-0.124073282506087,0,-0.546345068375972,0.547142346527508,-0.250126019453747,0,1.21042507741779,0,0,0
