,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.152862627344766,0,0.125741228501151,0.0308129924111891,0.0258299942596737,0,0.0633052400434949,0,0.0151041884192106,0.0173260450044018,-0.133046777681702,0,0,0,-0.0254688665016519
ETH,0.179435845410041,0,0.0307245582859058,0.126298470928246,0.0253545521326316,0.0798146172867887,0,-0.0985136835410428,0,0,-0.0144932470107371,0.398328332239074,0,0,0,0.0367788713965545
XRP,0,-0.390223974331818,0,0,0.0274360600089502,-0.182544008232689,0.123273581263199,0.136102024709779,0.125237813738559,0.367050959801811,0,-0.77395277527808,0.19646064864656,0,0,0.178606684162129
LTC,0.474585352839307,0,0,0,0.00287523153262861,0.0983988112501383,0,0,0.0579961562486722,0,-0.00933166053698121,0,0,0,0,0.0222518183242253
XMR,0,0.798842210500712,-0.0726469493107409,0.619932507166645,0,0,0.361127377476125,-0.131277463177114,-0.757728571267802,0,0.00000000000000000173472347597681,-1.05982762554902,0,0,0,0.0406223430443798
ETC,0.214808706157096,0.183399623209988,0.0942229061280861,0,-0.00381103621703391,0,0.128584106182762,-0.0790793971804442,0.0795634197033742,0,-0.0040358405274758,-0.380893473605665,-0.138089706366991,0,0,0
DASH,0,-0.337951152127002,-0.141987406816227,-0.194232955001198,0.0331438178862124,0.0317582314094257,0,0,-0.147541659943464,0.161768138467258,-0.19576331253182,0,0.248881698122077,0,0,-0.108197541218711
XEM,0.84755634824128,0.417470372812385,0.126613646735225,-0.511901765095199,0.0565651692522495,0,0.272069768146205,0,0,0,0,0,-0.858476608071925,0,0,-0.0620031732507475
DOGE,0,0.258112945282736,0.149956623715013,0,-0.109597036709536,0,0.103554675224208,-0.11163739159694,0,0,0.0570256181208187,0,0,0,0,0
XLM,0,0,0.497915201407398,0,0.029045576472947,0,0,-0.104172944202621,0,0,0.120399905420084,0.45763850167123,0.305027225896893,0,0,-0.0300110528140489
DGB,0,0,0.207963411762526,0,0,-0.457784288388511,-0.52823722435591,0,-0.134553776682351,0,0,-0.269925317554703,0.951775642537279,0,0,0.032553360326335
BV010082.INDEX,0,0.0744747861962547,-0.0710366461404843,0,0.00667218023740083,-0.150359891984494,-0.0284812439424503,0,-0.203660582707559,0.0755941573419884,0.00621007166920132,0,0,0,0,0.0352039973548278
CVIX.INDEX,-0.178410322014921,0.155880072732459,0,0.160971484758607,-0.00612818609228879,0.0718116305532706,0.147299883233685,-0.104528503774345,0,0.10672097049388,0.0679960872675628,0,0,0,0,0.0864223011828909
DXY.INDEX,0,0.00509471059623999,0.0106404679632732,0,0.00462256299663952,0.000904039234002809,0.000000000000000000433680868994202,-0.0160105156553299,0.000506953087531323,0.00651765939275412,-0.00138746664673609,0.1450851850845,0,0,0,0
SPX.INDEX,-0.0330786624294121,0.0214207324524791,0.0185288166544944,0,0.00482884983717507,0,0,0.00215045513956842,0,-0.0197396838045308,0.00670205949367065,-0.0162548198786127,-0.0152370113716804,0,0,-0.065847905363731
VIX.INDEX,-0.186455130768993,0.359224510176613,0.0418456336183451,0,-0.0185059663689303,-0.311790866479773,-0.565491090052544,0.470867355808468,0,-0.131524653239721,0,0,1.33722776955212,0,-4.29786463795455,0
