,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XLM,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.00655586253299655,0,0.793998750500132,0.0642905029597186,0,0,0,0.00963225220829091,0.0111527860492157,0,0,0,0,0
ETH,0,0,0.25374908906978,-0.598519224896613,0,-0.0273261146768759,0.15072304860561,-0.491892033730932,0.0970327468524785,0,0,0.663300031194958,0,0,0.242808455354979
XRP,0,0.0426843242031111,0,0.205868732125647,0,0.0790603470850704,0.0129179058862225,0.0332491112242505,-0.0347031548076851,0.0718222985397369,0,0,0,0,-0.0748476426573343
LTC,0.721445788169502,0,0.0944058465134798,0,-0.0231176800149718,0.0162470900698296,0,0.0401973662996239,0.0119737774799401,0,0,0,0,0,-0.0165581066234842
DASH,0.864240000294832,-0.124365447707516,0.327619342969443,0,0,0,-0.124618184394844,-0.270425446962055,-0.0788236901486026,0.0334944597413609,0,-0.576656455680307,0,-1.34292057072446,0.105756829990931
DOGE,-0.243336432948916,0.326807624409075,0.416648809318151,1.58775370279412,0.181291384341711,0,0,0.776452344010855,0.0377635981996704,-0.212232289121604,0,-0.149909435683038,0,0,0.214036542724233
XMR,0,0.0963759706693911,0,0,-0.09191091218091,0,0,0.691757572500568,0.0397066789065395,0.0192879436148352,0,0,0,0,0.164801768473763
XLM,-0.175274332973972,0,0.468029535270188,0,-0.0587387777877036,0.222175940390408,0.231203354379148,0,0.125157057834129,0.189785957145648,0,0.404516077762944,0,0,0
XEM,0,0.226421563622316,0.0947438177789375,0.476632627656513,0.208274404582724,-0.119681958081299,-0.214954059715836,0.364069254543416,0,0.174135125921559,0,0,0,0,-0.352340311277651
DGB,0.702293121110831,0.181781478147651,0,0,0,-0.392634439864164,-0.250616306356866,1.04644528958778,0.19654716545096,0,0,0.63720045694317,0,0,0.204250487097425
BV010082.INDEX,0,0,0,0,0,0.0336504555267989,0,0,0.0147649119004325,-0.0163369352796145,0,0,0,0,-0.0676695914078069
CVIX.INDEX,0,0.00840585634138726,0,-0.0864058876038501,0,-0.0275598800626727,0.0437349468855031,0.0281292760251949,-0.0242421128533835,0.0250004507365808,0,0,0,0,0.168690962607917
DXY.INDEX,0,0,0,0,0,-0.00574817987156631,0,0,-0.0144865892048609,0,0,0,0,0,-0.0210068618681653
SPX.INDEX,0.0231073739604157,0,0,0,-0.0000835234153621926,0,0.0161663628927498,0.00464469760546127,-0.015759689340044,0,0,-0.0665674159871084,0,0,-0.126884181543725
VIX.INDEX,0,-0.0495905916267953,0,0,0.204180601366694,0,-0.106629515374462,0,-0.133016740701984,0.0992545894428017,-0.425570439021577,0.264581215208966,0,-2.9201984680606,0
