,BTC,ETH,XRP,XMR,LTC,ETC,DASH,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0885381182962999,0.136141353820141,0.108558324230894,0.325724599677722,0,0.105150761822165,-0.0778596346849273,0,0.0269479464357746,0,0,-0.0158008294520335,0,0,0,0,0
ETH,0,0,0.212486144741484,0.167797400976779,0.0679778563798498,0,0,0.0820582763574239,0,0,0.168349623498979,0.143552924737613,-0.0438325532945764,-0.386397869541907,0,0,0,-0.148442957299003
XRP,0.148151835404383,0.0758286005957539,0,0.0118263791093556,0,0.07338081518555,0,0,0,-0.0594924075048303,0.104498565974035,0.0012708225508521,0.1285735514747,-0.209935936713997,0,0,0,0
XMR,0,0.101401526790448,0,0,0.190264128003372,-0.0659423361138075,0.183972850563079,0.749910399232785,0,0.0497090483307487,0,0.276768218992176,-0.328853578349902,0.272630085726657,0.0188808276194304,0,0,0.154141069994962
LTC,0.937939019761304,0,0,0,0,-0.0134323021527751,-0.0992575465807227,0,0,-0.0178049196717804,0,-0.0804434465817791,0,0,0,0,0,0
ETC,0.534889850228722,0.219857795273326,-0.516542329476846,0.0159895470610758,-0.29389570875356,0,0,0.0271566582007732,0,0.0228138696944375,-0.0162284398690389,0,0.352078900024815,0,0,0,0,0.0584567842798458
DASH,0.491567232384636,0,0,0.0659981551821192,0,0.273855041213002,0,0.152810349440104,0,0.0107443245196097,0.0951701401331227,-0.0313726039334614,-0.116994266538616,0,0,0,0,0.000000000000000000867361737988404
XEM,-0.634383650150074,0.17358393559595,0.345151285790952,-0.0205194971045249,0.235662092402013,0,0.196084138775105,0,-0.17225919427135,0.0110996797917644,-0.0722869967711286,-0.00864639533150055,0.269250522608691,0.479002469575999,0,0,0,-0.086715620467644
DOGE,0,0.066405934274726,0,-0.131822537294238,0.153286673638379,0.000000000000000000433680868994202,0,0.0663246494007391,0,-0.00022337466011387,-0.0100397694510266,0.0970102537020398,0.00604933049907182,-0.0533302474479269,0.138498034789731,0,0,0.0114853427281745
ZEC,0,1.19322514562846,-1.91818057477056,-0.276942016705465,0,0.635665464657025,0,0,-1.02091682101037,0,0,0,0,0,-0.168882409523471,0,0,-0.172353217477836
XLM,0,0.118386939071565,0,0.0159417727830024,0,0,0,0,0,0,0,0.0681618262826189,0.17585686960091,0,0,0,0,0
NEO,0,0.15111000880017,0.522404763644372,0.0283390834224973,-0.393109512137036,-0.230445843088543,0,-0.248224005439519,0,0.0300752897779689,-0.102245234253654,0,0.0905618521139697,0,0.299742696372545,0,0,0.062799410032025
DGB,0,0.0916054728787641,0,0,0,0.196988781016563,0,0.12008808511805,0,-0.029141157845696,0,0,0,0,0.241978412401286,0,0,-0.0588222541204074
BV010082.INDEX,0,-0.0997287276170146,0.0465556839409747,0.0631497441130167,0,0.0097164678478262,0,-0.0203336758531407,0,-0.0250673744213856,0,0.0127336674619209,0.022845921446672,0,-0.247456343227667,0,0,-0.0327148729921304
CVIX.INDEX,0,0,0,0.0483507533018179,0,-0.0523527505745419,0.183619232458011,-0.146286142876966,0.134413199188671,-0.0232632708734409,0.0116700677832459,0,0.0764670227974699,0,0,0,0,0.203271210664185
DXY.INDEX,0.0268446984633777,0.00413048294442625,-0.0105271414196719,0,0,0,0.000600070936657481,0.0207769228019254,0.0186009352554712,0,-0.0125951787694588,0.00598420624258503,0.021583347815392,0,0,0,0,-0.0319273505828791
SPX.INDEX,0,0,0,0.00774481525320472,0,0,0.0142137102652791,0,0,0.0000956374350937866,-0.00724924900499512,0.0194567823090945,-0.00544319394203878,0,0,0,0,-0.0482170108066973
VIX.INDEX,0,0,0,0.0528790166194623,0,0,-0.00000000000000000693889390390723,-0.396804777368874,0.260507211755694,0.0771342457929585,-0.0806632959811076,0.0136255384059527,0.0655822509471541,-0.455009661184866,0.735676800345107,0,-4.20997548327056,0
