,BTC,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0672596830749026,0.0903028908740745,0.0870044119058671,0.0359875476970684,-0.0158060882170669,0.0754399028751381,0,0,0,0.0436642786984141,0,0,-0.000000000000000000216840434497101
XRP,0,0,-0.0719361660952491,0.167133526818896,0,0.647207826613233,0.0370957931529509,0,0.0746665399543761,0,0.280373610791355,0,0,-0.0238125384176461
LTC,1.48460077670997,0,0,0.0588642534327856,0.172652147721558,0,-0.0552598808828276,0.0909100431473288,0,0,-0.23171549515113,0,0,0.304167121464946
DOGE,1.04174458262643,-0.0258666783079893,0.0319737813746214,0,-0.327281910498417,0.374574721259573,0.16088109518658,0.124695035850359,0.237247428981405,0,0.177007428591797,0.787302475787157,1.67817874061919,-0.131543811138596
DASH,0.166001920470337,0.10897647514701,0.121610489661169,0,0,0,0.0112424752891266,-0.0359130552431385,0,0.0451146783041692,0.0613613700929777,0,0,0
XLM,1.36204860944563,0.499027864197891,0.0371171228848132,0.149395880432272,-0.268655260561284,0,0,0.118398994827657,-0.12985365050838,0,0.172608747202986,0,0,-0.207829494426103
XMR,-0.970447731828328,0.100244419311434,0.106824588900603,-0.125664464131925,0.749198600332718,-0.181963335764863,0,0.190951568352399,0,-0.486471561826606,-0.0264748831914583,0,0,0.00000000000000000173472347597681
XEM,-1.11932655002115,0.00552363064227392,0.162655041267704,0.527663235932474,0.527577541797679,0.240166491695411,0.419289328113719,0,-0.560745746772779,0,0,0,0,0.418219739775407
DGB,0,0,0,0.215196281780038,0,0,0.417040529414544,0,0,0,0,0,0,0.158700403187125
BV010082.INDEX,-0.569043942358476,0.045281918245683,0.0591272875382028,0,0.146048537278043,0,-0.0141641179501276,-0.0147687585328379,0.111678136793736,0,0.109381075009993,0.788876226133117,-0.761711485066377,-0.0943834063746741
CVIX.INDEX,0,-0.0393350631306325,0.033245239821207,-0.00338506618315633,-0.220851860183782,0.144937785232094,-0.0933159776543643,-0.0924830285827351,-0.145118023057478,1.03087893302141,0,0,0,0.129456091045012
DXY.INDEX,-0.0431618599932425,0.0243805308223395,0,0.0387750392770791,-0.0203407327728794,0.033233439910413,0.0276092607554679,-0.0265421102961746,-0.0700827500805746,0.144452780196062,0.0882189255484745,0,-0.184021818310751,0
SPX.INDEX,0,0.0131229469187394,0,0.0218842265363165,0,-0.0114358959209385,0,-0.00783958710598071,0,-0.0478591041681866,0,0,0,-0.0752763727650691
VIX.INDEX,0,0.15255195710143,0,0.128553705476284,-0.339016051870986,0,-0.110994033517435,0.145476867410716,0.461212422904945,-0.186624493054328,0.353945998796823,-0.377400821507312,-5.20263481331406,0
