,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.047357165990139,0.0324336766145699,0.323712525505198,0.0318604185572984,-0.00682975044742097,-0.0312306825613801,0.0858100832290134,0.171014034548801,0.00440918062578395,0.0607523152781529,0,-0.147725563525248,0,0,-0.120783195340436
ETH,0.345642173919503,0,0.121883217115353,0,0.00696169386872076,-0.0554332378739708,0,0.300528826414006,0.384374798072114,-0.107569391074032,0.178046695791716,0,0,0,0,0.140128023138496
XRP,0.371791233809799,-0.0235555661540005,0,-0.352430914264163,0.0159386700212886,-0.0169846979374828,-0.035742325379425,0.0596370030522401,-0.079756380815274,0.08288658403928,0.00502898281386506,-0.0555254104199465,0,0,0,0.0202263784968367
LTC,0.508994453673536,0.0151279306060895,0,0,0.0134128337807846,0.000330053566756783,0.0153662554493426,0,0,0,-0.0165807902815718,0,0,0,0,0
XMR,0,0,-0.378528977219696,0.445940600557657,0,0,0.398290685298459,-0.00000000000000000693889390390723,0,0.600708275110135,0,0.275743808300552,0,0,0,0
ETC,-0.887587911215719,-1.45520302821414,0.435898772285185,0,0.128533359113463,0,0.978332273096282,0,-0.498406823603401,0,0.454948164688568,0,0,0,0,-0.297289596648442
DASH,0,0,0,0,0.0358333086833682,0,0,0.200557925857054,0,0,-0.130097987537221,0,0,0,0,-0.204143271013482
XEM,0.88624867596886,0.1656420057178,0.00914087549687936,-0.199927602900534,0.0307365869099702,0.0211328765609697,0.20559415911126,0,0,0.276044720543446,0.132897113385918,0,0,0,0,-0.0541150096543864
DOGE,0,0.155602379260552,0.182671625135046,0,0,0,0,0.035871307200761,0,0,0,0,0,0,0,0
XLM,0.73661729300697,-0.16982391395115,0.478019372993586,0.0232045049599877,-0.0238048576112127,-0.0595167406205704,0,0.0442759592258149,-0.11351058480769,0,-0.0378795187101178,0,0,0,0,0.112074823525314
DGB,0,0.636822786207543,0,0,0.00305016380918996,0.119293262114768,0,0,0,0.411669215618374,0,0,0.597100673049916,0,0,-0.0518438608928785
BV010082.INDEX,0,-0.0438791860446996,0,-0.0175693138012255,0.0114520616650346,0.00528202284040554,-0.0091525773880294,-0.0000535734492273943,0,-0.102882237596448,-0.03743593337787,0,0.113670516119626,0.530893584390682,0,0.0499359691446137
CVIX.INDEX,-0.13344105351439,-0.113473604643058,0,0,-0.0199669655593405,-0.0063337544668043,0.0665656279034634,0,0.109609253139303,0.0113990067565162,0.10379913074887,0,0,0,0,0.163887266210792
DXY.INDEX,0,0.0147079031602586,0.0190794753048983,0,0.000972741812870125,0.00268022141869063,0.036087961140615,-0.0214582638221615,-0.0109982982959742,0.0271006992427312,-0.0280051156563697,0.178113381949312,0,0,0,0
SPX.INDEX,0,0,-0.0010877636708986,0,0.00233344643427164,0,0.0136728100140814,-0.0071103769758982,0,0,-0.00503573831237103,0,0,0,0,-0.069352378287303
VIX.INDEX,-0.345662808292816,0.101689469538237,0.0104185099603699,0,0.107733496556948,0.0778702271899554,-0.153151911095878,-0.345623236361106,0,0.169383645386742,0.0298232019908244,0,0.678258971338908,0,-2.82863505014592,0
