,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0808671852673978,0.161287624120163,0.025678565221869,0,0,0.0683849405090749,0.129940240538073,0,0,0,0,0.0113261269485424
XRP,-0.284444257587337,0,0.00373461558777046,0.0755840550463152,0.114500908106292,0.319512838165446,-0.0988448062125213,0.094218764470741,0,0,-0.0533413761302802,0,0,-0.0471784428688433
LTC,1.29263052056223,0.0864133961911643,0,-0.918483611023437,0.587670112531752,0,0,0.0276445973419557,0.456603593604289,0,1.13085498814489,0,0,0.00000000000000000346944695195361
DASH,0,0,0.0565675507290733,0,0.339816373991252,-0.150975555386846,0.153126013402055,-0.0708843356229167,0.204174059241999,0,0,0,0,0
DOGE,0,0.0837053272048365,0.134677468265085,0.210921399983553,0,0.378534333042777,0.0900413596237527,0,-0.0216814233804536,0,-0.103840539200356,0,0,-0.0540391341519707
XLM,0,0,-0.0388515305535551,0,0.36694277939949,0,0.280415857052894,-0.070331487620232,0.0578927725390496,0,0,0,0,-0.0464840865944718
XMR,0.670755079807403,-0.169280839762633,0.0146922810439944,0.176401485090329,-0.0754353846654767,-0.0343802359824992,0,0.136305249565438,0,0.134160247931434,0,0.852698595319069,0,-0.0433067552740406
XEM,0,0,-0.136576977314552,0,0,0,0.315155588846852,0,-0.0593262355548332,0,0,0,0,0
DGB,-0.349482715325106,0.714101152647765,-0.0615497802118213,0.158516805545437,0,0.245119229172277,0.498237581788862,0.142793973529077,0,1.02471022804952,0.295216729686277,0,0,0.243065786374372
BV010082.INDEX,-0.0795758269181831,0,-0.00100566776039292,0.0186284721478587,0.0820671742100482,0,0,-0.0422068129872235,0.040352644740591,0,0.166220023588071,0.683151440441148,0,-0.0559035277843464
CVIX.INDEX,0,-0.0869914481955926,0.0506279281031964,-0.0676843706740501,-0.0555047849656886,0,0,0,0.0631441605616074,0.269591931703653,0,0.193678835808985,0,0.0529735191068154
DXY.INDEX,-0.106537522497351,0.041852138748293,0.00517800583705979,0.0617105144774422,-0.0187847393350414,0.0194873011564312,0.0281347920183527,0,-0.00695301176221701,0.16992212746352,0.0505263355609787,0,0,0
SPX.INDEX,0,0,0.0139947320225399,0,-0.0241027504373918,0.0257152685212698,0.00237309179635919,-0.00806725018315314,0,0,0,0,0,-0.0751419397163694
VIX.INDEX,0,0.0468779111266201,-0.0172616880767928,0,0,0,0,-0.00788253785770182,0.200327647299663,-1.0773554085326,0.412755004934651,0,-7.04539141995043,0
