,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,DASH,XMR,XEM,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0890717986834746,0,0.0830038670443479,0,0,0,0.125151680962211,0.0643051113345413,0.0322210517877217,0,0.00000000000000000693889390390723,0,0,0.0857532660281943,0,0,0,0,0
ETH,0,0,0.137594664619967,0.117991200407338,0,0.395013686469331,0,-0.00000000000000000693889390390723,0,0,0,0,0,0.20417034077696,0,0,0,0,0,0
XRP,0,0.311505149376694,0,0,0,0,0.142188511232976,0.104953086423404,0,0,0.129950855842241,0,0.0540235637056877,0.0239053933731569,0.0436699011509891,0,0,0,0,0
BCH,0,0,0.172459848793094,0,0,0,0.0542527095232601,0.107912285945245,0.148225754959291,0,0,0,0,0.123611845229072,0,0,0,0,0,0
EOS,0,-0.0172499692368698,0,0.190187859747576,0,0,0.10667519217526,0,0,0,0.0204265141353625,-0.363854271879653,0.633294296799732,0,0,0,0,0,0,-0.123914851829622
LTC,0,0.459470099747155,0,0.0837431139705025,0,0,0,0.119773301612542,0,0,0.117933600408897,0.0976518578877537,0,0,0,0,0,0,0,0
ADA,0,0,0,0,0.0772640811783906,0,0,0.0237105762276237,0.0754874281006078,0,0.27218485212786,0,0,0.358401815767002,0,0,0,0,0,0
XLM,0,0,0.131917443967674,0.0466520004282938,0,0,0.152212807011749,0,0.00000000000000000346944695195361,0.0163225644557109,0.118191111858426,0,0.234291965941991,0.171473456233937,0.0752801229775289,0,0,0,0,0
MIOTA,0,0,0.345882286888763,0,0,0,0.128113582894915,0.108902097261538,0,0,0.0267382703012147,0,0,0,0.209205577609863,0,0,0,0,0
TRX,1.17861330610219,-0.537781831533082,-0.507672729009139,0.336312573288023,0.117129825033204,-0.226459290410937,0,0.0871753397386585,0.0597688084725155,0,0,0.446648032194196,0,0,0.134975444554942,0,0,0,0,-0.00881298838903602
NEO,0,0,0,0,0.0797826944242877,0.0585029341009905,0.0104513591312211,0.178068115741332,0.0686747516183845,0,0,0.00146809814617159,0.193019211748418,0.0491170706443387,0.216091997468869,0,0,0,0,0.0547619857427193
DASH,0,0.209146854804236,0,0.066289372142996,0,0,0.0428169913451287,0.120108109801062,0.126683971797217,0.0273007779271068,0.0889256791871377,0,0.0707614981924244,0.0615595789218053,0,0,0,0,0,0.0711538283235979
XMR,0,0,0.284061826706995,0.144718480753579,0,0,0,0.040008855456675,0.025144750333876,0.00176022774152997,0,0.107822318172017,0,0.0933058729914799,0,0,0,0,0,0
XEM,0,0.561142561301924,0.0736115120107582,-0.0835668031993876,-0.0798522809819356,0,0.0744873355846117,0.428309607627718,-0.209655664905939,0.106800288490351,0.102916861583622,0,0,0,0.150477761495016,0,0,0,0,-0.0453575654351721
ETC,0,0,0.327858354186118,0,0,0.283500954217135,0.0994200195047337,0.0637112353758202,0.00101840332505867,0,0.106250348348574,0.0488310599636667,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0.00956155290290442,0,0.00299201852718247,0,0.0246040146671943,0.0232679703083915,-0.00860094543253159,-0.00475109965355285,0,0.119465343580112,-0.0420104606090074,-0.130372240826632,0,0,0,0,0,-0.0618041170076154
CVIX.INDEX,0,0,0.0413816083351384,0.0791803743446257,0.0227404187644217,0,-0.085474348242667,-0.0823848983035673,0,-0.0353797282270413,0,0,0,0.0454879002803162,0,0,0,0,0,0.00000000000000000173472347597681
DXY.INDEX,-0.0000999783949148197,0.0379240695187192,0.0101650916712874,0,0.000366626034589757,0,0.0172306057339214,-0.00638855396527576,-0.0155323060322374,0,0,0,0,-0.034058922886344,0,0,0.0454215429473104,0,0,-0.0036292864858931
SPX.INDEX,0,0,0,0.0129900779309757,0.00842515967317266,0,0,0,0,-0.0310477167846652,0,0,0,0,0,0,0,0,0,-0.120740298841928
VIX.INDEX,0.240535661264503,0,0,0,-0.00280591643699417,0,0,0,0,0,0.20617521731487,-0.000000000000000000216840434497101,0,-0.0808366987003312,0,0,0,0,-1.08971819717299,0
