,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0252128694119743,0.282028012330112,0.0864253411064683,0,0.0247529678461287,0,-0.041450198332257,0,0,-0.213619344298978,0,0,0,0
ETH,0,0,-0.302841127490587,0,0,-1.05253031231188,0,0.3084942316114,0,0,0,0,0,0,0
LTC,0.669073830691518,-0.0410765660150998,0,0,-0.177890067409289,0,0,0,-0.333799049831542,-0.0310075174268796,0,0.0261945445288843,0,0,0
XRP,0.214412519597256,0.0401621030894773,0,0,-0.129703804031527,0,0.0703363188721169,0,0,-0.138176433262824,-0.310010153720962,0.125870560900075,0,0,-0.084689781044436
DASH,-0.254489411733253,0,0,-0.279809606473134,0,0,0.0803628914960486,0.166909416080946,0,0.0601346490976822,0,0,0,0,0.0824991635404113
DOGE,0.224234550421539,-0.0386850414586465,0,0,-0.0102021305556933,0,-0.0750847258718125,0,0,0.0275284790249162,0,-0.229802023128325,0,0,0
XEM,0.408724288419697,0,0,0.280277186099496,0.698687696685584,-0.178676024048604,0,0.265800415566559,-0.152938488334934,0.12456289967512,0.256257990721306,0,0,0,0.351862704123309
XMR,0.625186179787952,0.459247233926534,0,-0.358628306320213,0,-0.160250398403883,-0.0157449077643446,0,0.703262690091276,-0.133299147170226,-0.199291317353652,0.177960770585194,0,0,-0.198104995475579
XLM,0,-0.0317807405942634,0,0.110070756232378,0.0991152243507712,0.111376063316972,-0.0444809272813552,0.169057811659322,0,-0.0399155474886937,0,0.338728149404599,0,0,-0.0941391944661921
DGB,-0.614928864556806,0.157468793249251,0,0,0,-0.216724180830752,0.322994225106953,0.233875660895288,-0.310414526124615,0,0,0,0,0,-0.0384481376626025
BV010082.INDEX,-0.141903614231573,0.130810814619956,0.0170262476856653,-0.0457817799955908,-0.225519615126477,0.155697163757356,-0.00000000000000000346944695195361,-0.108117467464073,0.0697737898120589,-0.0423343204515573,0,0,0.210866045524122,0,-0.0994425662874252
CVIX.INDEX,0,0.0835190158169422,-0.155269342712145,0.126320431170891,-0.218093872501634,0,-0.00989501316867637,0,0.394474410716999,0.0430310884391873,0,0,0.089815665344297,0,0.0886434027312959
DXY.INDEX,-0.0150066268605517,0,0.097750623633393,0.089084133205446,0.0391062395057239,0.000000000000000000433680868994202,0.0178395648645546,0,0,0.0194721566569501,0.14180372010691,0.0461744262663098,0,0,0
SPX.INDEX,0,-0.00397144625959632,-0.0270781929854307,0,0.00908518213299101,-0.0150452459778733,0.0255569245116976,-0.0342972983169391,0,0,0.0177475259284792,-0.023679410350454,0,0,-0.0861268461496611
VIX.INDEX,0,0,-0.252197649151947,0,0.183783607193968,0.204426253527401,0.000000000000000000867361737988404,-0.105673453321785,0,-0.223689447153909,-0.454646519309618,0.826254848496975,0,-2.88532016875254,0
