,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0342205997291818,-0.00218239889650609,0.17251783844054,0,0.0137810277457254,0,0.0000000000000000000542101086242752,0,0,0.00978947861162205,0.0265275650083224,0,0,0,0,-0.0263219362671104
ETH,0.292381627217045,0,0,0,0.100174641415678,0.0194600012877293,0,0,0,0.131120045738474,0.00316018113717487,0.00000000000000000693889390390723,0.546716995068047,0.0387191275056643,0,0,0.100881000615213
XRP,0,-0.510130267051909,0,0,0,0.0373917533563708,0.392505780659261,0.120134480036511,0.387563826046921,0.356757378388554,-0.0791857379700315,0,0,0,0,0,0.0886903434364856
LTC,0.282284677866877,-0.0413527542210556,0.0107865220613483,0,0.116628113340971,0.0145605122983209,0,0,0,0,0.0275529847870036,0.0638569167002316,0,0,0,0,0.0266884638172463
ETC,0.0556678317881251,0.00596984036216115,0.117388881731822,0.38860780854342,0,0,0.038321947960451,-0.0351826677290414,0.232910285711777,0.0105056026384978,-0.075279269222845,0,0,0,0,0,0
XMR,1.19743125542964,0.357890204537587,-0.126526034695741,0,0.13458567000462,0,0.10854945665987,0,0,0.111242076434124,-0.221011562708496,0,-0.770063562136037,0,0,0,-0.0871141428402973
DASH,0,-0.185346574724037,0,0,0.00147618198888716,0.0348698920568296,0,-0.104412236801523,0,0,-0.0617365126347543,-0.0805174610363036,0,0,0,0,0
XEM,0,0.0765789256081991,0.22968354030978,0.584643775555466,0.0928658245376094,0.0677921519626044,-0.241503562313217,0,0,0,0,-0.0835221587119281,0,-0.704530472970501,0,0,-0.0510005025180245
DOGE,0,0,0.0960381936554273,0,0.0384288657489993,0.00000000000000000173472347597681,0.00669960291517243,0.0754448341820909,0,0.0155515040365374,0.0473098651963116,0.0563635536486988,-0.138845266209766,0,0,0,0.0787821264066408
XLM,0,0,0.579032110612634,-1.0271318328957,0.194438901497681,0.0488721593722456,0.0447232687316981,-0.142853449605365,0,0,0.0530943280081487,0.154051409667257,0.305567593468989,0.392617980734191,0,0,-0.0546759197446667
NEO,0,0.354363337807806,0,0,0,0,-2.10166554821965,0.638008201816638,2.44885892192734,0,0,0,0,1.83702189169125,0,0,-0.501607487312107
DGB,0.837392875247951,-0.577281365715469,0.236614374927824,0.436863334411546,-0.247759635473678,-0.0447925680127345,0,0.367044261608107,0,0.100608517956621,-0.0498852030360856,0,0.962531875370519,0.948567296115629,0,0,0.0183583302986209
BV010082.INDEX,0,0.00327164904314522,-0.0805286850649405,0,0,0.022684051285814,-0.0864176640227262,-0.058797601892548,-0.355788586969755,0,0,0,0,0,0.324767384375488,0,0.0298340811703319
CVIX.INDEX,-0.377908312643664,0,0.0339607602316553,0.320770921042991,0.0994360456299127,-0.0255589731538615,0.133616067778429,-0.0717211271278524,0,0.0453197245541138,0.0108138338208395,0.06749747229797,0,0,0,0,0.109606157829097
DXY.INDEX,0,-0.022289024420843,0,0,0,0,-0.00295764909453138,0,0,-0.0121428526599295,-0.000573068663553395,0.00588445765995549,0.0625458990965896,0.0493101581056565,0,0,0.00282343106350889
SPX.INDEX,-0.0472030328170579,0.000506983131130087,0.0100738681867095,0,0,0,-0.0100377853961763,0,0.0588664861660747,-0.0154086689263365,-0.00710547194097245,0.00390868298711848,0,0,0,0,-0.0705804513984408
VIX.INDEX,-0.561750071237707,0,0.0237728297640027,0,-0.152408535561183,-0.064530639141823,-0.604823229020294,0.419189545899058,0,-0.125782994648474,-0.0418515379367577,0,0,1.14515188334466,0,-4.55710598425654,0
