,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,TRX,MIOTA,NEO,XMR,DASH,XEM,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.158584202557346,0.0393838537240298,0.0197934091706652,0,0,0.0665045336098461,0.0093986239562715,0.0562690187535735,0,0,0,0,0.198153366547988,0,0,0,0,0,0
ETH,0.13362705799349,0,0.182710732222669,0.0854633457884289,0.0331744595526167,0.395554857037178,-0.0062081492560642,0.0526052267810025,0.0268633185093323,0.111095336337847,0,0,0,0.00635647206310722,0,0,0,0,0,0
XRP,0,0.198964624453862,0,-0.00000000000000000693889390390723,0,0,0.130177324482711,0.0506262941717276,0,0.0633334424943137,0.0923759014188276,0.105644223748925,0,0.172235438178136,0.0226204259720027,0,0,0,0,0
BCH,0,0.268542431679338,0,0,0,0,0,0.172758264004557,0,0.13702027809927,0,0,0,0.182264645905267,0,0,0,0,0,0
EOS,0,0,0.100577834005165,0.57435061352238,0,0,-0.142472734845515,0.107977830864155,0.0405801564113182,-0.109354314390255,0.425648785974604,0.794525887254984,-1.06682887399777,0,0,0,0.135956700374817,0,0,0
LTC,0,0.424773687323737,0,0.0675349967601839,0,0,0.107558943256934,0,0.00125895894447758,0,0.122440312446931,0,0.042301194996504,0.0613141072541585,0,0,0,0,0,0
XLM,0,0,0.191217622778991,0.144334053245122,0.0579164969391909,0,0,0.172479060557233,0.013222954146263,0,0.0308508655926225,0,0,0.141600872739093,0.0446059934722002,0,0,0,0,0
ADA,0,0,0,0.098134900281112,0.0581010260708235,0,0,0,0,0.139211079307779,0.263954234254406,0.185059397692482,0,0.0463445238459668,0,0,0,0,0,0.0109608278975843
TRX,0,0,0,0.322645991690208,-0.0431470406873636,-0.174913608922315,0.419186943639561,0,0,0,0,0.129752939104527,0.234098143726746,0,0,0,0,0,0,-0.144739864908283
MIOTA,0,0,0.322258109668471,0,0,0,0.144777257774592,-0.00000000000000000010842021724855,0,0,0.0118232912552488,0,0,0,0.299974036122509,0,0,0,0,0
NEO,0,0,0,0,0.0486043801636087,0,0.160574821995184,0.0283042778244331,-0.00000000000000000346944695195361,0.226346667003159,0,0.0694002115209496,0.101076533506758,0,0.111394922394665,0,0,0,0,0
XMR,0,0,0.113727836425338,0.115796024447863,0,0,0,0.145604810149178,0.0559533522246541,0,0,0,0.159261257042775,0.0696571113829977,0.135243548307754,0,0,0,0,0
DASH,0,0,0,0,0,0,0.151758192008023,0,0,0.176011322389506,0.118356057569789,0.0695803437963379,0,0.208426868911622,0,0,0,0,0,0.03515376835281
XEM,0,0,0.0532726599092424,0.121141346857207,0,0,0.36044778643489,0.0927857780481565,0.126207568358692,0,0.0317699070011229,0,0,0,0.0478385736806031,0,0,0,0,0
ETC,0,0,0.355271316321512,0,0,0.265438364196035,0.0897373773371018,0.0947137391243025,0,0,0.104188044790586,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,-0.0327525126622129,0,0,0,0,-0.020131064243674,0,0,0.0582572588033567,0,0,0,0,0,0,-0.062712158787571
CVIX.INDEX,0,0,0.00000000000000000346944695195361,0.10551976925961,-0.0192990403284223,0.0273511166771282,-0.110364653594232,-0.0869429240958214,-0.00444082525647699,0.0754439441970419,0.16157296628076,0,-0.180530327527898,0.0155954521036622,0.0587212925815674,0.264673652521351,0,0,0,0.0149243759406457
DXY.INDEX,0,-0.000474530784327946,0,0,-0.00313083767097015,0,-0.0134475992173013,0.0127327986312369,0.00875735708250393,-0.0189553220026327,0.00848797822164773,0,0,0.0190057637078015,0,0,0.0803965579674841,0,0,0.0000000000000000000271050543121376
SPX.INDEX,0,0,0.0134436072709854,0,0,0,0,-0.00438744910076822,0,-0.000833707349059348,0,-0.0307719513267581,0,0,0,0,0,0,0,-0.126142907810907
VIX.INDEX,0.386429398242882,0,0,0,0,0,-0.011555376286361,0,0,0,0.181455006096131,-0.112496117193508,0,-0.0847727272572162,0,0,0,0,-1.43587303067707,0
