,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.119152577874872,-0.0636132237119712,0,-0.0277449372166034,0,0,0,0.00278341818666005,0.000187850858367045,0,0,0,0,0,0.0113036011388407
ETH,-0.142951212709393,0,0,0,0.0788761610432774,0.240218508586821,-0.165173220856899,0,0.313706537474093,0.222899871804349,-0.0186865425869359,-0.00338025755079421,0.178403481917596,1.05827249098659,-0.368281048763396,0,0,0.287974402778157
XRP,0,0,0,0,0,0.0414715998975966,0,0,0,0.111917325047992,-0.0617918331903933,-0.0690143314278,-0.255517169300379,0,0.0225089895294188,0,0,0
LTC,0.690328861414113,0,0,0,-0.0205493609951871,0.00881884106215116,0.0940514524325424,-0.0163316014150944,0,-0.0611813417784976,-0.00587782207649236,-0.00122558417443672,0,0,0,0,0,-0.0239192127451885
XMR,-0.995788527385125,0.262894844937474,0,-0.315294051969702,0,0,0,0.100939137168788,0,0.140895004772227,-0.130240385887652,-0.029571167500171,-0.104451418840272,0,0,0,0,0.0996050534688794
ETC,0,0,0,0,-0.0244344601250487,0,0,0,0,0.105003229481364,-0.0815585821789376,0,0,0,0,0,0,-0.0397202341572857
DASH,0,0,0,0,0.0430231747576668,0,0,0,0,0,-0.0800726004356787,-0.0680357350434404,0,0,0,0,0,0
XEM,0,0.0937594535997529,0.148790666139908,0,0.234032501682234,0.18107291765168,-0.674132398806293,0,0.152210654498821,0,-0.0632436714840899,-0.0874440177925085,-0.139898733939963,0,-0.6718465990071,0,0,0
DOGE,0,0.138973210673383,0.000000000000000000867361737988404,0,-0.0606213950608264,0.0160859040694818,-0.026923398841492,0.0514125395585745,0,0.0121302216115625,0.032313215063901,-0.0109491827055104,-0.0828632379778511,-0.228047185582452,0.0614094643486523,0,0,0.034030534760996
XLM,0,0,0.245074687085028,0,0.159964256189286,0.226527616484684,-0.0552726976963118,-0.217206979178326,0,0,0.0476350846868048,-0.0455260750957307,0,0,0.313333045996787,0,0,0
NEO,0.128069121083984,0.946972505835113,-1.18556623584712,0,-0.15659316136576,0,-0.933134290315862,-0.460808206556882,3.22345272436587,0.14121328602777,0,0,-0.496602601328427,0,0,0,0,0.206800209004765
ZEC,0,-0.445211133497672,0,0,0.452126454011234,0,-6.14410065983612,-0.308495627788249,0,-0.298326717185511,-0.635159466743283,0,-1.53387503671419,0,0,0,0,-0.340812302168435
DGB,-0.170933947752206,0,-0.185863302374891,0,-0.222713740743815,-0.240527265072325,0.203164986305179,0.110215775570076,0,0.2571810534667,-0.109435515437542,0,0,0,0,0,0,0
BV010082.INDEX,0,0.0498147657491295,-0.0849126663978839,0,0.0161561527773535,0.0296963677059959,0.0898526832582752,0.0146643001459457,0,-0.0131523622034309,0.0169576064574579,0.0104102105723023,0.0356093846383098,0,0.0447237806925095,0,0,-0.1411592200875
CVIX.INDEX,0,0,-0.00652916413029823,0,0.0531859638975581,-0.306442497121016,0,-0.160654487519191,0.231181626102654,0.0716127851261004,-0.0432909716383161,-0.0229078642865459,0.117428373580039,0.426139583053471,0,0,0,0.20928370207207
DXY.INDEX,0,0,0,0,0,0.00939063342427921,0,0.00784458254810121,0,0,0,0,0,0,0,0,0,-0.0292667146599665
SPX.INDEX,0,-0.0279188837383292,0,0.0262441814792753,-0.00151751259381341,0,0,0.00190200324937218,0,0.0207928534425128,-0.00216774080985561,-0.00406187447611596,-0.01798784500771,0,-0.0324100799370167,0,0,-0.0400089225571073
VIX.INDEX,0,0.305225385438966,0,0,-0.0510929827277686,0,0,0.20999799999409,0,-0.221139257707886,0.0132142897550606,0,0,-2.66628750032282,1.28590842127697,0,0,0
