,BTC,ETH,XRP,BCH,LTC,EOS,BNB,XLM,ADA,TRX,XMR,DASH,BSV,MIOTA,XTZ,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.0967234428858105,0.0486796704729862,0,0,0,-0.000000000000000000433680868994202,0,0.156255646777617,0,0.109760859622722,0.0195022325059751,0.00521526510118243,0,0,0,0,0
ETH,0.594303851656079,0,0.0882535325059712,0,0,0.0610278312326504,0.133955271450039,0.159677068808818,0,0.0614336555768181,0.00555099468335412,0,0.00163378584331996,0,0.0380154931784153,0,-0.0252681263644935,0,0,0
XRP,0,0.120668655356683,0,0,0,0.0659507421877246,0.0521366744906562,0.248345508319929,0.00887626169439995,0.126205635607019,0,0,0,0,0.0616264821084901,0,0,0,0,0
BCH,0,0,0,0,0.391372756573621,0.195614321119348,0,0,0.330189525469621,0,0,0,0,0,0.00504475922640768,0,0,0,0,0
LTC,0,0,0,0.225921363135382,0,0.166510502552567,0.0876971594556304,-0.0309999445711998,0.123871016213995,0,0.171389196702847,0.00476288186761953,0.160879401645095,0,0.0792649358417921,0,0.0497515523563163,0,0,-0.0202658120381071
EOS,0,0.274244203711805,0.12214783295733,0.26979343789107,0,0,0,0,0,0.0678703068879022,0,0,0.107913696635504,0,0.0659178913354714,0,0,0,0,0.019407610930151
BNB,-0.61636050718254,-0.205127811415532,0,0,-0.0700756488135913,0,0,0.345780598716374,0.123636669136208,0,0.503882686235708,0,0.404131471796188,-0.00714723968456082,0.0418036727622307,0.405099814413982,0.17682237227492,0,0,-0.0438652716270262
XLM,0,0,0.200753783459293,0.11247819231507,0,0,0,0,0.0600389169778251,0.111263915527881,0.104688409568761,0,0.0160180465186228,0,0.0173519621331723,0,0,0,0,-0.0217284902998933
ADA,0,0,0,0.163922552521917,0.356837141146832,0,0.0125112807378937,0.280266996944348,0,0.0471907388615249,0,0,0,0,0,0,0,0,0,-0.00977445280988127
TRX,0,0.106916481294924,0,-0.00000000000000000173472347597681,0,0.170659299973833,0,0.128998715017633,0,0,0.226530080848448,0.0877198199675197,0.0843411439649533,0.0974187515359927,0.0523428274347304,0,0,0,0,0.0904047010971591
XMR,0,0.51900311061368,0.0523099761530842,0,0,0,0.0827113507410072,0,0,0,0,0.215110930540571,0,0.041563861268195,0.0281492152900926,0,0,0,0,0
DASH,0,0.115453249137963,0,-0.000000000000000000216840434497101,0,0,0.121361807831925,0,0,0.00643637754505116,0.211927645102804,0,0,0.0966459999425035,0,0,0,0,0,0
BSV,0,0,0,0,0.450809813649194,0,0,0,0,0,0,0.257711872646547,0,0.114884241590828,0.026348964763735,0,0.0845058744271638,0,0,0.117371067159699
MIOTA,0,0,0,-0.00000000000000000173472347597681,0,0,0.160639398083054,0.282516564736132,0.0599742376727034,0.0493692150412584,0.156828766622503,0,0.0407117362643171,0,-0.0289109956815289,0,-0.0563248061323216,0,0,0
XTZ,0,0,0.338256535826456,-0.0557813676425572,0,0,-0.0655251970103843,0.692929910772833,0,0,0,0,0,0,0,0,-0.369877087265915,0,0,0
BV010082.INDEX,0,0.117864296153384,0.414076888277166,0.00541867826069816,0.0849217710269851,0,0.0372005680787672,-0.188993124369977,-0.224938018126128,0,-0.0120659891505966,0,-0.0124994141269865,0,-0.0543989714321816,0,0,0,0,-0.0465752937880028
CVIX.INDEX,0,0,0,-0.0839136993148267,0,-0.0580182159551831,-0.183046839987787,0.497625193133728,-0.0916180308064449,-0.14916420179766,-0.24829949182663,0.366609979650981,0,0,-0.294349108496459,0,0,0,0,0.136976743235022
DXY.INDEX,0.0351668106199146,0.0206728077168684,0,-0.000000000000000000433680868994202,-0.0351140921209831,0,0.0123411149592241,0.00250463385332765,0.019562223119974,0,0,0,0,-0.0370936551861582,-0.00498003586630551,0,0,0,0,0.00708181814422365
SPX.INDEX,-0.0274937620649978,0,0,0,0,0,-0.0042235009860878,0,-0.0217925500110644,0,0,0,0.0125147690206345,0,0.00834066187085372,0.0839582563161881,0.00761982730992903,0,0,-0.0646162614792481
VIX.INDEX,-0.721437139191526,-0.112535903598299,0,0,0,-0.347680416557669,-0.0521724959252198,-0.474309057109102,0,0.981010094559418,0,-0.11336542921493,0.299572827385915,0,0.0306890685642559,-0.366245219161419,0.0378142977794697,0,-4.88976929984388,0
