,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0472458072018239,0.1341106284803,0.0718118504479668,0,0.0305939947773205,0,0.147972338030692,0,0,0,0,0
XRP,-0.665810091837874,0,0.0000000000000000000542101086242752,0.122714891085931,0.170778322059044,0.578530926515015,0,0,0.189064475727157,0,0.0632171247203329,1.74258174002863,0,-0.0034925097081892
LTC,1.60344010483888,0.300280550943291,0,-1.90196592818923,0.218813970439381,0,0.202018859684616,0,0.883385554119836,0,0.888309013958118,0,0,0
DASH,0,0.198894930077872,0.183658028030479,0,-0.0709957264895358,0,0.209002135372599,-0.0654990839735323,0.189144337814623,0,0,0,0,0
DOGE,0,0,0.091904351073011,0,0,0.493587959267658,0,0,0.297177723660371,0,0,0,0,-0.115006735980095
XLM,0,0.396591502013084,0.0595472490184528,0.253778716659762,0.293130882399713,0,0.191700566098277,0,-0.0140346731040557,0.375051010278728,0,0,0,-0.0618543623493853
XMR,0.286396640062876,0,0.0341075057259034,0.323378619646776,-0.00916040160005644,-0.234618523417886,0,0.170236804054168,-0.0427166687431999,0,-0.130029288378345,0,0,-0.0999260432984173
XEM,0,0,-0.038766565276948,0.266342642074225,0.173731575607838,0.188869906967766,0,0,0,0,0,0,0,-0.248551750376865
DGB,0,0.287254690129582,0,-0.222083457531926,0.220318469959954,0.180909591919277,0.444553922586705,0.0820790062287765,0,0,0.127338593305795,0,0,0.0114350423378298
BV010082.INDEX,0,-0.0264517812442753,-0.0164373785586261,0,0.0103267014224389,0.0350855405732421,0.0434337607050444,-0.0466956837945216,0,0,0.188003000242743,0,0,-0.10620242629938
CVIX.INDEX,0,0.00856790910947589,0.0419267890737992,-0.0933937231592643,0.108865353705934,-0.0116865681400074,0,-0.123586556170106,0,0.868651809898506,0,0.271340215457748,0,0.0800660424967271
DXY.INDEX,-0.137324938755472,0,-0.0246245367307639,0.000597000702845444,0.0493658550838471,0,0.0532701680468917,-0.000284062579151574,-0.000000000000000000216840434497101,0.108604201489766,0.0743304890576781,0,0,0.0124722794265549
SPX.INDEX,0,0,-0.00256502829247084,0,0.0182533537850348,0.000000000000000000433680868994202,-0.00452614540405301,-0.00331943649959174,0.00440305407478774,0,0,0,0,-0.073662865391733
VIX.INDEX,0,0,-0.061065244894126,0,0.106883070263543,0,-0.244466467771339,-0.0395420801104328,0.471099691449563,-0.663513004199272,0.44862986892884,0,-5.1555550008473,0
