,BTC,ETH,XRP,BCH,LTC,EOS,BNB,XLM,ADA,TRX,BSV,XMR,DASH,MIOTA,XTZ,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.151203737540522,0,0.103617252421704,0,0.0767169517278402,0.0300760004159312,0.0422856431869881,0.00751635746536578,0,0.0753129390665212,0,0,0.0179123618971824,0.0152915854189215,0,0,0,0,0
ETH,0,0,0,0,0,0.328937138473267,0,0,0,0.0952694767090297,0.0565646721822418,0.108946347169485,0,0,0,0,0,0,0,0
XRP,0,0.206048441980298,0,0,0,0.120336386339189,0.0499948795875106,0.109576456923576,0,0.102259968112693,0.00579731602326774,0.0251192642360338,0,0,0.0494088093095447,0,0,0,0,0
BCH,0,0.201965706286994,0,0,0,0.195560587714716,0,0.101653293372782,0.249529394144372,0,0.262038353210835,0,0,0,0.0204677609584124,0,0,0,0,0
LTC,0,0,0,0.200808877951157,0,0.209686436983662,0.125173417441685,0,0.113354474562362,0,0.27266071818631,0,0,0,0.0637961071794202,0,0.0556955279362844,0,0,0
EOS,0,0.368893754037592,0,0.126028776451367,0.268785358303663,0,0.0242662249582083,0,0.091977030527401,0,-0.127383740555367,0.306705109277694,0,0.0596298028187855,0,0,0,0,0,0
BNB,0,0,0,-0.17422945731087,0.345445580025312,0,0,0,0,0,-0.083647555840291,0.283558110617414,0.154964524172278,0,0.00830981550001837,0.00594408048128592,0,0,0,-0.162936587964184
XLM,0,0.284024258120766,0,0.0499505383922411,0,0.0387280546373702,0,0,0,0,0.188074602059248,0.142713994528291,0.0293672633294116,0.00832365365439287,-0.032619191424948,0,0,0,0,0
ADA,0,0,0.174629873981483,0.26408949764183,0.225768976841866,0,0,0,0,0,0,0,0,0.166064763521506,0.0461715934783651,0,0,0,0,0
TRX,0,0.045523862124112,0,0,0,0.0655374190391845,0,0.239073017943915,0,0,0.178387795911495,0.277706918329582,0.0757470365838439,0,0.0764705361746535,0,0,0,0,0.0779777241011252
BSV,0,0,0,0.213811714057335,0.197771569646935,0,0.0299715267366946,0.0535362245286084,0.128376111542551,0.152394624814067,0,0,0,0,0.076532693808721,0,0.00540548979217173,0,0,0
XMR,0,0.335691730496987,0,-0.0812844504387641,-0.00171991481214391,0,0,0.186268075026367,0,0.220226607676258,0,0,0.113349934933714,0,0.00413598295437945,0,0,0,0,0
DASH,0,0.195795697195744,0,0,0.128386435060827,0.0541832491916165,0,0.139218867645064,0,0,0,0,0,0,0,0,0,0,0,0
MIOTA,0,0.309728061684348,0.265092240009166,-0.00970245774978007,0,0,0.0258449423212385,0,0.100684999540158,0,0,0.0972712907451115,0,0,0.00347479017152595,0,0,0,0,0
XTZ,0,0,0.855696197966642,-0.246525426603954,0,0.207819769756387,-0.147895522278147,0.347396387114639,0.422580006112308,-0.108833405641227,-0.268295114053223,-0.34101967062709,0,0,0,0.427378414166985,-0.788714075585779,0,0,0
BV010082.INDEX,0,0,0,0,0.0282977249424769,0,0.0803533682334935,0,0,0,0,0,0,0,-0.0450993854522287,0,0,0,0,-0.125030277546798
CVIX.INDEX,0,0,0,0,0.0114596439932969,0,0,0.152622451096503,0.031521055790289,0,-0.0685792629364476,0,0,0,-0.249419819080549,-0.345293665022413,0,0,0,-0.0757259558472106
DXY.INDEX,0,0,0,0,0.00320569392884932,0,0,0.0155657670670931,0,0,0.0140382971494589,0.00710802759387452,0.019590919282544,-0.0676709266363841,0.0028296275395747,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,-0.000000000000000000216840434497101,0,-0.0097870565100705,0,0,0.0313159907894283,0,0,0.00586821295642637,0,0,0,0,-0.0825086520899496
VIX.INDEX,0,0,0,0,0.0633395841482213,-0.431982743421729,0,0,0,0.34636119851192,0.244627590316682,0,-0.189386162590657,0,0.0494942219574609,-0.752412265035445,0,0,-4.01803022347734,0
