,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,TRX,XMR,NEO,DASH,ETC,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.131873093519245,0.0371801758490133,0,0,0.0576508275472479,0.0537300023360387,0,0.203216539691066,0,0.0962130330228441,0.1028947807731,0,0,0,0,0,0.0245227170026196
ETH,0,0,0.061394420180262,0.247658870141514,0,0,0,0,0.13124569987108,0.270414509621809,0.0121547980509717,0.013684159426862,0,0.0907550520164546,0.0223271180921821,0,0,0,0,0.0317775810271579
XRP,0,0.0843976050048195,0,0.102141457022722,0,0,0,0,0.134605248776347,0.163388668442865,-0.000000000000000000867361737988404,0.107875903759634,0,0.0464232949673911,0,0,0,0,0,0
BCH,0,0,0,0,0.181169121055292,0,0,0,0,0.368713271672996,0.230089811028463,0,0,0.0430529545115516,0,0,0,0,0,0
EOS,0.53449402914464,0,0,0.14308424383085,0,0.00824226813603685,0,0,0,0.224499974801055,0,0,0,0,0.462899591798975,0,0,0,0,0
XLM,0,0,0,0,0.182078473267573,0,0,0.337948738058348,0.0635389643494917,0.188030670626872,0.0253776685738476,0,0,0,0.00000000000000000173472347597681,0,0,0,0,0
LTC,0,0,0,0.42160080127206,0.00847437971630839,0,0,0.0427684325628254,0.0162346721957287,0.0184516505220949,0,0.100003984144937,0,0.118472482721431,0.106924832749559,0,0,0,0,0
ADA,0,0,0,0.183897491870605,0.0030262770965275,0.295867722960417,0,0,0.0696759641720704,0.0601111896377359,0,0,0,0.0093541787444436,0.164932645289216,0,0,0,0,0
MIOTA,0,0,0,0,0,0.0977709999794243,0.252700506146619,0,0,0.196792379226078,0,0.572935682248271,0,0.0194271012916552,0,0,0,0,0,0.0877035979203165
TRX,0,0.380309748932951,0,0.253303829648552,0.220763639626169,0.030215883953184,0,0,0,0,0,0,0,0.0432513136389635,0,0,0,0,0,-0.0125451847305353
XMR,0,0,0,0.405771440524196,0.0781172386520734,0.00419594793896649,0,0.0819882357172097,0,0.0138296081794666,0,0.169216423366432,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0.057533040195397,0,0.109645861406324,0,0.48804479962044,0,0,0,0,-0.0615845172596786,0.352559613088239,0,0,0,0,0.0747814842579732
DASH,0,0,0,0.188029664854913,0,0.0184299745754345,0,0.154547087867975,0,0.019400382961265,0,0.147715467624046,0,0,0.109881582208278,0,0,0,0,-0.0756382253620569
ETC,0.207614863683481,0.223010082351327,0.015835263080372,0,0.223491200491403,0.0425637294377243,0,0,0.286402360232072,0.0000000000000000138777878078145,0,0,-0.129573361399813,0,0.0742786820873629,-0.690135731623758,0.42561992712662,0,0,-0.173888978132847
XEM,0,0.133233391764927,0,0,0,0.268893074843249,0,0,0,0.167187067950946,0,0.248093602144394,0,0.0376545398873932,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0.0693287455389169,-0.124259975025427,0,0,0,0.0906437034260807,0,0.026554951909023,0,0,0,0,0,0,-0.0660916484097314
CVIX.INDEX,0,0,0,0.194635688573204,0,0.0335596563230849,0,-0.117476066978281,-0.0888905199316962,-0.105239911997373,0.144361611574699,0.147109163787205,-0.17968610886474,0.0903826022308794,0,0.0992133612857156,0,0,0,0.1124685268965
DXY.INDEX,0,0,0,0,0.000295457204820568,0,0,0,-0.0335734719560111,0.0115178367503441,0.0138497047189241,0,0,0.0201363615761946,0,-0.0156131052328887,0.0556737122342113,0,0,0.00357485950068262
SPX.INDEX,0,0,0,0,0,0.00741736663977352,0,0.00824310426763139,-0.030668209480573,0,0.00750200393780291,0.00536687754186012,0,0,0,0,0,0,0,-0.0579501582244662
VIX.INDEX,0.502579462090772,0,0,0,-0.113958097563467,-0.0972832832630114,0,0.0509155509561916,-0.328517947691377,0,0,-0.0000000000000000138777878078145,0,0.0111878841148217,0,0,0.0827098181367758,0,-8.55725771719303,0
