,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XLM,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.766796262680184,0.0660285474366229,0,0.00358648541468795,0,0,0.0113626735925862,0,0,0,0,0
ETH,-1.00896115368489,0,0.482997582929913,0.112864263914614,0.0730426345637452,0,0.307546721817241,-0.641576602994564,0.171246072673658,-0.0287035144435248,0,1.1736968728038,0,0,0.309206709631752
XRP,0,0.011933852872712,0,0.333774594396708,0.0466421110996005,0.0380628210042915,0.0559064554079124,0,-0.0268788454024898,-0.00829014003137417,0,0,-0.820281847669682,0,-0.152029543268408
LTC,0.69871587528186,0,0,0,0,0.0300945619317924,0,0.0274227681566376,0.0188847083745497,0,0,0,0,0,-0.0412957618443787
DASH,0.771467159038432,-0.0970350248725022,0,0,0,0.0568859684759628,-0.197943954129508,-0.200090645055074,-0.0632470613664391,0.42207273556423,0,-0.609886420326392,-0.581601566198934,0,0.329224073819667
DOGE,0,0.29473963414888,0.0815668749485765,1.1469968549843,0.26124090602817,0,0.11921467082148,0.655044095360887,0.0653856896239117,-0.136562959979092,0,0,0,0,0
XMR,0,0.396337614957542,0,0,0,-0.156991914253314,0,0.51997136044207,-0.104164282760753,0.184540414575215,0,0,0,0,-0.163754608814932
XLM,0,-0.0996817077157285,0.355953504679448,0,-0.348521368598048,0.24916332161403,0.150218939839422,0,0.177777705540512,0,0,0.524192268904194,0,0,0.365292036896933
XEM,-0.648455840036786,0.206543516405366,0,1.03547975834561,0.195476272395961,-0.199856840661218,-0.0935519471224555,0.269405687286265,0,0,0.964707172336305,0,0,0,-0.397084784013762
DGB,0.483168637150663,0.0920353454633591,0,0,-0.116538579569492,0,-0.436408101892698,0,0.164490603961255,0,0,1.0749433296284,0,0,0.0987234272067049
BV010082.INDEX,0,0,0,0,0,0.0146702124418821,0,0,0.0202917434788816,-0.0177219437280913,0,0,0,0,-0.0975161933321721
CVIX.INDEX,0.331958216822185,0.0306426450189389,-0.125091576328617,-0.468614847678075,0.0169918375830425,-0.0154761713860237,0.0433356558412517,0.0641118947888538,0.0136278824234322,0.0101534600139652,0,0,0.657030302364032,0,0.165038099082538
DXY.INDEX,0,0,-0.0770413742521102,0,0,0.00808704756800359,0,-0.0141686679931781,0.00894921957691618,0.00718261876639462,0,0,0,0,-0.00809227573265803
SPX.INDEX,0,0,-0.000616634249752535,0,0,0.00656563461852584,0,0,-0.00907624520264313,-0.0302784272490087,0,-0.0970239248497788,0,0,-0.128137045928888
VIX.INDEX,0,-0.155497124315132,0,-0.179579544807853,0.153445218173855,0,-0.0426087140767129,0.0553821446064345,-0.00434240426753587,0.00448846803234733,0,0,0,-3.07985857313229,0
