,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0304947572416995,-0.128411031230197,0.638851476588486,0.0762431479121393,0.0289462857873491,0,0.0885067195917977,-0.0190609273854328,-0.0724178376339481,0,0.0640696014379115,0,0,0.0459263372804297
ETH,0.200047272485355,0,0,0,0,0.799304316145137,0,-1.40973205442437,0,0.353834365215967,0.38375572129031,0,0,0,0.251673810663828
XRP,-0.183719273951331,-0.0213359825855176,0,0.232517254944921,0,0.134896777250955,0.0751370540132312,0.0799984823172204,0.087578122121215,-0.0806607732007764,0.340394575242188,0.31104367190342,0,0,0.00000000000000000346944695195361
LTC,0.671692718495453,-0.10657364099449,0,0,-0.030986439514228,0,0.306378716014294,-0.138950000707031,0.085485773295155,0,-0.160153320102053,0,0,0,-0.174108607717258
XEM,0.771544227824747,-0.168446055687956,0.108859731261988,0.492450523786989,0,0.192487822409515,0.0666242353146784,0,0.223710340433918,0.26372947007336,0.575518938511077,0.243669256526408,-4.10515219612429,0,0.446680416903938
DASH,0,0.0960538412167996,0.028395415164653,0.0731796527162045,-0.000000000000000000216840434497101,0,0,0.187117036896891,0,0.14782833253958,-0.29248446544745,0.078927415708827,0,0,-0.0544411148985067
DOGE,0.217161516283438,0.0671788607668234,0.107872513053685,0.312617304255062,-0.173603020427005,0.0659109186866257,0,0.185453717467389,0.38408291927602,0.0665562928410671,0,-0.356797372824508,0,0,0.110227757427376
XMR,0.821709190365446,0,0,0,-0.079693277403474,0.20624685576935,0.162197842203723,0,0,0,0,0,0,0,0
XLM,0.0621389482702483,0.209152667899427,-0.124183661415685,0.067964532760689,0.157957059067717,-0.107384726942974,-0.00871646083884964,0.168274536471021,0,-0.40880927657539,0,-0.237802424649241,0,0,0.108155565475757
DGB,-0.654956700904472,0.281278960446372,0,0.401449816842771,0.161492680252227,0,0.0371797690556696,0,-0.220394781689129,0,0,0,0,0,0.0930924088249975
BV010082.INDEX,-0.0680837706553213,0.118118886768274,0,0.0114626988582349,-0.00373381747612877,-0.209111230598358,-0.0532242533244031,0,0.109086126208344,-0.0645731667399417,0,0.0399387162273011,0,0,-0.149052997509823
CVIX.INDEX,0.387720314233196,-0.0978589093203819,0.0996306040335397,-0.448583571113641,0,0.246512215323156,0,0,0.0181816132049473,0,0.0882122940261622,0,0,0,0.174062030268206
DXY.INDEX,0,0,0.0132309100418632,0.0103433576026571,0.000910898143379977,0,0,0,0,0.00822535452979223,0.101687978784594,0.0269209176781594,0,0,0
SPX.INDEX,0,-0.00569027503592027,0,-0.0185304991600966,-0.00790635033708345,0.0545181631286147,-0.0184670391444171,0,0.0234633286411035,0,0.034555002467169,-0.0604683378572855,0,0,-0.0712289341661226
VIX.INDEX,0.00183420334503533,0.311706462085957,0,0,-0.129798770117729,0,-0.264066469933165,0,0.466476582892648,-0.246477357480797,0,1.5040941563396,0,0,0
