,BTC,ETH,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.650744215716677,0.0397414584026975,0,0,0,0.0357822233447392,0.0156829476084086,0,0,0,0,0
ETH,-0.401105312571279,0,0.205884865841641,0,0,-0.0440854344492123,-0.596147212873954,0.158871868084226,0.0517128234367087,0.0429749111808707,0,0.407300345725191,0,0,0.331785727208766
XRP,0.0983038086297354,0.0425499411009062,0,0,0,0.0433712096023006,0.0490320993613982,0,-0.0193237100670232,0.06656168874559,0,0,0,0,-0.0598686060515126
LTC,0.726911127404337,0,0.0193915963960408,0,-0.0375687376497628,0.0310177013225487,0.0295289428911895,0,0.00840068541002021,0,0,0,0,0,-0.00943198463729107
DASH,0.88118087684616,-0.119304643348324,0.298271491101054,0,0,-0.0873038327733761,-0.187519125399357,-0.248777688614222,-0.0759550039733135,0.0963341155758637,0,-0.644125514295223,-2.03324956340502,-2.35093149572443,-0.156534870813311
DOGE,0,0.338297293803117,0.118094844468613,1.16303704935556,0.292956631295782,0,0.773980361342859,0.122017710846781,0.0731391380025092,-0.169363323763545,0,0,0,0,0
XLM,0,0,0.541825064506156,0,-0.288070761157486,0.259175404215866,0,0,0.214206322303262,0,0,0.1557777139992,0,0,0.0817505641913038
XMR,-0.0000000000000000277555756156289,0.343249221143906,-0.159334033225514,0.783618593653313,0.0310775724817048,-0.335830650644131,0.685482992587966,0,-0.239066936390094,0.0962064013946231,0,0.222156199125779,0,-3.70410555330988,-0.889134406495011
XEM,-1.30291565345721,0.0696976178606027,0.149008691014299,1.45696809907662,0.240268963307727,-0.0741786456693066,0.15858450507551,-0.0671620335527338,0,0.036934386105075,1.66347003555751,0.50706463035409,0,0,-0.294300639763535
DGB,0.275255120449869,0.170128011200371,0.598928770225704,0,0.0000000000000000138777878078145,0,0.619616078649295,-0.225100297261106,0,0,0,0.839110380297009,0,0,0.23265944830398
BV010082.INDEX,0,-0.0122642477892612,0,0,0,0.0416907169166355,0,-0.052317253322378,0.0102826657638744,-0.00367700196029035,0,0,0,0,-0.0644820512869514
CVIX.INDEX,0.0972772091846008,0.0190493463377482,-0.174296107052131,-0.204388600864115,-0.0159556799698002,0,0.00794271525822287,0.0746257726525056,0,0.034260977800158,0,0,0.291819862031384,0,0.160055185299883
DXY.INDEX,0,-0.000407616300938039,-0.0973956088598072,0,0,0.00385013342807488,0.0000000000000000000135525271560688,0,0.00420951261712883,0.00510644666603368,0,0,0,0,-0.016138682108112
SPX.INDEX,0.0222358390890825,0,0,0,0,0,0.00562119661534561,0.0148535375055946,-0.0161665311171808,0,0,-0.0667769528405233,0,0,-0.127962517619189
VIX.INDEX,0,-0.203493759116684,0,0,0.211539718973284,0.0477054969531502,0,-0.00467720956847061,0,0.0370000234049677,0,0.604220348469011,0,-1.6901268180917,0
