,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,DASH,MIOTA,TRX,NEO,ETC,BNB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,-0.0777070820261977,0.0292506588817591,0,0.0534142140600052,0.34151211291886,-0.103543559884141,0.0992430103118788,0,0,0.228684201343677,0,0,-0.0966462642711537,0,0,0,0,0.00000000000000000173472347597681
ETH,0,0,0,0,0.196321113634127,0,0.0679900434064908,0.393818046876074,0.013376683447705,0.0481817018723155,0,0,0,0.228226173711136,0,0,0,0,0,0
XRP,0,0,0,0.0687471995980885,0.0998026580871166,0,0.192986475004753,0.200579344938375,0,-0.0183036476547274,0.202089710841107,0,0,0.13902808233392,0,0,0,0,0,0
BCH,0,0.167530937726743,0.0665331259785264,0,0.236192397416755,0,0.135471803489382,0.229307080594391,0,0,-0.0000000000000000277555756156289,0,0,0,0,0,0,0,0,0.0430577842114521
EOS,0,0.13631007457167,0,0,0,0.0303403925932752,0,0.309318776359349,0.0854433430839091,0.0874806271682844,0.126553431352564,0.168490124445012,0.0907960718475599,0,0,0,0,0,0,0
XLM,0,0,0.0951584493066656,0,0.129933394261592,0,0,0,0.190631296617984,0,0.192411388088059,0,0.0927182236229355,0,0,0,0,0,0,0
LTC,0,0.282633258890882,0,0.15162679845129,0,0,0,0,0.0240394558911317,0,0.221434046502924,0,0,0,0,0,0,0,0,0
ADA,0,0,0.111203716543546,0.164714009630287,0.0828721230054576,0,0,0,0.151749808977513,0.176756112521572,0.0000000000000000277555756156289,0.0349871198589955,0,0.0699283558190317,0.0206053104489722,0,0,0,0,0
XMR,0,0.0307134079083567,0,0.156527037884163,0.275176171836244,0.0476131613149779,0,0,0,0.186661244951585,0.0636428037635803,0,0.00585065966410439,0,0,0,0,0,0,0
DASH,0,0.361470153085443,0,0,0,0,0,0.142390456825344,0,0,0,0,0.309290310082847,0,0,0,0,0,0,0
MIOTA,0,0,0.123168793824851,0,0,0.220037807548821,0.181422590230229,-0.318943646285345,0,0,0,0.487413506848458,0.407814474891836,0,0,0,0,0,0,0
TRX,0,0.154089860159254,0,0,0,0,0,0.374871873226683,0,0,0.0119450651480357,0,0.290512543030188,0,0.210909994472071,0,0,0,0,0
NEO,0,0,0.0625670911485485,0.201813943195003,0,0,0,0.127633052380691,0,0.150931997206411,0.26569190951791,0.144133374929766,0,0,0.145388591560382,0,0,0,0,0
ETC,0,0.215917426711087,0.00194410620085686,0,0.334983900079892,0.0762740714972667,0,0,0,-0.15128767488897,0.216961936515612,0,0,0,0,0,0,0,0,0.0504112886171958
BNB,0,0,0,0,0,0,0,0.352507734808657,0,0.29613868957363,0.100198720898196,0,0.0248096927778499,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0.0495730051512795,0,0,-0.0446049515564603,-0.116412616916421,0,0,0,0,0,0,-0.0207399453245673,0.0920481384515427,0,-0.00428724816945529,0,0,-0.0686407887445717
CVIX.INDEX,0,-0.134887270716514,0.0538915842915823,0,0,-0.00550272856709848,-0.0478681742993074,0.000000000000000000433680868994202,0,0,0.0427909500613955,0,0,0.120772243248763,0.0792256878221289,0,0,0,0,0.0739328212415947
DXY.INDEX,0,0,-0.0138538425409535,0,0,0,0,0,0,0.0112648359601119,0,-0.0185636957318944,0,0.00973336895138886,0,0,0.0880536312383069,0,0,-0.0137028048012609
SPX.INDEX,0,0,-0.00648779629051444,0,0,0,0,0,0.00187792591239899,0,0,0,0,0,0,0,0,0,0,-0.0515380803642339
VIX.INDEX,0,0,-0.102356201530966,0.331628019018815,0,0.291365407545487,0,0,-0.470371448689006,-0.0953194056534033,-0.124104477604427,0,0,-0.036864458987068,0,0,0,0,0,0
