,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0780530452424377,0.153513505316316,0.291627974704292,0.0169481512510486,0.197182616693271,0.0223697836094822,0,0,0,0,-0.0472702326198216
XRP,0,0,0.0584998529826435,0.190298000671314,0.10736044128242,0.203314349190052,0.106795822511803,0,0,0,0,0,-0.114605303153794
LTC,0,-0.0991653009156775,0,0,0.53510388435427,0.0385655695226278,0.174489404070653,0.095009825648723,0,0,0,0,0
DASH,0.47666832882085,0,0,0,0.458209121615284,0.0546671509955217,-0.379391189030272,0,0,0,0,0,0.0804869209469993
DOGE,0.325773850421578,0.143620595858853,0.151245079711753,0.0137185388141004,0,0.0186121797944694,-0.0268760739944581,0,0.255265087527622,0,0,0,-0.0322109443616501
XLM,0.530466794919654,0.696139482535916,0.0850945784988117,0,0,0,-0.0965891671744727,-0.0847977141131796,0,-0.226970878896257,0,0,0.0487895736134879
XMR,0.938752189254586,0.0686213512629814,0.216936639590571,-0.0556381301720366,0,0,0,0,0,0,0,0,-0.230368573156438
DGB,0,0,0.512052321150809,-0.340015204625156,0.700160022807232,0,0.382315281327102,0,0,0.307227878352808,0,0,0
BV010082.INDEX,0.107342829948564,-0.105324147069556,0,0.0105778927676169,0,0,-0.084479140468876,-0.00451451616560962,0,-0.0236714207329309,0,0,0
CVIX.INDEX,0,0,0,0.159476437468477,-0.299683928659969,-0.0184102805081668,0.0851460556259553,0.114881924409216,0,0,0,0,0.00892601064817105
DXY.INDEX,0,-0.0501136444690669,0.00516457767800797,0.00235501863994217,0.0430632427545398,-0.0223428391239979,0.0197185709204961,0.00883057690455063,0.0556357827022298,0.00766726060262039,0,0,0.0235441219982741
SPX.INDEX,0.0320158447870601,0.0162274056345147,0.00186906485111386,0.00973731670219846,-0.0448837359957542,-0.0235018547367535,0,0.00567098765421394,0,-0.0357361808915783,0,0,-0.103121766284675
VIX.INDEX,0,0,0,0,0.272624706668355,-0.123060238085519,-0.187251337627944,-0.00740065151432036,0,0,0,-5.20397068931527,0
