,BTC,ETH,BCH,XRP,LTC,DASH,NEO,MIOTA,XMR,XEM,ETC,EOS,ZEC,ADA,XLM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.22698043448334,0,0,0.519790548649028,-0.0703672568278494,0.0241630770942405,-0.276403210542439,0,0,0,0.0694207022871363,0.0499630855584222,-0.0315921238702557,-0.0303048233719148,0,0,0,0,-0.0391919666717127
ETH,0,0,0.00592076593002116,0.0327733047342491,0.0818459763197134,0,0.0624055990224071,0,0.119087089482024,0.121143570683192,0.0258591028134194,0.0324098947827947,0,0.0552509508605162,0,0,0,0,0,0
BCH,0,0,0,-0.218879320916551,0,0,0.279484774433999,0.0773506696297012,0,0.465311823324999,0.382676347061839,0,0,-0.288402648351988,-0.0877486063362518,0,0,0,0,-0.982906394381175
XRP,-0.0345017165500448,0.46705827612247,-0.0330178290359837,0,0,-0.0476227961768909,0.0854960590997133,0.0860430055344249,0.126565447139194,0,0,0.0415160481164212,0,-0.0449558620918547,0,0,0,0,0,0
LTC,0.294866022308921,0,-0.0208929444595327,0.263084719956366,0,0,0,0.0452120456751181,0,0.115851372694216,0.195581202070598,0,0,0,-0.000804160939241574,0,0,0,0,0.0815657009801619
DASH,0,0,0.0873259868476802,0,0.0581698748755586,0,0.0710037334965758,0.0705420567898917,0.0347144062806584,0,0,0,0.094074168717899,0,0,0,0,0,0,0
NEO,0,0.408451473493573,0.0659194724255271,0,0,0.0336138706051208,0,0,0.136700257921526,0,0,0,0.13259973887162,0.0762316229665257,0.134385037479362,0,0,0,0,0
MIOTA,0,0,0,0.181621177489292,-0.107712904145871,0.0804841672173441,0.0596978689779185,0,0,0.517915810193397,-0.167344394756792,0.213187033910297,0,0.073147417648682,0.0540581710869885,0,0,0,0,0.07279788789176
XMR,0.0131400451222558,0.421481792116607,0,0,-0.00140211381272417,0,0.151949423151656,0.0695858694814715,0,0,0,-0.0543136470872238,0.127305593178926,0.202297697689179,0,0,0,0,0,-0.198003439730946
XEM,0,0,-0.0226063715715801,0,0,0,0.129217730596154,0.146335935323084,0.0786326535417506,0,0,0.0159085503176593,0.0468471545202408,0.153778955889301,0.07207053517975,0,0,0,0,0
ETC,0,0.312682815511818,0.126490515701842,0,0.203894296496385,-0.394937243819644,0.104177537805,0.0603675283635095,0,0,0,0.040171127912695,0,0.0555490009003854,0.0264484128145481,0,0,0,0,0
EOS,0.187409297129813,0,0,0.0326542719242517,0.1508518740849,0,0.0195654318268949,0,0,0,0.166687383087425,0,0.513935507633532,0,0.0569271007745166,0,0,0,0,0.0769706343602153
ZEC,0,0,-0.0407840026378665,0,0.057429490261274,0.330873980300415,0,0,0.144487715920991,0.0729567534317709,0.113609654056759,0.0946077577433536,0,0,0.0456915394507551,0,0,0,0,0.0612003951147864
ADA,-0.260118756234159,0.221617044471945,-0.215925836812937,0,0,-0.16681171492395,0.220238168176539,0.356447846093613,0.120869171414847,0.251844372738449,0,-0.297278156427874,0,0,-0.10935296923635,0,0,0,0,0.31968230267126
XLM,0,0,-0.0222188521936195,0.221977594629948,0,-0.0409214465380999,0.152000179777274,0.329241186899114,0,0.57261705344645,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0.00988761228453331,0,0,0.00545653973408204,0,0,0,0,0
CVIX.INDEX,0,0,0.0296174880188878,0,-0.0576827224968156,-0.020364967992394,-0.0307024022036065,0,-0.0111799966468762,0.103879567065417,0,-0.000000000000000000867361737988404,-0.0306114682904216,0.0477073757978425,0.0138764698822674,0,0,0,0,0.0771877939984652
DXY.INDEX,-0.00334776943436521,0,-0.00187681196397116,0,0,0,0,-0.0158022205102678,0.0205007079258732,0.00696333296360228,0,0,0,-0.0117798742329976,0.00279321263609866,0,0,0,0,0
SPX.INDEX,0,0,-0.00190586292908827,0,0,0.00818226634805487,0,0.00404342610001303,0.00698233281902601,0.00338224984849313,0,0.00274107033948965,-0.0288519892254239,-0.000784909684411651,0.00132549776204258,0,0,0,0,-0.0369778733979281
VIX.INDEX,0,0,-0.223671817623434,0.185917115018392,0.0899686168930105,0,0,0.0993145286027751,0,-0.0967862589248523,0.0298014107130511,0.00778411637086378,0,0.0914989178685622,0.0577026210654925,0,0,0,0,0
