,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.167004359711257,0,0,0,0.0670305977442955,0.2175049925057,0.0314609035124647,0,0,0,0,0,-0.0103418423331277
XRP,0.70223556601958,0,-0.299146215652047,-0.0937211433350648,0,0.877032415576957,0.427796589505348,-0.328444093496134,0,-0.109141679443218,0.0626550794381853,0,0,0,-0.154177886611564
LTC,0.556322498406362,0.110652685956547,0,0.00742759010874357,0,0.367714240250373,0.0894163823611851,-0.1887503161711,0.0286619634027459,0.058125402152881,0,0,0,0,-0.0794152086962361
ETH,-0.888093752584748,-0.308188904311149,0,0,0,1.18694908171637,0,-0.14170442820158,-0.0194509964171278,-0.275588165579952,0,0.553181876462208,0,0,-0.340916702786551
DASH,-0.0449227554126247,-0.164621294935176,0.411523228897498,0,0,0.246546059502849,-0.201774663747862,-0.0375512359799449,0.0357837659092576,0.115126510473362,0,-0.258287486617588,0,0,-0.159866875076736
DOGE,0,0.138287568264689,0.371434958968503,0.0457084229193772,0.036104020179271,0,0,0.103336256343207,0.0088768392197921,0,0,0,0,0,0.0187637551195093
XLM,0.299492217051476,-0.188226433209303,0,0.141438087453382,-0.0066753400904002,0,0,0.146693300929149,-0.00874929330282041,0.108555045480897,0,0,0,0,-0.169373080373143
XMR,0.474521504733885,0.0467791332698436,0,-0.0359859430008905,0.327202387697805,0,0.506420991791181,0,0.0798894929551453,0.00000000000000000693889390390723,-0.44384950945817,0,0,0,0
DGB,0,0,0,0,0,0,0,0,0,0.337973492018599,0,0,0,0,0
XEM,0,0.095533636653231,0,-0.00897907337731904,0.372826730972987,0.951170895025309,1.10905458884844,-0.0413264293170492,0.134233591912389,0,0.617633044585438,0,0,0,0.220544182887953
BV010082.INDEX,0,0,0,-0.0261402407017278,0.0451347456430911,0.171761293037862,-0.130752565233483,0.0623731043000186,-0.000898704540646806,0.104938657569022,0,0.0882764978018707,0,0,-0.0580898880366081
CVIX.INDEX,0.24883211893457,-0.0412406128042607,-0.000000000000000000433680868994202,0.0197534635549179,0,-0.215364269524321,-0.283475168026812,-0.0514408158373919,0.0155182809913226,0.0750719067428691,0,0,0,0,0
DXY.INDEX,0,-0.018080839687459,0.0154407469114606,0.010798928487826,0,-0.00693294697671828,-0.037252081488951,0.0422164028806663,-0.00485913738895599,0.0138957644205463,0.0456667244973484,0,0,0,-0.0142596539146402
SPX.INDEX,0,0,0,-0.0104958359296157,0,0,0,0,0,-0.0110900711608958,0,0,0,0,-0.12007845465224
VIX.INDEX,-0.35774274263051,-0.275107959292276,0,0.0112069587682615,-0.192148476679387,0.464924929822771,0,0,-0.0374706761508193,-0.0535402473009492,0,0,0,-4.14666098946432,0
