,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.196812914930074,0.197277177690943,0.0419038344333207,0.0283025278709876,0,0,0,0.0371705756016278,0.0525426350108636,-0.0323395990364894,-0.307804628957158,0,0,0
XRP,0,0,0,0,0,0.347868503265791,0.268760956237509,0,0,0.0158270122992797,0,-0.159930008355377,0,0,-0.0721243545002144
LTC,0.268044066336392,0.283540768215946,0,0.0778983966231052,0,0.132441586904661,0.0137525074699363,-0.0898734822796747,0.0315170655576403,0.065386175953827,0,0,0,0,-0.143781157988273
ETH,0.365553520206849,0.929758633492347,-0.441450086347466,0,0.651465174000488,-0.347938010276373,0,0,-0.0680383910883688,-0.102975252134772,0,0,0,0,0
DASH,-0.127747820670748,0,0.678976025010038,0.0036737247364585,0,0.0125430370611176,-0.222151851129463,0.051152845272863,0.027008086199628,0.0596732634121034,0,0,0,0,-0.082459807260974
DOGE,0.244397400834005,0,0.333525197101995,0.013946010980471,0.104866429865956,0,0,0.0489287456593293,0.0166271424534517,0.0474747582673182,0,0,0,0,0
XLM,0,0,0.145158751212682,0.0473854459139376,0,0,0,0.098380247640862,-0.0192203644506178,0.0641169623908739,0,0,0,0,-0.238641308695109
XMR,0.668813720298127,-0.00000000000000000693889390390723,-0.676681725190096,-0.0546220502841541,0.268438910666191,0.612546538758082,0.226235968372028,0,0.0700744494725007,-0.229113436071187,-0.27858019666821,-1.03547185294593,0,0,-0.179657474396525
DGB,0,0.236555779148845,0,0,0,0.134310331835521,0.492004795555566,0,0,0.389639063856705,0,0,0,0,-0.212684461152114
XEM,0,-0.0361752692215738,-1.00769532886716,0,0.354968474914888,1.55568093966262,1.148224220785,-0.513705148617229,0.143403392208946,0,0.449595716915779,0.249116321117123,0,0,0.00144016088369775
BV010082.INDEX,0,0,0,0,0,0,0,0,-0.0127940175975533,0.0784411834494509,0,0,0,0,0
CVIX.INDEX,0.118156501491827,0,0,0.04511897320752,-0.00000000000000000173472347597681,-0.135962960652235,-0.271461890637035,-0.225673649504026,0.0140403865944521,0.076142883548303,-0.0386559965362089,0,0,0.733179186444817,0.0746479508751997
DXY.INDEX,0,-0.0203137401006325,0,0.0112020227308327,-0.000000000000000000433680868994202,0,-0.0226297268215334,0.0323632228022718,-0.0171550274383854,0.017066424526793,0.0393745022298075,-0.00667034059097716,0,0,-0.0255521426882624
SPX.INDEX,0,0,0.019697988094913,0,0.0235569003037936,0,0,0,-0.000488729098653339,-0.00978671452293627,0.0193313385703781,0.0164321519772542,0,0,-0.0898223702358708
VIX.INDEX,-0.0157276999212417,0,0,0.218310177332294,-0.083670990183681,0,0.0997495593295885,-0.00592434412636913,-0.0171754965518239,-0.12271209825924,0,0,0,-3.58531006001617,0
