,BTC,ETH,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0455130748980419,0,0.956599218198678,-0.0149515178872473,0.0141889770991279,0,0.0799021814412996,0.0116261657512105,0,0,0,0,0,0.0657308759941016
ETH,0,0,0.132043314043757,0,0.0156230283255966,-0.0978297992944489,-0.40855984152211,0.102813459761948,0.0430328746561002,0,0,1.03111050846578,0,-0.34909916992691,0
XRP,0.0812241297861683,0.0472302280746272,0,0,0.0513836062196066,0,0,0.0476433548214039,0.0276525941343504,0.0512482803220705,0,-0.274608554705576,0,0,-0.0174784918061376
LTC,0.783261104058096,0,0,0,0.0302182148174536,-0.0257564003182093,0.0386620555760025,-0.0212158916020658,0,0.00952681456943655,0,0,0,0,-0.031367717157802
DOGE,0,0.204248663467654,0.263535819979821,1.56903842037822,0,0.144920155314066,0.769820907989716,0,0.0576230173887531,-0.317290290191499,0,0,0,0,0.0633707782944042
DASH,0,-0.282800478600047,0.328735599716677,0,0,0,-0.292806169209286,-0.180955815210829,-0.116156001881668,0.0614636054880952,0,-0.0671298818848236,-1.45272165889087,-0.744925331165102,0
XLM,0,0,0.182867283173379,0,0.271012505349661,-0.127739798850745,0,0.0940691946887253,0.0697990919926105,0.132187340589626,0,0.441252189223982,0,0,-0.0715018847066938
XMR,0,0.0509748052257898,-0.187607566823228,0,-0.0254973514025103,-0.0253728010605862,0.852442864449915,0,0,0.0938787636348422,0,0,0,0,0
XEM,0,0.152329568124644,0.633099175166257,0.0831571244942547,-0.185805288931122,-0.373252049140103,0,0,0,0.137791750476146,0,-1.40865331880339,0,0,-0.06431115522894
DGB,0,0.0246558074347567,0,0,0,-0.00000000000000000346944695195361,0.924882852780609,-0.281932468310306,0.157123969012751,0,0,0,0,0,0.200105661117374
BV010082.INDEX,0,-0.0275712957614332,0,0.0387593286712737,0.0266584047023827,-0.00277180996542045,0,0,0.017757197315929,-0.01063491862486,0,-0.270763601998448,0,0,-0.0527682240502662
CVIX.INDEX,0,0.021222588315505,0.0771888161927827,-0.0643283734097259,-0.0221120724887104,-0.0797549504354689,0.0416570984941364,0.00803449379118,0,0.0170285038021803,0,0,0,0,0.132520465434076
DXY.INDEX,-0.0169749127843314,0.00634086417380013,-0.0231143787937862,0,-0.022337540545332,0.0173139179666041,0.0299360247900644,0.00567871292482845,0,-0.00997242240906342,0,0,0,0,-0.0120631829369558
SPX.INDEX,0,0,0,0,0.0018009098689615,0,0,0,0,0,0,0,0,0,-0.128418208420392
VIX.INDEX,0,-0.0466451635793923,0.165573430844542,0,-0.00268593833545719,0,0,-0.190052775423806,-0.201218297084129,0.200056204516396,0,0,0,-3.99394996675999,0
