,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XLM,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.000000000000000000867361737988404,-0.0478654114246999,0.771740906216707,0.0323279944943294,-0.0178627088937687,0.0256099714481581,0.00567643590135201,-0.0137184664222218,0.00666732867741359,-0.0957589843010424,0,0,0,0
ETH,-1.84775754171969,0,0.194989618717534,0,0.359092324772667,0.218830877275091,0.263148939638734,-0.464505292949756,0.151856754246795,0,1.23267924394737,-0.730395260921753,-4.20740384563448,-2.30466286701814,0
XRP,0.00162301054165469,0.00595370609568807,0,0.317309513424534,0,0.153034434790122,0.0284831405065853,0,0,-0.079043251951334,0,0.216496091878085,0,0,-0.0830514304118852
LTC,0.304998321142072,-0.037185640493676,0,0,0,0.0305114537410454,0,0.0137243681627371,0.0179308973301064,0.0044041188914869,0,0,0,0,0.0163841495360625
DASH,0.0191172723865375,-0.095139895724312,0.0498491602770288,0,0,0.240029184923953,-0.000000000000000000867361737988404,-0.337278080333246,0.00404901534751319,0.0167419749270961,0.541908706621102,-0.788844400219523,0,0,0.214232222642871
DOGE,0,-0.0508982437205456,0.145793365856813,0.190700108502086,-0.0607203400331375,0,-0.0934192775606408,0.114046196964034,0.0286700338372464,0.0827572221472898,0.275206358685699,0.272671352067907,0.682659289721942,0,0.0736257682124064
XMR,0,0.320543983542416,0,0,0,-0.464735535894649,0,0.821356941909305,-0.276328128439865,0.119548282055618,0,0,0,0,-0.168416631795784
XLM,0,-0.0000000000000000138777878078145,0.411645998808633,0,-0.281672641546944,0.168543824176395,0,0,0.209264523446305,-0.0188096370301042,0,0,0,0,0.227005320374071
XEM,0,0,0,0,0,0,0,0,0,0.151749717911748,0,0,0,0,0
DGB,0,-0.086917927771553,-0.721185122724897,0.452898160824068,0.49598227658109,0.583083706272725,0,0.472194804025292,0.00842764769035455,0,-2.36984293350734,-0.122879725783656,0,0,0
BV010082.INDEX,0,0,0,0,0.139255713778239,0,-0.0500705488032118,0,0,-0.104595041325875,0,0,0,0,0
CVIX.INDEX,0,0,-0.228861197395079,0,0.052562922981143,0.15909380923384,0.0365879112930374,0.0554296801089421,0.0138330469429659,-0.0251757733968492,0,0,0,0,0.13559158425249
DXY.INDEX,0,0,-0.0687174112496347,0,0,0,0.00140653547777463,-0.012652646997056,0.00718314218217274,0.00807742837860543,0.0554608896177883,0,0,0,0.01493994507078
SPX.INDEX,0,0.00332064060816133,-0.0711224281245664,0,0.00418253082941971,0,0.0097598491571439,0,-0.0109762367805814,-0.00124697779281661,0.0469452708512491,0,0,0,-0.130973254071352
VIX.INDEX,0,0.0564544616159054,0,-0.0123483591414385,0.0634164731647617,0.134521945793612,-0.0380649241335275,0.109372315033439,0,-0.089308207212456,0,0.086759529560412,0,-4.25875088258632,0
