,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,DASH,XMR,XEM,BNB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.00135312235355084,0,0.0880414087734803,0.0103928353043687,0,0,0.0722433309109885,0.137492446298497,0,0,0,0,0.0899065078293968,0.0510160057760708,0,0,0,0,0
ETH,0,0,0.308942409143725,0.0890880913973772,0.0207022395810401,0,0.0466108048791481,0,0.0843029430297536,0.07518682495497,0,0,0,0.146229287594017,0.15812715924705,0,0,0,0,0
XRP,0,0.119056103618509,0,0,0,0,0.111001155210464,0.192931928477702,0.0167323269860506,0,0.115158637430588,0,0.183693284029817,0.0207766685109399,0,0,0,0,0,0
BCH,0,0.175792729561153,0.0164860261207732,0,0.0410944776165569,0,0.139595493471046,0,0.208643380121493,0,0,0,0,0.201090159813488,0,0,0,0,0,0
EOS,0,-0.193041737527552,0.526968714192086,0.477848559605411,0,0,-0.00000000000000000693889390390723,0,0,0.0703919172652622,0,-0.748082545577383,0.353231551177642,0,0.430143500578984,0,0,0,0,0
LTC,0,0,0.284630792366915,0,0,0,0.0862771949177417,0,0.045601645980645,0,0.133564746479703,0.0292960736770913,0.0140096520973362,0.0734339058443771,0,0,0,0,0,0
ADA,0,0.108740607873081,0.291882368120417,0,0.117741727038262,0,0,0,0.080061552740291,0.153415614631059,0.0928793487128239,0,0.104932197172611,0,0,0,0,0,0,0.0360594803229543
XLM,0,0.1517500926865,0,0.0269313405285617,0.156111884040014,0,0.183186857105048,0,0.0683271076807017,0.0288735119214799,0.17130946950018,0,0,0,0.0108379973618279,0,0,0,0,-0.0192377599475149
MIOTA,0,0,0.347165048913174,0.00754642189156379,0,0,0.244477131676553,0.336813382524546,0,0,0.100773118902905,0,0,0,0,0,0,0,0,0.0347251976506659
TRX,0,0,0.131960977134163,0.182667827080212,0.242847361036062,0,0,0.323004620642036,-0.0325179090217149,0,0,0,0,0.0816917021031155,0,0,0,0,0,0
NEO,0,0,0,0,0.00484730339718352,0,0.0294435500200348,0.229821800565482,0.219041629419529,0,0,0,0.0479524859838315,0.180001017618964,0,0,0,0,0,0
DASH,0,0,0.23104528026301,0.0379367024526869,0,0,0,0,0.107280179335748,0,0.150400003567252,0,0.00474802900526319,0.146452111997812,0,0,0,0,0,-0.0558804615810489
XMR,0,0,0.30622521676355,0.10397343525311,0,0,0.114958708898647,0.0847180341479624,0.0730674540748503,0,0,0.0451799695840281,0,0,0,0,0,0,0,0
XEM,0,0.193144994171888,0.170447214758667,0.0297987850653604,0,0,0,0.23433091302052,0,0.0328108205637849,0.125127365857924,0,0,0,0,0,0,0,0,0
BNB,0,0.303497155943472,0.106066676774887,0,0,0.269991067044846,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,-0.026140255352339,0.0677399973623156,0,-0.135261992912254,0.0765270581926428,0.0417399623875483,0,0,0.042666462619463,0,-0.0242303746624771,0,0,0,0,-0.291103301400954
CVIX.INDEX,0,0,0,0,0.0346027750414912,0.0848423944670701,-0.177508872317675,-0.0658645357341663,0.0924501265139358,0.130210755156494,0,-0.153073885911192,0,0.084781884073392,0.0433624257987561,0,0,0,0,0.0843522858640053
DXY.INDEX,0,0,0.0138211858217193,0.00834421287358057,0.00584361730911872,0,0,0,-0.00792415035492609,0,0,0,0,0,0.00480699606650971,0,0,0,0,0.0224376954753956
SPX.INDEX,0,-0.00309482867983458,0.0136801298013173,0.0037427124055813,-0.00445429355177443,0,-0.024854438420816,0.00958579333849878,-0.0268349790961167,0,0,0.0403239809665884,0,0,0.00603172053204579,0,0,0,0,-0.0873204105153421
VIX.INDEX,0,0,0.290291884349057,0,-0.256038087539695,0,0.106543606371865,-0.192576723247819,0.0836833373485944,0,0,0,0,0,-0.175991840790258,-1.10260450190029,0,0,0,0
