,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,TRX,XMR,NEO,DASH,ETC,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.0692896593987343,0.0314006790203724,0,0.137359018301657,0,0.0369205346030767,0.0937271628995393,0.112722588408322,0,0.174033449592209,0.0848098043955739,0,0,0,0,0,0.0326052297702681
ETH,0,0,0.336050559803461,0.139345676105699,0,0,0,0,0.0698896336739377,0.123547967921033,0.0644662463145401,0.0587014188541439,0,0.0903452053488534,0.0218588320505055,0,0,0,0,0
XRP,0,0.205195920400304,0,0,0.0437866120317279,0,0.0416143527618752,0,0.149252403473303,0.0688687734356641,0,0.119526983797519,0,0.045787192043866,0.00316699424400169,0,0,0,0,0
BCH,0.0520194132251814,0,0,0,0.186269424472314,0,0.229358198330166,0.0662012428799853,0.0741984185746049,0.22587266760888,0.0484379315091768,0,0,0.0305518650387586,0,0,0,0,0,0
EOS,0.0951854442443967,0,0,0.153489720060384,0,0.0732446458420493,0.267912084694197,0.26508512178031,0.093797043413425,0.1479649272299,0,0,0,0.0743916427817972,0.218839093621273,0,0,0,0,0.056585597263111
XLM,0,0,0,0,0,0,0,0.47666842863965,0,0.0914764823001277,0.160359687593672,0.149764756232627,0,0,0,0,0,0,0,-0.0255873873829255
LTC,0,0,0.0754005699669899,0.376666640059588,0.00722630592248456,0,0,0,0,0.024961801785346,0,0.0397121045684857,0,0.12438422473992,0.231494461015459,0,0,0,0,0
ADA,0,0,0,0.0545790459968426,0.0365090499307686,0.267229685501819,0,0,0.0000272937067226781,0.20115782010137,0,0.0765435446083009,0,0.00218808601796228,0.186339738994784,0,0,0,0,0
MIOTA,0,0,0,0,0,0.0966398966225296,0.284470479373006,0,0,0.186817055350387,0,0.576434695077127,0,0.0179696301233929,0,0,0,0,0,0.100574473047597
TRX,0,0.341835542638085,0,0.012029547293806,0.326191851906857,0.145635152648434,0.00545573854322074,-0.00000000000000000346944695195361,0,0,0,0,0,0.0541664259005873,0,0,0,0,0,0
XMR,0,0.180145676076922,0,0.18844152491368,0.150159626237009,0.0809350980402328,0,0.110507762123854,0,0,0,0.162531719830898,0,0.105413878472649,0,0,0,0,0,0
NEO,0,0.204829536308629,0,0,0.059903778512,0,0,0,0.405079953204955,0,0,0,0.0650958455718642,0,0.331281228112292,0,0,0,0,0.0718446738046039
DASH,0,0,0,0.1399330479388,0,0,0,0.196324203763963,0,0.00454310965109625,0,0.183892434998405,0,0.0801169305250193,0.0331750171111821,0,0,0,0,-0.080214722407023
ETC,0.1299551906634,0.210399543137603,0,0,0.21646380426165,0,0,0,0.337539635037449,0,0,0,0,0,0.0560264600796051,-0.266835564406494,0.343781431743391,0,0,0
XEM,0,0.201647328118876,0,0,0,0.378621708787181,0,0,0,0,0,0.206157780961541,0,0.087251554675981,0,0,0,0,0,0.0357696056243629
BV010082.INDEX,0,0,-0.0358986397480721,0,0,0.0582673476300096,0,0,0,0,0.0397691287360563,0,0,-0.0602882357874498,0,0,-0.214179685454439,0,0,-0.0411075447398234
CVIX.INDEX,0,0,0,0,0,0,0.166209700009514,-0.108494358013248,-0.107341010131621,0,0.143395239988081,0.184489298658675,-0.261553814183509,0,0,0,0,0,0,0.0671571242163483
DXY.INDEX,0,0.000000000000000000433680868994202,0,0,0,0,0,0,-0.0331914068651603,0.00731035824776124,0.0198807074651559,0,0,0.0252721382578318,-0.00776401244586594,-0.000428965084431093,0.107236312474732,0,0,0.00584442103284227
SPX.INDEX,0,0,0,0,0,0.00647880868527064,0,0.0107883856196059,-0.0304378275285377,0,0.00672947677894565,0.00282896053512393,0,0,0,0,0,0,0,-0.0580844080633754
VIX.INDEX,0.224494494765474,0,0,0,-0.263954463093361,-0.185301843501891,0,0,-0.165108221861267,0,0,0,0,0,0.375113347168029,0,0.530331635459948,0,-5.09391835458063,0
