,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0518702538651467,0.143165879702189,0.0802917299211305,-0.0225393552365877,0.0584772068537286,0.0157463442952823,0.024737837343397,0.0294846326033075,0,0.172039181699725,0,0,-0.0876626119699659
XRP,0.693155817354123,0,0.146998805206388,0.123290929466777,0.245079440712917,0.260742921758506,0.0954285306474542,-0.3396792045134,-0.120108298497947,0,0.332450719795127,0,0,0.146108793596701
LTC,0.850211975258481,0,0,0.0906562638455599,0,0,0.142151563240087,0.0991214724536303,0,0,-0.118517163627516,0,0,0.218380678565059
DOGE,0,0,0.196431618162913,0,0.394974801437152,0,0.211874635144864,0.24688473541641,0.0868922432068647,0,0.464227414980833,0,0,0
XLM,1.49675613816714,0.386525341253399,0.110933110719364,0.155386662827653,0,-0.308949059065445,-0.307839051171486,0,-0.285954699744472,-0.600210959853975,0,0,0,-0.200572018399096
DASH,0,0,0.111338439895876,0,0.0822596024354888,0,0,0,0,0,0,0,0,-0.175591679903528
XMR,0,0,0.222210952441613,0.116685590461667,0,-0.244745636052058,0,0,0,0,0,0,0,-0.328895209498984
XEM,0,-0.439896340873574,0.151691598571163,0.388919494681889,0.260603642711936,0.474226683857862,0.124455206624158,0,-0.133001835913484,-1.05347352575306,0.206015980708635,1.4188997713024,0,0
DGB,0,-0.0731617195847508,0.0651067929621877,0.16869103164916,-0.136172146287729,0.0705026296100205,0.296073973754857,0.152954686963817,0,0,-0.419239875408785,0,0,0.236925101957836
BV010082.INDEX,0.106872143208404,-0.0254582519719954,-0.0464534905770847,-0.0454515544725925,0.0121420416755238,0.0200892792814749,0,0.0269347669914256,-0.0441231412746928,0,0.0558833108489078,0,0,0.0590576790688657
CVIX.INDEX,0,-0.0402056495674021,0,-0.00892434348813956,0.115406455918193,0,0,-0.0429081590866739,0,0.790515755889379,0,0.0958557486888497,0,0.153921651746722
DXY.INDEX,-0.0761541611901177,0,-0.0342240644572371,0.0401707511577489,0.0283980986504126,0.00197669103478717,0,0.0134459634518776,-0.011198058300364,0,0.119264775221293,0,0,-0.018496440708414
SPX.INDEX,0,0.0165841402037368,-0.0106627424799086,0.0182525824678649,-0.0037776394897215,0.000545502657914798,-0.00316569097803419,0,0.014271027564461,-0.0486164727844619,0.00610692948125048,0,0,-0.0906264189779219
VIX.INDEX,0,0,-0.123260742901662,0.184449740389669,0,0.0157578504105403,-0.281469078509179,0,0.240252546009114,0,0,0,-7.33350770320358,0
