,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XEM,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.00370591692201353,-0.0154651628034892,0.761572805068359,0.0606208896986674,-0.0324464990798736,0.0202235214555022,0,0,0.00662055972384133,0,0,0,0,0.014135059221811
ETH,-0.907751315297718,0,0.446811081716907,0,0.0512587036790977,0,0.309703629796232,0.204201352327624,-0.654772024109633,-0.036808341994701,0,1.20208710535961,0,0,0.338758289299974
XRP,0.152397379445941,0.0240855642676701,0,0,0.0493009435088216,0.0479803570610647,0.0552649442281937,0,0,0.039553594721589,0,0,0,0,0
LTC,0.55481594102977,0.00865839132184339,0.114306711050519,0,-0.0136706098508513,0.0223498221636249,0.00379751895486447,0.025196295707442,0.0344843118550998,0,0,0,0,0,-0.0371895896612102
DASH,1.02192512589191,-0.0748589186220156,0.19515702749199,0,0,0,-0.196481546095184,-0.0595689490434596,-0.176084435034272,0.171363570410098,0.899302537710262,-0.656600279631464,-0.998709638608495,0,0.385028313714662
DOGE,0,0.285048718777957,0,1.21608196779185,0.252762666330568,0,0.138696562268358,0.065518151619692,0.596692690870149,-0.138629700577856,0,0,0,0,0.146407010911939
XMR,0,0.268896369758178,0,0,0,-0.170980878108004,0,-0.335370288635598,0.818132514236601,0.199069374358359,0,0,0,0,-0.188367887168716
XEM,-1.94860687445085,0.0697450802376789,-0.0800721763918884,2.56444947756226,0.23342733502847,-0.0498928716389216,0,0,0.0851963243352825,0.0702137866460405,1.73374201196173,0.50797620746428,0,0,-0.293118909783144
XLM,0,-0.193026878857338,0.375650736242541,0.317309843164669,-0.366364956404802,0.251888290942105,0,0.102187736478952,0,0.0460410965325673,0,0.480546568879717,0,0,0.0831966296899342
DGB,0.0000000000000000277555756156289,0.284360454561487,0,1.65681198651329,0.259580233322013,0,0,0.0180950997628038,0.804781899823012,0,0,0.537595979024643,0,0,0
BV010082.INDEX,0,0,0,0,0.0402530262695974,0.0371417170071998,0,0,0,-0.125645974858695,0,0.0164101472148131,0,0,-0.110967915653958
CVIX.INDEX,0,0.00000000000000000173472347597681,-0.105521534280082,-0.02202261505105,0,-0.00911620507648987,0.0295461905443184,0,0.0467431508008692,-0.0254883969674133,0,0,0,0,0.175892996549109
DXY.INDEX,-0.130149555220341,0.00597959913761967,-0.0607075031651548,0.116077996067063,-0.0142271115619819,0.01370635827574,0.0113189019992544,0.00903557962001316,-0.0241251735722541,0.014281944488126,0.0819102756204362,0.0054449209353298,0,0,0.015504415370953
SPX.INDEX,0,0.0105206040633166,-0.0458641861932721,0,0.00482354339500082,-0.00280876460955546,0,0,0.0360605592596014,-0.00861405245991549,0,-0.0576786984137494,0,0,-0.124324561859081
VIX.INDEX,0,-0.0440988508440268,0,-0.232571752214139,0.13594084816267,0,-0.0575131317301619,-0.0397621266589098,0.264850101587083,-0.0897618056075207,0,0,0,-3.02991380249512,0
