,BTC,LTC,XRP,ETH,DOGE,DASH,XLM,XMR,DGB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.219323362849007,0.315890107768042,0,0,0.0929753803755687,0.0430583999653553,0.0622827591228106,0.027925247529257,0.0391375228787951,0,0,0,0,0
LTC,0.733879758421612,0,0.197195829950068,0.0989377350769062,0.10389329127132,0,0,-0.225506714285157,0.0270284827504211,0.0181191588960187,0,0,0,0,-0.0861909432805544
XRP,0,0,0,0,0.371149856355293,0.175669177648261,0.242029531910907,0.0031999760753897,0.0626584180031709,0.0508309964063866,-0.389826738283022,-0.400139832273463,0,0,0.187035260759478
ETH,0,0.809798796805936,0,0,-0.168177441731652,0.164336953436747,0.573078348976078,0.000000000000000000433680868994202,-0.00119122710202764,-0.291962464390093,0,0,0,0,0
DOGE,0.280510673448091,0.179379716866888,0,0,0,0.189424139892398,0,0,0.0179081577177485,0.061331265416051,0,0,0,0,-0.00675634744874327
DASH,0,0.612290732119375,-0.104643726294877,0.00010245018863346,0.184756307212729,0,-0.326371467312486,0,0.00986394008594646,0.00667590343667877,0,0.0212926848788793,0,0,0
XLM,0,0.0146571151561331,-0.254628711345199,0.0834660061209497,0,0,0,0.231366595172406,0,0.124983930652501,0,0,0,0,-0.255412706980415
XMR,0.116289645912456,0.226191424812474,0.0309680294159264,-0.0181646709728628,0.302360639143505,0,0,0,0.0159269974334035,0,-0.916512619987493,-0.255468306681965,0,0,-0.246579747966018
DGB,0,-0.761731878423301,0,0.0197861119588181,1.38917902539417,-0.131455721034147,0.884724378949901,0,0,0.289019001405146,0,0,0,0,0
XEM,-0.337367129830173,0.415249563736654,-0.124038692856752,0.0571887108225488,1.0567661208638,-0.0752462832432973,0.713428820575922,0.253426140703391,0.113282493891124,0,0.585380168531542,0.629758031964606,0,-4.85678518897293,0
BV010082.INDEX,0,0,0.0466101321123774,-0.0129730296948441,0,0.041919580062585,0,0.0468495844223736,-0.015487698012463,0.0146573873328684,0,0,0,0,0.0102324237109792
CVIX.INDEX,0.155335251498451,0.0897405637033786,-0.0283396201710455,0.0385871182066123,-0.285388604603815,-0.00703243230540189,-0.268597547676531,-0.177731663459652,0,0.0834984071802912,0,0,0.434672125392051,0,0.0465217555998443
DXY.INDEX,0,0.0140278778567271,-0.0380134254475822,0.00633748749985457,-0.00497587320183598,0,0,0.0196955351595647,-0.013462997925897,-0.0011857006064935,0.125767204824548,0.0137183240422417,0,0,-0.0181358739962708
SPX.INDEX,0,0,0,-0.0000000000000000000135525271560688,0,0.007814089166434,0,0,0.0033703268613739,0,0,0,0,0,-0.0742035672494252
VIX.INDEX,0,-0.165945719070304,-0.177696767135521,0.164791666463941,0,0,-0.128337732987164,-0.223237803890575,0.124407351096134,0.154592883198122,0,-0.370482069041148,-0.529230602386273,-3.99463997351803,0
