,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0482628409536388,0,0.222763753934781,0,0.0215952886498159,-0.0179158294921414,0,0,0,0,0.00562316708359857,-0.0416298551316141,0,0,0,0,0.00652734146012553
ETH,0.473240673011799,0,0,0,0.106365334819717,0.171482626974579,0.314561545064981,-0.0350145447687919,0,0.125462346658884,0.00936499069179173,0.0374145016142106,-0.000000000000000000433680868994202,0.80308978936024,-0.0804903687387001,0,0,0.0929509000742984
XRP,0.138607772159255,0,0,0,-0.0249003667941026,0.0181302856615203,0,0.112917515011141,0,0.404636888444635,-0.147881453019219,-0.0286032767478951,-0.189493103565269,-0.225668012118551,0,0,0,0.20223761178166
LTC,0.537130542344041,0,0,0,-0.110811874563372,0.031779410815747,0.0347076280128973,0.0244677078016867,0,0,0,-0.00783560344255525,0,0,0,0,0,-0.0000000000000000000542101086242752
XMR,0,0.515224916127259,0.171052117242053,-1.33284797280454,0,0.141188755917121,0,0.0836165642937441,0,0,-0.0966486922097776,-0.041152471321419,-0.129015333533977,-0.106564951034271,0,0,0,0
ETC,0,0,0.117772662728096,0,0,0,0,-0.0189501112920431,0,0,-0.0481282206083124,0.0246169474723968,0,0,0,0,0,-0.0874667299509922
DASH,0,0,0.0190485636956521,0,0.0410749628737806,0,0,0.0221335398706347,0,0,-0.0720211398124865,-0.0979792008342243,0,0,0,0,0,-0.102133185690209
XEM,0,0.206992331969249,0.173144383422066,0,0.236389204980488,0.160069236154732,-0.699565493092079,0,0,0,-0.0619371575901289,-0.0824345178353922,-0.153089389018052,0,-0.523360199271118,0,0,-0.00000000000000000173472347597681
DOGE,0,0.0636281469092766,0.124396606023291,0,-0.13707546544659,0,-0.028856667123192,0,0,0,0.028630877752576,-0.0174010717708011,-0.0118731013018604,-0.177510101632961,0,0,0,0.0191578770281379
XLM,0,-0.0365114789988985,0.559379153863679,0,0.0914092473967799,0.252056986011816,-0.204664110732487,-0.245278967570971,0,0,0.0304981767935425,-0.0574761891072886,0.0897325086999813,0.0827766395132636,0.312291235237124,0,0,0.0693468882767039
NEO,0,1.08891650314452,-2.20078956313021,0,-0.842320987116155,0,0,-0.0961029620285284,0.57837053367139,0.795676327049207,0,-0.0953156083496151,-1.09143495049242,0,0,0,0,0.601127180618013
ZEC,0,0,0,0,0.346774384847238,0,-6.57032792626213,0,0,0,-0.512089965478902,0,-0.702725776481513,0,0,0,0,-0.707340351438698
DGB,-0.194448161576524,-0.101190879319232,-0.197479721711897,0,-0.287129382051695,-0.212174623634099,0.307286400445059,0.114196020720447,0.097117513858531,0.276121074124532,-0.106483690839604,0,0,0,-0.140207268911465,0,0,0
BV010082.INDEX,0,0.0674394744321138,-0.122846246555112,0,-0.00000000000000000346944695195361,-0.11880214709015,0.141752565483333,0,-0.197691098907856,0.085255902917443,0.0122586658046885,0.00758742323574923,0,0,0,0,0,-0.0228017996366377
CVIX.INDEX,0,0,-0.223324834037109,0,0,-0.202545662587001,0.182512197827878,-0.0985672249296543,0,0.115935063867557,-0.0346716654275633,-0.014482928684594,0,0,0,0,0,0.183054572599466
DXY.INDEX,0,-0.011326800319221,0.00446897352407735,0.0454650913443475,0.0198661710390564,0.0128347016365615,0.0127505105862286,0,0,0.00497166266042046,0.00710043445082959,0.00304584850491922,0.0089439312758578,0.152760113802113,-0.00935201132136929,0,0,0
SPX.INDEX,0,0,0.0250309561019756,0.0282570844199939,0,0,0,0,0.0337629154200891,0.00267970730240078,-0.00155217799403646,-0.00175995005806274,0.00292175311407316,0,-0.0103128438587379,0,0,-0.0505981510246768
VIX.INDEX,0,0.0394501995830497,0,0,-0.0921847641883824,-0.198581795390062,0,0.279852558224345,0,-0.118784742204672,-0.0230936043292545,0.0409905581858349,0.0835227230813206,0,0.968520321455939,0,-3.53787858157026,0
