,BTC,ETH,XRP,XEM,ETC,LTC,DASH,XMR,DGB,XLM,DOGE,ZEC,BAT,NEO,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0259512675252694,0,0,0.102449435593254,0,0.144082463895617,0.0273876491588738,0,0.0040711725118705,0,0,0,0,0,0,0,0
ETH,0,0,-0.0117192059432256,-0.0385912306157686,0.233651493570258,0,0,0.112429953175703,0.0197348561034299,0,0.0737115395017503,-0.0744100542004674,0,0,0,0,0,0,-0.00396508014984064
XRP,0,0,0,0,-0.634391698708631,0,0.134586893361116,0.313472523852401,-0.0482041865777844,0.311664086549863,0.161272646955975,0,0,0.0798399884363129,0,0,0,0,0
XEM,0.072866319252591,-0.160424717487893,-0.0756616162534111,0,-0.556803283885995,0.106278608041921,0.136224970452802,0.12376571392644,-0.00317701953332101,0.039612460982386,0.0372362048685244,0,0,0.445585361530152,0,0,0,0,0
ETC,0,0.309276417637783,-0.105989523989748,0,0,0.0349193629619971,0.0619745568289302,0,-0.0478556293614779,0.00000000000000000173472347597681,0.0310722332804673,0,0,0.178003010628829,0,0,0,0,0.0504956261093062
LTC,0.506723827702935,-0.0412281646964464,0.0039046730431315,0.129007803511858,0,0,0.246403419269056,0.189382874330247,0.039837500820231,0,0.102859161009177,-0.107061971785338,0,0.240578962389607,0,0,0,0,0.167717895849153
DASH,0.369839347559227,0.18862022573476,-0.120463277178086,0.114829537784742,0,0.322103977898684,0,0.131283119325905,0.0584419393233257,0.112058985156308,-0.144507365864389,0.21902797276707,0,0,0,0.355489880785741,0,0,0
XMR,0,0,0,0.189950068419316,-0.11918442839077,0,0.447192553967623,0,0,0.0892525601424584,0,0,0,-0.129168442016775,0,0,0,0,0
DGB,0,0,0.00755915064257884,-0.117105162498022,-0.794427488405236,-0.0681455294712142,0,0.550751465345465,0,-0.000000000000000000433680868994202,0.222894484964553,-0.263973447029346,0,0.636649345729789,0,0,0,0,0
XLM,0,0,0.460577099928666,0.0614095586940745,0.214922316801461,0,0,0.293709421058148,0.104120367377377,0,0,-0.137770372051479,0,0.0402239148113538,0,0,0,0,0
DOGE,0,0,0,0.0100117321591181,0,0.296726698962025,0,0,0.0133079084572103,0.254227636539091,0,0.296505832265549,0,0.110789701846578,0,0,0,0,0.457516876072185
ZEC,0,0,0,0.0335833971003795,0,-0.0238398320006215,0.0634316655232394,0.0990164676640458,0,-0.0444728005264573,0.213823952361922,0,0,0.0813571881512223,0,0,0,0,0.0220451322174283
BAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0.0810734093125533,0.152030440760541,0.415101284775878,0,0.0851888550331205,0.117873272318817,-0.0388505235329984,0,0.363484635537619,0,0,0,0,0,0,0
BV010082.INDEX,0,-0.0403944619928707,0,-0.00358720475194257,0.0498585471284802,-0.0100216960548585,-0.0143900079959848,0,0.00809102551266529,0.0165397411316026,-0.00627657404828083,0.016274439917719,0,0.0128553337260469,0,0,0,0,-0.0583263441165436
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0.0376707934459924,0,0,0,0,0,0,0,0
DXY.INDEX,0,0.00442715479003578,0.00123215733067007,-0.0152952423654343,0.021246941370325,-0.00330654568137875,0,0,-0.00297543885639389,0.00745506523781162,-0.00694468155930789,0,0,-0.00372772686217614,0,-0.00326939099644116,0,0,0.0123889732467031
SPX.INDEX,0,0.00468968513627217,0.000438768690335658,-0.00711353546115616,0,0,0,0.00180790761329252,0.00487931252617019,0.00337558623688361,-0.00120255974934997,0,0,0,0.0120649786195623,0,0,0,-0.0295693213902882
VIX.INDEX,0,-0.0748934078139246,0.0662333728065029,-0.0303168706725689,0.0936053553468237,-0.0373389051014007,0.237381758560063,-0.144635984199769,-0.0779149113742203,0.0350598928595037,0,0,0,-0.0448594783864631,-0.963877288770771,0,0,0,0
