,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0419718949519802,0.014393991514295,0.323367375106236,0.0532871405269373,0.0489577324569913,-0.0757906938649905,0,0,0,0.0218543773814542,0.00631132767705275,0,0,0,0,0,0.00000000000000000010842021724855
ETH,0,0,0.0572460951378816,0,0.121043764581505,0.173133197701568,0,-0.0666874258250268,0.034800463695538,0.111666410616957,0.0174755391255246,-0.0542171687531698,0.0275821243083244,0.752045291211843,-0.140755771003787,0,0,0.111566743627779
XRP,0,-0.28283071398341,0,0,0,0,0,0.0370226541367154,0,0.401290447434395,-0.11577307318344,-0.0489560200781772,0,0,0,0,0,0.020088738686036
LTC,0.622594349908201,-0.0587232411058807,0,0,-0.0193476421575896,0.0552770557267395,0,0.000000000000000000867361737988404,0,0,0.0200110331912354,-0.00197111341992444,0.0165481544950542,0,0.0508811431001033,0,0,0.014698892646017
XMR,0,1.01277952874409,-0.0961542848959973,0,0,0.121574295048879,0,0,-0.591574041597043,0.158820291915238,-0.0632266378055405,-0.0651725089142865,-0.186019883896274,0,0,0,0,-0.0957846799459813
ETC,0,0,0.119770218072466,0,0,0,0,-0.00993560030740841,0,0,-0.0565319907406056,0.0244072330711893,0,0,0,0,0,-0.0243448200186039
DASH,0,0,0.0330237216461502,0,0.156141726409961,0,0,0,0,0,-0.0468412880447706,-0.0931714570769149,0,0,0,0,0,-0.0854398375685013
XEM,0,0.0724939652813126,0.185868115006142,0,0.234821937072489,0.15599620253478,-0.436620605828085,0,0.0780444438484434,-0.0572110800283051,-0.0271455395809492,-0.0516121674410183,-0.187869189653254,0,-0.490817939977657,0,0,0
DOGE,0,0.130899068888723,0.0586132010830636,0,-0.168028519936305,0.0470257938333253,-0.0276555100554902,0.0258710396061346,0,0,0.0237095162805811,-0.0141271584303962,0,-0.320455286484103,-0.0904035621913988,0,0,0.0306753278111231
XLM,0,0,0.564938763224612,0,0,0.23236341290432,-0.0494059727399187,-0.229299844841254,0,0,0.0329451615887283,-0.0472237246328917,0.206306143738192,0.127261694580909,0.234836060670601,0,0,0.0762128503139496
NEO,0,0.535371025892989,0,0,-0.215044367496185,0,-2.78956111940454,0,1.61537646073601,0.0407004235499689,0,0,0,0,1.28752314425976,0,0,-0.369660542693466
ZEC,0,0,0.277847208102865,0,0.192537798455023,0,-6.9325986160641,0,0,0.107877905215393,-0.516168138367238,0,-0.133895176145612,0.448813919572677,-0.194585868959859,0,0,-1.00603103254986
DGB,0,0,0,0,-0.215897742753801,-0.224209690760838,0,0,0,0.152671867221553,-0.104181270097317,0,0,0,0,0,0,-0.0696029589371642
BV010082.INDEX,0,0.045302747933395,-0.116160168523465,0,0,-0.0557272223447145,0.0615190003417759,-0.0134221437020476,-0.260656018464497,0.0678275358811557,0.0141211972561912,0.00835889867569549,0,0,0,0,0,-0.0060349429541506
CVIX.INDEX,-0.0106765563276797,0,-0.053065302392451,0,0,-0.184516389186706,0.145857404254225,-0.141284050623521,0,0.0900479871887069,-0.00876690823385251,-0.0057265955396587,0.0374849695070565,0,0,0,0,0.104474016312035
DXY.INDEX,0,0.00118562811185484,0,0.021419432752576,0.00594622796482737,0.0121421689047934,0.0176452755579791,0.000876337506908737,0,0.0100744894630749,0.00745316939340096,0.00254359812746578,0.0106852206677804,0.0953781997653057,0,0,0,-0.00110809675682992
SPX.INDEX,0,0,0.0127702469378662,0,-0.0175974529921168,-0.00442950382888114,0,0.01112398797476,0,-0.0114382764413854,-0.00812596384451702,-0.00396153354988523,0,0,0,0,0,-0.0719873655815507
VIX.INDEX,0,0,0.121830492422363,0,-0.20824332682611,-0.249849632874943,0,0,0,-0.106125244321282,0.00621728119450288,-0.063154720656085,0,0,0.433849510097175,0,-4.65718981342119,0
