,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.031703169356664,0.297247443188186,0.0240479200639435,0.1687732949684,-0.0728496574229741,0.0831061398785122,0.0859098895468616,0.0204483628396371,0.0339077132310934,-0.135584216071283,0,0,0,0
XRP,0,0,0,-0.0430206159221684,0.206376864357199,0.298494198461467,0.206983826255717,-0.260379381065317,0.026416165217163,0.0418338697116512,0,0.67643720092289,-1.94723709015294,0,-0.326401498186892
LTC,0,0,0,0.0124073432598569,0,0.298030572947767,0,0.219868568039943,0.025708131828852,0.101495124570291,0,0,0,0,-0.0169949921060231
ETH,-0.336514626641899,-0.101262105371872,-1.25640962130339,0,0,1.15729144763808,0.289850745515093,0.540979592394568,-0.03823180788411,-0.302571803449863,0.0101559188286449,-0.102550383373018,4.2412333744778,0,-0.0437403023640765
DASH,0.414763751456721,0,0.179607662509627,-0.0458239475352342,0,0.112908848524222,0.0858024984606759,0.0631394409986954,0.00631075585043247,-0.0376679093851437,0,0.156107834338155,0,0,0
DOGE,0,0.122992288497923,0.227235318228008,-0.093509901920438,0,0,0,0.168632306388476,0,-0.0698015080708903,0,0,0,0,-0.0361410439081751
XLM,0,0,0,0,0,0,0,0,-0.0554694394078056,0,0,0,0,0,0.0492049228770161
XMR,1.68909236229012,0,0.0173294687313654,0,0.236162091152991,0,0.124418414722486,0,0.0214294023371861,-0.0694690615123691,0,0,0,0,0.0332667408207446
DGB,0,0,0,0,0,0,0.266026769564539,0,0,0.26062339667709,0,0,0,0,0
XEM,2.60844194973677,0.362919238809818,-1.08215593401288,-0.14754805512517,0.932504757761748,0,0.112575956287642,-0.981331993755774,0.0129875619502868,0,0,0.190195379070568,7.73398823260586,0.625637606439388,0.245993979747123
BV010082.INDEX,0,0,0,-0.0603474487914952,0,0,0,-0.0229885331488184,0,0.0681874528086822,0,0,0,0,0
CVIX.INDEX,0,0,0.314912174922082,-0.00862583282626296,0.100689941872544,0,-0.0992437767482688,-0.19135139381431,-0.0101322810463693,0.0293136123500918,0.0471628804607384,0,0,0.157611552979361,0.101367813508259
DXY.INDEX,0,-0.0161743576802066,0,0.0151318419431662,-0.0128981621373024,-0.034127770418346,-0.010415804079806,0.0103168191027717,-0.00193084903428889,0.0227596087516654,0.0225354238758292,0,0,0,-0.0307132745979151
SPX.INDEX,0,-0.0331876678975084,0,-0.0373522567180417,0,0,-0.0413468011809084,-0.0124198709558439,0,0.0000000000000000000271050543121376,0,0,0,0,-0.114675143873177
VIX.INDEX,0,-0.341521227113371,0.559588081118937,0,-0.33931035160763,0,0,0,-0.105568125576167,-0.0357111852292103,0.105361086337543,0.622852746671123,0,-3.37873313151662,0
