,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0175915666144073,0.12545319956899,0.107000147440178,0,0.113878360473276,0.0794538329379424,0.0336080352002835,-0.0221218233877993,0,0,0,0,-0.0306010075725175
XRP,0.62012830281007,0,0.0881259872569359,0.15115164513342,0.074006740688246,0.18674298057109,-0.106976827663076,-0.0421008871265942,-0.137393095477139,0,0.152898575762201,1.02197452073987,-3.57549483805013,-0.237963858983555
LTC,0.416584435983534,0.0878540469434349,0,0.10915814777473,0,0,0,0.0574781378674959,-0.0316951419263122,0,0,0,0,0.0685796383220315
DOGE,0.251796099673447,-0.102197562076688,0.181379785506313,0,0.104866246342185,0.0934367833095409,0.0843824092755803,0.0853381162082331,-0.042566635966823,0,0,0,0,-0.0740535988007076
XLM,0.565242999090798,0.060106630020695,0.539758833670968,0,0,-0.152660521206999,-0.425437035353732,-0.0589506983153255,-0.00535579461327502,0,-0.0882803185219754,0,0,-0.397211308705116
DASH,0.53958214505846,0,0.347992142213282,0.00880359201492578,0,0,-0.0498461983737172,0.0173929213983242,0,0,0,0,0,0
XMR,0,0.433100518824213,0.181523708941923,0.418196301667958,0,-0.177437187558743,0,-0.0711314502344491,-0.000000000000000000867361737988404,0,0,0,0,-0.562027180988579
XEM,0,0,0.19945751169406,0.964556594635838,0,0.373361163267929,-0.537114861256809,0,0,0,-0.438652826139556,0,0,-0.50568979066896
DGB,0,0.123480807504752,0.224116532305521,0.281140615473618,-0.0460119010244209,0.202453535781665,0.294967742182284,0.069499468159443,0,1.47564856769038,0,0,0,0
BV010082.INDEX,0,-0.0226518721347974,0.00901805762258716,-0.0319984266002352,0.061031692234735,0.0478661668318011,0,-0.0341546021152786,0.0399190263826333,0,0.00711206389993866,0.571383227712148,0,0.0591665463975351
CVIX.INDEX,0,-0.0691415694682146,0,0,0,0,0,0,0.0599432832571017,0,0,0,0,0.0978278640311339
DXY.INDEX,0,0,-0.0466603344867777,0,0.0200143583231035,0.0267031512315234,0,-0.0166553915193012,-0.0142676278493554,0.164429360881636,0.0646714707790152,0,0,0
SPX.INDEX,0,0,-0.00191175918354824,0.0102244947185415,0,-0.00538436177416212,-0.016005383958204,-0.0072499300890147,0,0,0.0135530568913281,0,0,-0.0916376958828259
VIX.INDEX,0,0,-0.103641763143899,0.160528017113961,0,-0.0346616419438488,-0.279420026830174,-0.0127348503714693,-0.0255387054098236,0,0.037494424084549,0,-5.11627171016427,0
