,BTC,ETH,XRP,ETC,XEM,LTC,DASH,XMR,ZEC,XLM,DOGE,DGB,BAT,NEO,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0263064034560726,0.0249418150778534,-0.098715622324902,0,0.0960209423244252,0.0680098252987206,0.141509287871026,0.0546684275078706,-0.0222227836413308,0.0485153090426873,0.0389762144245656,0.0464572894504199,0,0,-0.239200904497158,0,0,0
ETH,0,0,-0.0220750893096438,0.126661123420679,-0.0248994498030812,0,0.0137406801329371,0.130963277173503,0,-0.037963390710346,0.152477924806299,0,0,0,0,0,0,0,0.134626599112376
XRP,0,-0.226208585685381,0,-0.309272616357092,0.0111237259580162,0,0.465872586287503,0.125063510594751,0.0289653447612468,0.308806725731892,0,0,0,0,0,0,0,0,0
ETC,0,0,-0.235203531959311,0,0.124199701986738,0.0131891341622468,0.0895770779934014,0,0.0697987234617138,0.0287514753568406,0,-0.0292987603616989,0,0.175078029589988,0,0,0,0,0.137098018354061
XEM,0.462780006413253,0,0.104518520687942,-0.330900785442346,0,0.0667617291409148,0,0.0948365690347909,0.00750427541378123,0,0.122657855145565,-0.0368591744476339,0,0.274149350178623,0,0,0,0,0
LTC,0.506162295590456,-0.0324943012098066,0,0,0.114975783643467,0,0.143858779247715,0.17325802287862,-0.0946351747944225,0,0.122557572118368,0,0,0.226025352374649,0,0,0,0,0.0531103386422292
DASH,0,0.0298193079077678,0.0703971270025006,0,0,0.0825779624255865,0,0.334747493349968,0.0399578956222556,0.0608516589378289,0,-0.0123582980338807,0,0.000000000000000000216840434497101,0,0,0,0,0
XMR,0,0,0,-0.04255655918382,0.152091678078674,0.0185780167263578,0.458356146545613,0,0.075132544514045,0.0772360448582729,0,0.0251507645453698,0,-0.147018223437553,0,0,0,0,0
ZEC,0,0.122544763067577,0,0,0,0,0,0,0,0,0.207865921275499,0.0121454852134409,0,0.0567856525482928,0,0,0,0,0
XLM,-0.586661217211946,-0.0801187817478579,0.702552773319166,0.294833843238028,0.00319114763515639,-0.226343923429581,0.154149818374173,0.425297608498441,-0.213242279572907,0,0.138719897027155,0,0,0,0,0,0,0,0
DOGE,0.143400402639177,0,-0.074767793599536,0,0.301597636050714,0.0345065435910524,0.149457842106686,-0.00000000000000000346944695195361,0.198427824805418,0.187672339264607,0,0.0512034539582755,0,0.154522857378374,0,0,0,0,0.0614663492038619
DGB,0,-0.3146503954829,0.53055721319701,-0.305712594485107,-0.100917400863948,0,0,0.26268891174874,-0.275387856711652,-0.347198567232249,0.611999666215161,0,0.378858778011103,0.282914075842717,0,0,0,0,-0.0659086949779494
BAT,-0.537209773278485,0,0.127452046051732,0,0.166785741297011,0.159900858233446,-0.225789614861976,0,0,-0.037570332953487,0.0963601222230434,0.0366028575112747,0,0,0,0,0,0,-0.157315674873536
NEO,0,0,0,0.137808810283038,0.0584415776435226,0.439343337144876,0.0594761034801638,0,0.361097107889552,-0.0241763273302244,0,0.122454205019429,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,-0.00780202431797776,0,0,0,0,0,0,0.0105858066683031,0,0,0,0,0,0,-0.0475250270757902
CVIX.INDEX,0,0,0,0,0,-0.0325268919335989,0,0.0600740206643152,0.0456122635412638,0,0.00651920276655696,0.0258821063599808,0,0,0,0,0,0,0.164305124513584
DXY.INDEX,0,0.0235133652661946,0.00881247018802004,0.0111508797011715,-0.0120961246206951,-0.00198962068116646,0,0.00395381443791511,0,0.00570036958235504,-0.00517593485828062,-0.00244923652601042,0,-0.00485870365102861,0,-0.0060121086774639,0,0,0.010067142011195
SPX.INDEX,0.0036449165680068,0.00129506912880312,0.0041711913203502,0.00541208217848317,-0.00775581894833953,0,0,0.00505484928525576,-0.000632014877279764,0.00235936078656006,-0.000950553816430551,0.00405286499133366,0,-0.0033215452638249,0.0233614451844881,0,0,0,-0.0300979601501633
VIX.INDEX,0,0,0.134696924801325,0.163047452158938,-0.207663640299385,0,0.201429398997724,-0.180101747301287,0.010218766778891,0.04859373002923,0.142071218250101,-0.218072425857254,0,-0.122011029824755,-0.812973647336197,0,0,0,0
