,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.099772135902686,0,0.0915564270916579,0.0292264771919248,0.0186398823572186,0,0,0,0.0117089940797556,0.019581313879932,-0.0976956112798271,0,0,0,-0.0424739749674734
ETH,0.199939096223807,0,0,0.137696538218584,0.042000156502469,0.0248582150014969,0,-0.0965344798901949,-0.00000000000000000346944695195361,0.0257650580378019,-0.034167439662373,0.437758307380197,0.0418773642287405,0,0,0.0317593617259676
XRP,0,-0.206070075434007,0,0,-0.0704767513072121,0.0524624353432797,0.184834475832933,0.192156489865741,0.174507728010678,0.435149024798971,0.157077432568739,-0.37967948193612,0,0,0,0.17596618091679
LTC,0.513412318738928,0,0,0,0.0835001478196782,0.00756363729521728,0,0,0.061341097192969,0.0153662449957662,-0.0162508074462465,0,0.0890765489002356,0,0,0.0114198916524124
ETC,0,0,0.176671585930592,0.298907424211854,0,-0.0834970853322988,0.320469679637469,-0.432301643554868,-0.815156901927034,0.0662856282186085,0,0,0,0,0,-0.249845840941897
XMR,0,0.791774684881146,-0.0215417004100254,0,0,0,0.495382771047249,0,0,0,0,0,0,0,0,0
DASH,0,-0.18588980676084,0,0,0,0.0263603448276615,0,0.104954166696881,-0.0473130990248706,0,-0.157471359750178,0,0,0,0,-0.13141619233293
XEM,0,0.21158579034592,0,-0.658516310753721,0,0,0.306582742506861,0,-0.0258472453421315,0,0.122794565991649,0,-0.573443466506339,0,0,-0.0175274158016729
DOGE,0,0.155239550499097,0.135661216414018,0,-0.229842429312971,-0.0750137346937187,0.169276189566421,-0.195179102937207,0,0,-0.0648277424410506,-0.422013009484659,0.196059763277299,0,2.62738583668496,0.125272098971628
XLM,0,-0.0146078503356719,0.500708561740775,0,-0.0367955557915811,0.00870147705233428,0,-0.0354489348721421,0,0,0,0.346174138993151,0.599978751105564,0,0,0
DGB,0,0,0.239709060280529,0,-0.134556641642566,-0.0069877585328297,-0.382631065534122,0,0,0,0,0,0.704372793213101,0,0,0
BV010082.INDEX,0,0.0492269327964444,-0.0451678134140881,-0.0857750825615933,-0.0612430398181028,0.037422594114466,-0.0732712479335239,-0.0348848681988632,-0.159267860893379,0,0,0,0.238450679980272,0,0,0.0264357600533709
CVIX.INDEX,-0.36545161916263,0.0974741368840712,0.0227516624671395,0.124778526492893,-0.0804925579399452,-0.0146530158692879,0.0732220584092387,0.0615128317030048,0.0000682114046536174,0.0656722863108845,0.0625084968236524,-0.310480147475277,0,0,0,0.125850066722222
DXY.INDEX,0,0.00699008892133539,0.00790199678736041,0,0,0.00212456618285013,0,-0.015907633807774,0.00309299970201376,0.00706648120377042,-0.00201199976688581,0.126502622546856,0,0,0,-0.000327137461740641
SPX.INDEX,-0.0228679590371538,0.0185359443084659,0.0235375179703539,0,-0.00148950722332685,0.00430323024306636,0.0125895900528997,0,0,-0.0242574318536215,0,-0.00348415316345704,0,0,0,-0.0686390206379674
VIX.INDEX,-0.997982902881336,0.00220374902650711,0.0643242988082557,0,-0.138537956696877,-0.0737463802279446,0,0.0312600898138878,0.183759372271145,-0.103611183653636,0.160267607208579,0,0.657903953701367,0,-5.45269985211852,0
