,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,MIOTA,DASH,TRX,NEO,ETC,BNB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,-0.0916948767426978,0.0666174390003736,0,0,0.339154017335529,-0.0970406096060611,0.106927717171047,0.0162777778974815,0,0.223768470481322,0,0,-0.0935813087935419,0,0,0,0,0
ETH,0,0,0,0,0.196321113634127,0,0.0679900434064906,0.393818046876074,0.013376683447705,0,0.0481817018723154,0,0,0.228226173711136,0,0,0,0,0,0
XRP,0,0,0,0.0687471995980885,0.0998026580871166,0,0.192986475004753,0.200579344938375,0,0.202089710841107,-0.0183036476547274,0,0,0.13902808233392,0,0,0,0,0,0
BCH,0,0.167530937726743,0.0665331259785264,0,0.236192397416755,0,0.135471803489382,0.229307080594391,0,-0.0000000000000000277555756156289,0,0,0,0,0,0,0,0,0,0.0430577842114521
EOS,0,0,0,0,0,0.130258317711258,0,0.0684970861192204,0.060121727809226,0.128737033553997,0.0488019780005112,0.278525533056281,0.280170598208773,0,0,0,0,0,0,0
XLM,0,0,0.0951584493066655,0,0.129933394261592,0,0,0,0.190631296617984,0.192411388088059,0,0,0.0927182236229352,0,0,0,0,0,0,0
LTC,0,0.282633258890882,0,0.15162679845129,0,0,0,0,0.0240394558911318,0.221434046502924,0,0,0,0,0,0,0,0,0,0
ADA,0,0,0.0583941913906243,0.158303112821,0.156567108196,0,0,0,0.0379100706132957,0,0.130002877019269,0,0,0.142352425538402,0,0,0,0,0,0
XMR,0,0,0,0.155516704242948,0.287904651591935,0.0327552215358576,0,0,0,0.0542559589786789,0.183632652478193,0,0.0236145605118531,0.0197639438267148,0,0,0,0,0,0
MIOTA,0,0,0.12313934303754,0,0,0.220583637043739,0.179778876992949,-0.316789515470104,0,0,0,0.489286271783001,0.403550774990525,0,0,0,0,0,0,0
DASH,0,0.361470153085443,0,0,0,0,0,0.142390456825344,0,0,0,0,0.309290310082847,0,0,0,0,0,0,0
TRX,0,0,0,0,0.0000000000000000138777878078145,0,0,0.421913259766934,0,0.0586921852510116,0,0,0.290457527349414,0,0.171644238766643,0,0,0,0,0
NEO,0,0.000000000000000000433680868994202,0.0597698101638043,0.166438415326794,0,0,0,0.137550108541235,0,0.268405802942785,0.135159227948477,0.174250519572734,0,0,0.138513349875321,0,0,0,0,0
ETC,0,0.320304320080869,0,0,0.0508835337885466,0.280485602443202,0,0,0,0.348743947206951,-0.0896232943247049,0,-0.103120007948786,0,-0.0629738786634685,0,-0.347355870297022,0,0,0.212949019725957
BNB,0,0,0.00285334293914005,0,0,-0.0216327485138341,0,0.403239583465404,0.0499166739804837,0.106851369345692,0.277025052041034,0,0,-0.0687646543987553,0,0,0,0,0,-0.0372449319666927
BV010082.INDEX,0,0,0.0525820407231612,0,0,-0.0532648510721308,-0.0375352784218487,0,-0.0335252340915299,-0.00697852844179387,0,0,0,-0.0466530960359604,0.108257297900766,0,-0.0366075114132182,0,0,-0.0656690486844798
CVIX.INDEX,0,-0.131832270725428,0.0534627224130704,0,0,0,-0.0390208236575592,0,0,0.0410498859227998,0,0,0,0.106054641012804,0.0681456789846116,0,0,0,0,0.0728425033207472
DXY.INDEX,0.0160752861466286,0,-0.0100909334322483,0,0,0.00138446646374747,0,0.0027247633623783,0,0,0.0162216772443671,-0.0299717932014879,0,0.00363183695927328,0,0,0.0843629255881831,0,0,-0.0112031569917619
SPX.INDEX,0,0,-0.00559916125982579,0,0,0,0,0,0.00583845021847941,0,0,0,-0.0030017198513372,0,-0.00183513946005951,0,0,0,0,-0.0491027836281507
VIX.INDEX,0,0,-0.326391991222447,0.188970772915316,0,0.158234362367713,0,0,-0.282309160733117,0,-0.119699941851508,0,0,-0.106472565401067,0.437894545774846,0,0,0,0,0
