,BTC,LTC,XRP,ETH,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.207484574284924,0.311532162254413,0.0261095251457063,0,0.0701044253019999,0.0273238438451906,0.0220256989830569,0.0506780826358873,0.0297551684563272,0,0,0,0,0
LTC,0.31945846760078,0,0.245788055662395,0.00818966887270666,0.222589790476879,0,0,0,0.047443991533796,0.0049271647901822,0,0,0,0,-0.0149636116610853
XRP,0,0.0000000000000000138777878078145,0,-0.0107931025939558,0.496298643679645,-0.016638449910021,0.292966794359354,-0.0217157731270632,0,0,0,-0.317080101673371,0,0,0
ETH,0.799118563233305,-0.925843459795116,0.949979066334211,0,0.177733697377185,0.784418606498926,0,-0.42243084158152,-0.207514626511276,-0.0589537832118251,1.29520922715796,0.555958423228276,5.13449640290006,0,0.0535161078552515
DOGE,0.133495412007616,0.305977186900701,0,0.0475522735064659,0,0.113715651798874,0,0,0.103452220953365,0.0274255591938712,0,0,0,0,-0.00862493354301675
DASH,0,0.472296749381195,0,0,0.166729086502254,0,-0.302795682052548,0,0.0502153957208771,0.0146023863607225,0,0,0,0,-0.023936450336231
XLM,0.411886589702274,0,-0.173410166922855,0.159470974461519,-0.256124975495885,0,0,0.0939039473706725,0.119682125460208,-0.00448076749410607,0,0,0,0,-0.194032670520273
XMR,0.118907952041261,0,0,-0.187312183245956,0.0422040280907884,0.664638107745745,0.125955928787998,0,-0.0709498106325196,0,0,-0.285669314012066,0,0,-0.438834966670214
XEM,-0.395376257566571,0,-0.384083402981909,-0.17980986139266,1.71956111814431,0.719849326959012,0.366774224462771,0,0,0.0442991002340978,0,0.323288954765541,0,-3.70448471558702,0.124273152110904
DGB,0,-0.604784063972991,0.0699812307422779,0.0373673079659158,0.840391725780849,0.00720894506597878,0.91363564484461,0,0.411589851531973,0,0,0,0,0,0
BV010082.INDEX,0,0,0.0580625257062442,-0.0152676843094517,0,0.0384798617193344,0,0.0550069287627651,0,-0.0154057743366936,0,0,0,0,0.00856325107042622
CVIX.INDEX,0,0.0823350718895985,0.00000000000000000346944695195361,0.0470135371818633,-0.101383062051823,0.0136229863940877,-0.242793680919251,-0.154602819865382,0.0962125403826901,0.0203941110746729,0,0,2.52167044306108,0,0
DXY.INDEX,-0.0107729816139273,0.018884126350505,-0.0403804238601064,0.00731946561771735,0,0,0,0.0217202904163703,-0.00282525045187029,-0.0114254493739576,0.141239131673328,0.0203308899002258,0,0,-0.0197111936471997
SPX.INDEX,0,0,0,0,0,0.00816335493015881,0,0,0,0.00360530234490019,0,0,0,0,-0.0758183428616844
VIX.INDEX,-0.00760393920552582,0,-0.182568516269574,0.0647236968811286,0,0,0,-0.192867284380567,0.0879501162737969,0.125902855888191,0,-0.499121085880598,0,-3.84845032474425,0
