,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.014575159965553,0.0566109993244269,0.118421656375932,0.0439211448793424,0.0440855780744359,0.0814955481627486,0.0563676141290225,0.0494559809415221,0,0.0509595281923826,0,0,0.0195402635783373
XRP,0,0,-0.0437075156438129,0,0.155305809082582,0.628678329511498,0.0321106036842467,0,0.0811497749294023,0,0.342271712212176,0,0,-0.0524533894494957
LTC,0,0,0,-1.60971275484545,-0.0583752176618321,0.221897902738755,0.0761088323492122,0,0.38115956037393,0,0.816094298785267,0,0,0.0738362661018541
DASH,0,0.0127844609460808,0.181701936289454,0,0,0.0748476685804749,0,0,0,0,0,0,0,0.0890178520001867
DOGE,0.503231677286721,-0.120747617086972,0,0,0,0.514063229846799,0.0478346282727605,-0.00000000000000000173472347597681,0.299023554285136,0,-0.0353776368925304,0,0,-0.164243121101439
XLM,0.704680843715578,0.432432658013793,0.0580019636835873,0,0.239957874171833,0,0,0,-0.0294342930796126,0,0,0,0,-0.146473466738188
XMR,0,0,0.0372092597391728,0.41139872477394,-0.107890270459222,0,0,0.176043152898656,-0.128531637253337,0,-0.0627072414323026,0,0,-0.0226379486337144
XEM,0,0.0368243920978608,0,0.347201765212656,0.869258878738336,0.0847004846663312,0,0,0,0,0,0,0,-0.29275305353607
DGB,0,0.261366426510563,-0.0211110209447763,0,0.158412732516945,0.233846881430491,0.23878292815771,0.211329992845701,0,0,0,0,0,0.0653003724213455
BV010082.INDEX,0,-0.0489302534428633,-0.0061814456358747,0.0220077865721481,0,0,0,-0.0341645546892378,0,0,0.145154773020097,0,0,-0.107766886484174
CVIX.INDEX,0,-0.0616194319589039,0.0136786662438884,-0.122787065040307,0,0.153947617340284,-0.0815022244291909,-0.0758967921948083,-0.128312000762622,0.861541146070461,0,0.161200777806757,0,0.156608900640616
DXY.INDEX,-0.0273287460201732,0.0120311156795073,-0.0274232340111524,0,0.051752985746928,0.0218660978496029,0.0161723014852674,-0.00608165789271241,-0.034701666760808,0,0.104975465375966,0,0,0
SPX.INDEX,0,0.000654464621604298,-0.00338162756104501,0.0116291093163571,0.015870422756846,0,0,0,0.00183125907123137,0,0,0,0,-0.0731943377252414
VIX.INDEX,0,0,-0.00120321024132105,0,0.122695941958261,-0.0515238059320688,-0.0753190296818159,0,0.549517187761009,0,0,0,-4.16049145358377,0
