,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0393107669084626,0.0603432960784801,0.192190266043807,0.00997646997316516,0,0.0118342712133682,0.0738510695372842,0.108315308019041,0,0,0,0,0.0268588991391806
XRP,0,0,0,0,0.111301676111589,0.252300413584433,0,0,0,0,0,0,0,-0.0502201895047385
LTC,1.30465929998316,0.0890937766207052,0,-1.03128363177104,0.60038820477054,0,0,0.0118670876874645,0.482037563826989,0,1.16817090354173,0,0,0
DASH,0,0.00000000000000000693889390390723,0.056567025881568,0,0.339814265449767,-0.150972791508884,0.153126886413224,-0.0708857146284588,0.204171353422694,0,0,0,0,0
DOGE,0,0.124561197532499,0.12681501316296,0.391266108410933,0,0.306610811082469,0.100443653085198,0,-0.01867029830928,0,-0.116688641728354,0,0,-0.0563060114668675
XLM,0.143052640723312,0.0697831663656436,0,-0.0278090195064453,0.186668134839231,0,0,-0.11261453789908,0.314803869713317,0,-0.824971761094828,0,0,-0.00611608961349479
XMR,0,-0.0824724273185036,0,0.239781869026145,0,0,0,0.203154697944894,0.000000000000000000433680868994202,0,0,0,0,0
XEM,0,0.305325390616719,0.105969161963085,0.604948063295163,-0.40872072665371,0,0.182403875963952,0,-0.0485656307480603,2.18576099142025,0,0,0,-0.0297086684711194
DGB,0,0.502465105289823,0,0.17401795050842,0,0.375893402322773,0.3999089197666,0,0,0.519404997490346,0.0589695247443986,0,0,0.100013178841726
BV010082.INDEX,-0.0795758269181842,0,-0.0010056677603928,0.0186284721478592,0.0820671742100483,0,0,-0.0422068129872233,0.0403526447405911,0,0.166220023588071,0.683151440441149,0,-0.0559035277843463
CVIX.INDEX,0,-0.126855421859909,0.0437922654235123,-0.0828858103574445,-0.118099593499335,0,0.0382901788308286,0.0184709355366566,0.0767535414246231,0.261732832506109,0,0,0,0.0835169532995071
DXY.INDEX,-0.0957396207519941,0.05484408323975,0.00679129109124992,0.0623875302453569,-0.0284715626973868,0.0148468154075929,0.0381467930522574,-0.00158587892807548,-0.00401981118246824,0.187471944092858,0.0336678945925624,0,-0.257185985554588,-0.0141727642910568
SPX.INDEX,0,0,0.0125344159769872,0,-0.0279360103146103,0.0311195225642049,0.00477476712134845,-0.00589898570168562,0,0,-0.0121506240241205,0,0,-0.071313865927885
VIX.INDEX,0,0.0254536376897136,0,0,0.00000000000000000173472347597681,0,0,0,0.19380033230133,-1.21200252792238,0.329705644678403,0,-6.77208854896053,0
