,BTC,ETH,XRP,XEM,ETC,LTC,DASH,XMR,DGB,XLM,DOGE,ZEC,BAT,NEO,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0259512675252694,0,0,0.102449435593254,0,0.144082463895617,0.0273876491588738,0,0.00407117251187053,0,0,0.00000000000000000173472347597681,0,0,0,0,0
ETH,0,0,-0.00596430865256883,0,0.137085784227229,0.122059417050762,0.071528219115458,0.0975044245308799,0.00789813210910698,-0.0542739429145595,0.0618081579470505,-0.180511339292669,0,0.00733892843467251,0,0,0,0,0
XRP,0,-0.205412626704639,0,0.0128616243910324,-0.306530680608749,0,0.414525861491767,0.153084696000121,-0.00559249884543188,0.320444305329309,0,0,0.215870856025066,0,0,0,0,0,0
XEM,0.415838547254151,-0.071132584407263,0.0308215277937123,0,-0.578683157015799,0.167786118270573,0,0.0216864631368901,-0.0269686991387148,0.0387449038033403,0,0.161301152987934,0,0.415166190501147,0,0,0,0,-0.118909380398832
ETC,-0.051125948668213,0.25673350795324,-0.216595769944867,0.0786086015975617,0,0,0.136347129116485,0,-0.0393946561452932,0.0213159633321312,0,0,0,0.241277271732228,0,0,0,0,0.0767272931800755
LTC,0.344651435491294,0,0,0.0412865307621446,0,0,-0.0000000000000000000016940658945086,0.171240487408941,0.02506286803063,0.00464002859463535,0.0960421272045079,0,0,0.261463127181751,0,0,0,0,0
DASH,0,0,0.0896473214178483,0.0229159197146067,0.196680843281934,0.132766642162237,0,0.259004577465791,0,0.0862578857413522,0,0.121340816680504,0,-0.0221415326525289,0,0,0,0,0
XMR,0,0.22965139675217,0,0.186049130247996,-0.205101849205531,0,0.371807429999216,0,0,0.071975528351701,0,0.0546578381666584,0,-0.113436479448104,0,0,0,0,0
DGB,0.357793723758183,0,0.398972439932849,-0.0783110559826267,-0.425272026349067,0,-0.226665514035781,0,0,-0.135278469774095,0.544906543738377,-0.205285327050511,0,0.26131921134669,0,0,0,0,-0.00844154957713202
XLM,-0.359815613785929,-0.023466494846817,0.557820597738306,0,0.3114381744092,-0.152426573956898,0.208252452024851,0.338258411034845,0.0765460216077984,0,0.170947548236741,-0.225397915905695,0,0,0,0,0,0,0
DOGE,0,0,-0.0898759235099134,0.116066737418704,0.0255658118297259,0.269755443657394,0,-0.0325302005813166,0.0416339005774892,0.274533093291708,0,0.286478597833185,0,0.1304813786109,0,0,0,0,0.323379332678664
ZEC,0,0,0.0648198608762035,0.0357864354410792,0,0,0,0.0709191589733716,0.00992314192555293,-0.0622044955792024,0.213696762607383,0,0,0.0853899337102095,0,0,0,0,0
BAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0.0750646922524435,0.145589282981039,0.418795655949653,0,0.115637383559971,0.124048651583345,-0.0428941547254153,0,0.361061098729746,0,0,0,0,0,0,0
BV010082.INDEX,0,-0.0270301893138259,-0.0206157168336949,-0.0032954016646689,0.0357184585881513,-0.0138127639747181,-0.0117220821611292,0,0.0111129220452278,0.0292604512852508,-0.0152499310214427,0.0259488757944491,0,0.0166118163604161,0,0,0,0,-0.0548389023468016
CVIX.INDEX,0,0,0,0,0,-0.0341954365310092,0,0.0544921278504738,0.033197132863307,0,0,0.0500726561277326,0.0348116958462657,0,0,0,0,0,0.148063186736793
DXY.INDEX,0,0.00312459374128223,0,-0.0139558860650909,0.0155864947162732,-0.00289912726471046,0,0,-0.00255645800416623,0.00635448022728101,-0.00883477269615326,0.00209069519336293,0,0,0,-0.0056146506569406,0,0,0.0130649707497741
SPX.INDEX,0,0.00117813094187517,0.00294985493665943,-0.00946283488229114,0.00421315705693836,0,0,0.00682196828646526,0.00447170920309199,0.00218144509400193,0,-0.00179880807199184,0,0,0.012742261637486,0,0,0,-0.0284506775716693
VIX.INDEX,-0.479565560034185,-0.0556480043842348,0,-0.0760719962061966,0.100292013269129,-0.0268118071958886,0.360853383018034,-0.0951630930589501,-0.171503942027033,0.0568335102074942,0,0,0,-0.0102408142648322,-1.91778006440039,0,0,0,0
