,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.127323870139507,0.234899786151508,0,0.395460033968307,0.0933563842721117,0.00719366420202177,0,0,0,0,0
XRP,0.313003983547314,0,0.0644572602970667,0,0.439441918367753,0.0445128226914919,0.105746453878685,-0.118279726501068,-0.221066005159402,0,0,0,0.192683112405162
LTC,0.478221689214763,0,0,0.625650031051821,0,0,0,0.126870576440489,0,0.416291087101933,0,0,0.02990631711239
DOGE,0.0131423222064796,0,0.0919418554470497,0,0,0.447207688305774,0.0518385163112019,0.010764598312264,0,0,0,0,0
XLM,0.738896263923399,0.127008395482581,0,0.0873476721239595,0,0.0624219319232643,-0.284505222722287,0.0358779722226125,0,-0.188793227172818,0,-1.99392598789773,-0.0951837468830763
DASH,0.900109920734722,0,0.07005788752169,0,-0.00372092717353026,0,0.0519525002340391,0.0677673043513702,0,0,0,0,0.0477516007694179
XMR,1.0464284504416,-0.0987158841599368,0.00000000000000000693889390390723,0,0,0,0,0.0769232288689732,0,0,0,0,-0.16022922656713
DGB,0.239296450864351,0,0,0.463350819465839,0.118362905532192,0,0,0,0,0,0,0,-0.122555942754905
BV010082.INDEX,0,0,0.0312572440637171,-0.0728439759044103,0.0240931900209677,0,0,0,0,-0.0364503043375642,0,0,-0.0420758591117346
CVIX.INDEX,0.285116462391353,-0.0581142202307188,0.0661883554868361,-0.13744332891795,0.0817823972662298,-0.0896721235720207,0,0.0228822597993533,-0.189546570552904,0,0,0.191613895661827,0.0565133419870501
DXY.INDEX,0.0200470528775139,-0.0106494190417076,0.00591819264437553,0,0,0,0,-0.00716487309601885,0,0,0,0,-0.00842718908470606
SPX.INDEX,0,-0.0375014375180408,0,0.0465625267155345,0.0095552005908341,0.00693493312405412,-0.0263386690909699,-0.0120318527840808,0,0.0000000000000000000271050543121376,0,0,-0.103080095241559
VIX.INDEX,0.377098474404156,0,0.0948560090894382,0,-0.127073177746282,0.000812017162300678,-0.267199342709354,-0.0455996464222479,-0.0000000000000000138777878078145,0,0,-5.41172104307893,0
