,BTC,ETH,LTC,XRP,XMR,ETC,DASH,XEM,DOGE,XLM,ZEC,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.321837076583198,0,-0.0368992226859018,0,0,0,0,0,0.00343035519103072,0.00598314243503749,0,0,0,0,0,0.00648260293360302
ETH,0,0,0.0059031739209209,0,0.104751044690616,-0.0764111487870079,0,0.161391735850841,0,0.11987383630182,-0.00977027234076307,0.0333030577770548,0,-0.239999631779082,0,0,0,-0.149272368069021
LTC,0.505807651745521,0,0,0,-0.0279259271324399,-0.04656037524674,0.0390205311708648,0.0215411663947236,0,0,0,-0.0381252589777592,0.0000000000000000000271050543121376,0,0,0,0,0
XRP,0.134449952024311,0.13391758582121,0,0,0.0815128829527845,0,-0.146271612758185,0,0,0.0858362798371329,-0.0503000795680791,-0.0799409570035176,0.0488301839064851,0,0,0,0,-0.0165999032530448
XMR,-1.03405866706114,0,-0.228228675919745,0,0,0.0858454048090766,0.475685397008023,0.137095502526251,0,-0.012799926834603,-0.0233426636518248,0,0,-0.129913296416957,0,0,0,-0.0110626408795919
ETC,0.629977180556356,0.146215168863754,-0.405824525066252,-0.232400080961223,0.104613935313664,0,-0.202454350781214,0.160685658887352,-0.252551710352922,-0.0200131337240797,0.016767879627716,-0.0503515907502024,0.424984044592558,0.192147860245149,0.114621505453101,0,0,0
DASH,0,0,0.0829206199859995,-0.111619070986797,0.0928110547424972,0.0233960472197163,0,0.0899009397030006,0,0.0866028379802607,-0.0834680362013374,-0.100968116141361,-0.123691674553827,0,0,0,0,-0.0928345488990683
XEM,-0.0972315163111544,0.0606311369282574,0,0.229823324345116,-0.0499188596845455,0,0.167366526373096,0,0,0,0.0184552445755621,-0.0911473013770923,0.215692647969194,0,0,0,0,0.0644045546049664
DOGE,0,0.06964603657837,0.164735089071522,0,-0.0733527544397948,0,0,0.0735327895803225,0,0,-0.00983220661495247,0.0350143796032715,-0.0345162941089231,0,0.0403245762983899,0,0,0.0686753535824968
XLM,0,0.103749510210722,-0.239011769229631,0,0.253108105783087,-0.00621464093161411,-0.115235146732,0.0840499241260861,0,0,0,0.106984922421583,0.718961949579713,0,0,0,-2.51828443135938,0.115971379111445
ZEC,0,-0.65510044834048,1.14068018176268,-2.09263593016533,0.422327657607169,0.536753597056521,-4.8517399241381,0.119586009643531,0,0,0,-0.160472177588667,-0.618535163722584,0,0,0,0,-0.67951534878805
NEO,0.778037895835886,0,-1.02226559275369,0,-0.0916128566766839,-0.498313476522245,0.0417144283414271,-0.0508433605094419,1.03539183254805,0.023806316989859,0.0850433502504183,0,0.569250703801695,0,0.23145812919119,0,0,-0.18474723948089
DGB,0,0,0,0.0914056708199183,-0.0925330199982142,0.108045928204408,0,0.153649331346619,0,-0.0095731043142332,-0.023131826117795,0.111861569308894,0,0.18691704313298,0.127445716183731,0,0,-0.0513518132971613
BV010082.INDEX,0,0,0,0,0,0.0805755235229953,0,0,0,0,0,0,0,0,0,0,0,0
CVIX.INDEX,0,0,0,0,0,-0.0937480790120948,0.241357041462647,-0.0193387033699856,0.0791709260713804,0,0.0114105130061456,0.0447951185571883,0.101131414054551,0,0,0,0,0.238743222310026
DXY.INDEX,-0.0153928983055072,0,0,-0.0198672811355243,-0.00199994612604291,-0.00710312167357604,0,0.0349686928756197,0,-0.00938234953171913,0.00314482989052575,0.00345759118531867,0.0172739277254866,0.0788960654249876,0,0,0,-0.0185182478972801
SPX.INDEX,0.00830447629686269,0,0,0,0.00878349324418343,0,0.0103573529843181,0.000708944781375067,0,-0.00884136660700039,-0.000366852055708648,0.0178406850343738,0,0,0,0,0,-0.0310690213610159
VIX.INDEX,0,0,0,0,0.0525543995224577,0,0,-0.290922462009827,0,-0.0880044429345533,0.0266416726131314,0.0792274526231432,0,-0.450334572695699,0.697224085440724,0,-3.81178536606587,0
