,BTC,ETH,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0382891288134582,0,0.932282918819706,0,0.00853317555240144,0,0.0886019376515173,0.004398773896576,0,0,0,0,0,0.0570819835520147
ETH,-0.370159250186956,0,0.428697282958633,-0.0395836621515232,0.178297712871935,-0.383921571899702,-0.838516232246108,0.345065353260938,0.0448129575418241,0.112415907018604,0,2.03810966729175,0,0,0.128039380135804
XRP,0.0523417260398843,0.0322565721148423,0,0,0.0641773835247259,-0.0207919931066435,0,0,0,0.0701643290289,0,0,0,0,0
LTC,0.676454827947126,0,0.0140556640230432,0,0.0220757733914839,-0.0276324166417083,0.050277394494068,0,0.0240694237711863,0,0,0,0,0,0
DOGE,0,0.287638594640827,0.196850543317768,1.20716800721329,0,0.147300255418251,0.787454447967725,0.0000000000000000138777878078145,0.151291218133021,-0.157088313503047,0,0,0,0,0.0278001368645494
DASH,0.488064943229203,-0.184745800847975,0.238593377511127,0,-0.0837845987766049,0,-0.0525540853752576,-0.430159639968208,-0.08601859521225,0.0700493009349293,0,-0.332825632376645,-3.30442174727666,-1.51619814288498,0
XLM,-0.914702248564204,-0.26289943348558,0.216523893600503,0.349678211996691,0.183999238190456,-0.0315580161341236,0,0.345107430280649,0.224046888575805,0.197529439666666,0,0.867207500232212,0,0,-0.0246407023862844
XMR,0,0.0860178756656946,0,0,0,-0.0844375505270925,0.704860612684684,0,0.0256123721333254,0.019256453578446,0,0,0,0,0.18012121780123
XEM,-1.88066405486896,0.215798629363944,0.0544923038232044,3.34348647537621,-0.276436554218932,0,0.0615293127058564,0.0189012555379094,0,0.118596684269471,1.72489918919407,-0.407782824779786,0,0,0
DGB,0.620655983645549,0.0980175328719678,0,0,-0.578983203554828,-0.107802874437329,0.908249665206525,-0.396530605532761,0.1423870863603,0,0,0.601365620245387,0,0,0.142084941221605
BV010082.INDEX,0,-0.0314666724422588,0,0,0.0319066538908724,0,0,-0.0313965563693727,0.00952466652934722,-0.0088530075787057,0,-0.131093269812491,0,0,-0.063149524644605
CVIX.INDEX,0.0729033010429086,-0.0234315012935919,0.196473734977814,-0.133683165828013,-0.0379654602167865,-0.0439160838018315,0.0149456482880749,0.0180267268272441,0.00536069966005335,0,-0.561283077296519,0,0,-0.673394916771362,0.00528239580018107
DXY.INDEX,0,0,0,0,-0.00522767063507178,0,0,0,-0.015363486162124,0,0,0,0,0,-0.0215429058187484
SPX.INDEX,0.0575296134995478,0,0,0,0.00572317877920922,-0.0262803927507015,0,0,-0.0199274971435848,0,0,-0.0395652279615521,0,0,-0.114659646441774
VIX.INDEX,0,-0.216863058062572,0.13601588284563,-0.205640993309512,0.0234319169540472,0.101475050980121,0,-0.0458235113325677,0,0.124759064672762,0,0,0,-1.6687379622946,0
