,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,BNB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0288099496569023,0.00994176801413568,0.0262319050834344,0,0.0428344321361815,0,0.0692849829526419,0.119025045421151,0.0115088779302673,0,0,0.00522129938714461,0.138313299877164,0.0521367739368498,0,0,0,0,0
ETH,0,0,0.236441833236754,0,0.0332184970644993,0,0.0685142515344426,0,0.108645239578173,0.0482501755603953,0,0,0,0.208239286679957,0.170465892025383,0,0,0,0,0
XRP,0,0.300501004640646,0,0,0.00264514324965005,0.149189493395257,0.115716323358082,0.135503394462298,0,0,0.0885541081156504,0.110506487509876,0,0,0,0,0,0,0,0
BCH,0,0,0.111863817442571,0,0.000000000000000000867361737988404,0,0.188187958331111,0,0.21296260175291,0,0,0,0,0.159093903312218,0,0,0,0,0,0
EOS,0,-0.473714843732222,0.230727547911177,0.310074941391469,0,0,0.0000165833350737471,0,0,-0.0155070896035271,0.55148312400831,0.169369180085515,-0.236619448757074,-0.147669970900518,0.430115633707381,0,0,0,0,0
LTC,0,0,0.102114953082136,0.0720694511099871,0,0,0.0791651260549046,0,0.0540881035968289,0,0.135444186247484,0.0775092907758047,0,0.11637058456482,0,0,0,0,0,0
ADA,0,0,0,0.132645337295871,0,0,0,0.136098444165636,0.129746308298261,0,0.266035923453314,0.141003816394774,0,0,0,0,0,0,0,0
XLM,0,0,0.184273535785121,-0.00000000000000000693889390390723,0.0334250678470428,0,0.225323737969284,0,0.00000000000000000346944695195361,0,0.042473697174378,0,0.216533390475775,0.173682885970108,0.100054333648462,0,0,0,0,0
MIOTA,0,0,0.265396253542084,0,-0.0640650727392231,0,0.21270223119053,0.251372289522593,0,0,0.180811388658801,0,0,0,0,0,0,0,0,0
TRX,0,0,0,0.316679723854317,0,0,0,0.315134435916536,-0.0797791812728819,0,0,0.299810020955694,0,-0.00000000000000000693889390390723,0,0,0,0,0,0.0406633144891683
NEO,0,0,0,0,0.0158629313884594,0,0.0221236416614742,0.249821087632921,0.22446866883785,0.0254923126086178,0,0.0970520571512815,0.130468343747622,0,0,0,0,0,0,0
XMR,0,0,0.265065493171436,0.00418869662543759,0,0,0.0943587865450035,0,0,0.101450972739018,0,0,0.310158372451371,0,0.0597767483987026,0,0,0,0,0
DASH,0,0,0,0.056197822605625,0,0.0856305167411505,0,0.18859700902111,0.129067234752973,0.0788024546441572,0.0554967386667404,0.050225601975058,0,0.157066539263118,0,0,0,0,0,-0.0190983956831982
XEM,0,0.396016734006687,0.042465807783199,0,0,0,0,0.330208179725984,0,0.0806741999936176,0.0553763041160021,0,0,0,0,0,0,0,0,0
BNB,0,0.366415344409404,0.0514980836166314,0,0.103835162666205,0,0,0.031129293801829,0.000000000000000000216840434497101,0,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0.0746546804622077,0,0,0,-0.0381446555483012,0.0978070699992853,0,-0.0513590612681161,0,-0.00901031516795266,0,0.0166123853267059,0.00824501060543099,0,0,0,0,0,0,-0.266414402862675
CVIX.INDEX,0,0,0.0730870545180631,0.0750295471792503,0.0000000000000000000135525271560688,0,-0.0865975933812468,-0.0762832373034373,0.095512371449308,-0.0101618293593434,0.100051067823463,0,-0.265188257407552,0.0378682179974558,0,0,0,0,0,0.0129055489374491
DXY.INDEX,0,-0.0113625422695359,0.0322326273285467,0.00920560393082945,-0.00281569957334223,0,0.00558292831473854,-0.0257359408082852,-0.00622733061005373,0.00720384651341404,0,0,0,0,0,-0.0530472590604454,0.0659634379668488,0,0,-0.00631891944946113
SPX.INDEX,-0.0166022582926034,0,0.0213751870142614,0,-0.00381540246345098,0,-0.0221582831117336,0,0,0.0123502764253222,0,0,0,0,0.00255856288148016,0,0,0,0,-0.106853367598644
VIX.INDEX,0,0.163844447292757,0.149912270350888,0,-0.289752022177214,0.0755734133650536,0,-0.0802379229994773,0,0.125562658524204,0,0,0,0,0,-1.17199983523429,0,0,0,0
