,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.335223819518486,0.271378927703707,0,0.0787673280378402,0,-0.0655191848802425,0,0,0.0213890136749547,0,0,0,0,-0.0357600905610787
XRP,0,0,0.102587687157198,-0.0083350195053812,0,0,0.453067315530013,-0.0475258837787792,0.0812650254370335,0.0788230953290225,-0.688890797058113,0,0,0,0
LTC,0.667946249032678,0.0955290455927432,0,0.0735342804347308,-0.156584365336013,0.315547771975432,0,-0.191604890440849,0.051081148186184,0,0,0,0,0,-0.175788235944921
ETH,0,0.440194810864179,0.240935507382595,0,0.46315712500426,-0.378436551178218,0,0.103286959856591,0,-0.0655115166321139,0,0,0,0,0
DASH,0,0,0.461551285313611,0.036424118579765,0,0.281341014095707,-0.269239932856873,-0.0566430518408015,0,0.0164015571127224,0,0,0,0,0
DOGE,0.249438745116651,0,0.183986797427149,0,0.195052093097302,0,0,0,0.0569706544788557,0.0200928508627315,0,0,0,0,-0.0339247616666246
XLM,0,-0.0330087442182836,0.724805756823905,0.133128530771869,0,-0.865537693072292,0,-0.216711072515035,0.177648895415477,-0.00930648057687596,0,-0.305718700196978,-2.50781395849519,0,-0.13371323633355
XMR,0.123637652035263,0,0,-0.00629013145699572,0.224655091143452,0.146119770328014,0.0786884119379558,0,0,0.0807123728838966,0,-0.544839505434952,0,0,-0.251288134442445
XEM,-0.500833658994419,0.027492308632374,0.657356126602267,0,0,1.08798294772652,0.493141854220989,0.497788629317282,0,0.0950242608329094,0.394445114529889,0,0,0,0.510862139641773
DGB,0,0,-0.549079000152244,0.114105023828901,-0.637661558562928,1.07460276607232,0.133411924958368,0.364009666560442,0.383135695702263,0,0,0,0,0,0.0823748119806893
BV010082.INDEX,0,0.0422850504908483,0,-0.0125663735902869,0.0349039792523503,-0.0398519087859072,0,0.0619399979592667,0.00600623064709089,-0.0129774139739708,0,0,0,0,0.0241593433495926
CVIX.INDEX,0,0,0.0549435947558171,0.0604708377011164,0,0,-0.153333431422182,-0.184118628871871,0.0317590890526643,0,0,0,0,0,0.00831565311570346
DXY.INDEX,0,-0.0694287398470543,0,0.0277559193271892,-0.00508421362311755,0.0280324732583275,-0.0584026964750828,0.0228336144171949,0.0141614547563207,-0.0171818551570342,0.0743781875053401,0.0110779168500245,0,0,-0.0438035687213633
SPX.INDEX,0,0,0,0.00332420600921213,0,0,0,0,-0.00213102419673199,0.00449241038722478,0,0,0,0,-0.0820171072634496
VIX.INDEX,0,-0.0398356829376981,0,0.141142000245334,0.0336907128202532,-0.144472436606569,0,-0.257360424478995,0.0283986929740409,0.107774874831149,0,-0.172907939196326,-0.630742482676595,-5.31795970767123,0
