,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0673264915181264,0,0.076482378205715,0,0,0,0.123353226078841,0.0705769344759628,0.0277921158206836,0,0,0.00000000000000000693889390390723,0.0117498833375076,0.0949707674789625,0,0,0,0,0
ETH,0,0,0.137202238080509,0.115094265999237,0,0.397025305829032,-0.000000000000000000867361737988404,0,0.000694228196698926,0,0,0,0,0.205729135322273,0,0,0,0,0,0
XRP,0,0.283422663114715,0,0,0,0,0.142554832568397,0.115645641444793,0,0,0.127046188733656,0.0655282071091624,0,0.0137173318567795,0.0771236751734466,0,0,0,0,0
BCH,0,0,0,0,0,0,0.0562985823960052,0.136370243331708,0.205113397122354,0.0000667770567039615,0,0,0,0.173013891795511,0,0,0,0,0,0
EOS,0,0,0.229381068701411,0.0330974622320565,0,0,0.0801598735636823,-0.0568097440148521,0,0.0425681148948492,0.106452974138167,0.703322023661194,-0.621859488184777,0,0,0,0,0,0,0
LTC,0,0.459470099747155,0,0.0837431139705027,0,0,0,0.119773301612542,0,0,0.117933600408897,0,0.0976518578877532,0,0,0,0,0,0,0
ADA,0,0,0,0,0.0599396294551377,0,0,0.020696400721706,0.0957563111129787,0,0.270372823027312,0,0,0.385711769033583,0,0,0,0,0,0
XLM,0,0.0935441654016798,0.0000000000000000277555756156289,0.0589850785762573,0,0,0.138722442760184,0,0.0408619360063903,0.0185977528215391,0.129342335598712,0.209360431050507,0,0.142483620324409,0.0788633681938565,0,0,0,0,0
MIOTA,0,0,0.345948918505103,0.00267824835144164,0,0,0.137184330512597,0.110718543707199,0,0,0,0,0,0,0.217174511525314,0,0,0,0,0
TRX,0.163139441451548,-0.218085226040121,-0.588837447408929,0.321650862742394,0.0738532849826602,0,0,0.474746802517286,0.0864740940933688,0,0,0,0.357569029187563,0,0.0876257705918556,0,0,0,0,0
NEO,0,0,0,0,0.080149787415757,0.0583784035555453,0.0104056952098288,0.178284533057191,0.0685589415797143,0,0,0.193862476355995,0.000000000000000000216840434497101,0.0479270949153732,0.218268047683842,0,0,0,0,0.0561387699368074
XMR,0,0,0.297802917108142,0.130842385610623,0,0,0,0,0.0206305318689613,0.048945369279769,0,0,0.0822925291714207,0.103697354107908,0,0,0,0,0,0
DASH,0,0.227862290001921,0,0.143607118066548,0,0,0.0329747560027162,0.125763854214648,0.0799288215566843,0.0240951018049715,0.0812089763249909,0.10287482813669,0,0.0378893600476299,0,0,0,0,0,0.0690371108444114
XEM,0,0.129963305321895,0.135159836722726,0.0425960169765932,0,0,0.0499356968870597,0.419693846154348,0,0.0390784222540488,0.0743907910941102,0,0,0,0,0,0,0,0,-0.0532178364859626
ETC,0,0,0.281943309603299,0.00845512007511329,0,0.342466813453763,0.101899981406602,0.088768290805987,0.00449080415954177,0.0456778591702752,0.0734841477864992,0,0.0248421403465292,0,0,0,0,0,0,0
BV010082.INDEX,0,-0.00356865959801522,0,0,0,0,0.0216010881370418,0.0186174276229215,0,-0.00535363132225826,0,-0.0263562405965874,0.0965898834835311,-0.114347001426459,0,0,0,0,0,-0.065138935741266
CVIX.INDEX,0.0538287443599955,0,0,0.0181488742663838,0.0356017403884327,0,-0.109028965370286,-0.0000000000000000138777878078145,0.0786192091890269,-0.00839167721964101,0,0.0418500162551199,-0.258478500582175,0.106170723805952,0,0.281833124827092,0,0.515035662654278,0,0.0910835156852664
DXY.INDEX,0,0.0379712177173374,0.0100441936101779,0,0.00038537899956283,0,0.0172280485128348,-0.00638045053329495,-0.0155196141567597,0,0,0,0,-0.0340791411489608,0,0,0.0453278549900185,0,0,-0.0036572241040287
SPX.INDEX,0,0,0,0.0372522030958011,0.0025149634511455,0,0,0,-0.0112541726181429,-0.0277319867038899,0,-0.00699191539547567,0,0,0,0,0,0,0,-0.119812229129206
VIX.INDEX,0.281923714958466,0,0,0,0,0,0.00440127898119385,0,0,0.0380105256412145,0.126704798557972,0,0,-0.130338015834331,0,0,0,0,-1.81804237810819,0
