,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0495548282167098,0,0.364574436567549,0.141515526766412,0.00466059188074318,0.223911442741061,0,0,0.0361860126728411,0.0490362152164318,0.033703438987197,0.041558306824026,0,0,0,0,0
ETH,-0.212085507441465,0,0.425668466426976,0.119136287088371,0.238544287019793,-0.138775273075729,0,0.157827432972662,0,0.00255061001991424,0.227300678944271,0.241368349195745,0,-0.280819080855913,-0.242357866735293,0,0,0
XRP,0.130672299715536,0.118729036175682,0,0,0,0,0.063524906340888,0,0,-0.0729982851907665,0.0694123777038101,0,0,0,0,0,0,0
LTC,0.817180498105539,0.0649034200624777,-0.153576648448715,0,0.0105765401520833,0,-0.20254372288857,0.0730992645065142,0.334115913620241,0.0603287061810914,0.0784513750200442,-0.0800766399518076,0,0,0.301372410749459,0,0,0
XMR,0.0903668283910533,0,-0.34574886577611,0.258875690873838,0,0,0,0.115469591689169,0,0.0359458993268395,0.146787971622637,0.177964380217551,-0.156909585850193,0,0.216773543434745,0,0,0.326732106948423
ETC,0.270895736972589,0.235460188885065,-0.50108376709121,0,0.0284315811795799,0,0.143534163159153,0.363177803655056,0,0,-0.0174020051839385,0.153053687732849,0.217119534128323,0,0,0,0,0
DASH,0.751479929515243,0,0,0,0.0568881027107702,0.340222297060354,0,0.152235980453743,-0.234881743057903,0,0.083703753678726,-0.0302267073306709,-0.0875786505867499,0,0,0,0,0
XEM,0,0.170771330704346,0,0.10998469044327,-0.0858434578190784,0,0.284666475253638,0,0,0.00628006094372982,-0.00234321659571523,-0.0600442671711206,0.0483053596575322,0.154835345628393,0,0,0,0.191353006637412
DOGE,0.194185731899104,0,0,0,-0.0153232429272559,0.105920953680528,0,0.00860559791959421,0,0.0230945435075781,0,0.141300092369242,0.0232840623248598,0,0,0,0,-0.138458064311973
ZEC,0,0.702595944139175,-0.404193219899327,0,0,0.320618340618644,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0.146864944316735,0,0,0.014308531875328,0,0.144542438911182,0,0,0.0802070139507428,0,0.0826088631167003,0.181428258748067,0,0,0,0,0
NEO,0.592492183650172,0.191844276418328,0.785944266751923,-0.458261446942694,0.182568408268544,0,-0.337535528790063,0,0.386108785391664,-0.0434263644132929,-0.0227133927208501,0,-0.000000000000000000433680868994202,0,0.0584761643511314,0,0,-0.0639711039351858
DGB,1.07712733822624,0.164713239455996,0,-0.71220535001064,-0.00238980248202801,0.225872061721075,-0.264321040166705,0.220936873350805,0,-0.109638110137865,0,0.0427558607830902,0,0,0,0,0,0
BV010082.INDEX,0,-0.0889252798278199,0,0,0.0658556220342881,0.0127056042511439,0.00226427539464872,0,0,-0.0332937999996107,0.0179503217382301,0.018666105865591,0,0,-0.265370250915068,0,0,0
CVIX.INDEX,0,0.0762745362452998,0,0.0797391983512368,0.0665697317566318,0.0496171830065616,0,0,0,-0.0584308296707087,-0.0411742273983081,0.0134033249340876,0,0,0,0,0,0.0667934492308857
DXY.INDEX,0,0,-0.0100245254192014,0.0239270134387691,0.0104674284661276,0,0.00385986422651763,0.0260265726383006,0,-0.00344503072044978,-0.0144267441027478,0.0109008479955806,-0.00373686367694467,0.0859968193677017,0,0,0,-0.0338162918360216
SPX.INDEX,0,0,-0.0243475729669951,0,0.000087464306325476,-0.00677730809780963,0.0283941018639937,0,0,0.000431637251918686,-0.00653473916583072,0.0185337186896556,0,0,0,0,0,-0.0533581876159563
VIX.INDEX,-0.141478329306902,-0.263001714198024,0.527174123540939,0.117254354376741,0.196175379238027,-0.0681581712068753,-0.0545166630184883,-0.0789331729108864,0,0.068222571174585,-0.102838475427925,0.110488363978178,0.0298347659034035,-0.136832603800703,0.319472566456682,0,-1.60925003820686,0
