,BTC,XRP,ETH,BCH,EOS,XLM,LTC,TRX,BSV,ADA,MIOTA,BNB,XMR,DASH,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0,0,0.125289852977767,0.0689749960605368,0,0.0119747335256452,0,0.0175018689461819,0.117866846017737,0.304108479703893,0.0831215704798784,0,0,0,0,0,0
XRP,0,0,0.189871316196569,0.0384538326139186,0.0484525663971856,0.0433786929174672,0.175869802668597,0,-0.0105058169928332,0.000108594657410727,0,0.0263520354819977,0,0.0487395418750674,0.072237684918432,0,0,0,0,0
ETH,0,0,0,0.120265441202141,0,0,0,0.13744761003427,0.00233431512747766,0,0,0,0.285481844948404,0.195399566797566,0,0,0,0,0,0
BCH,0,0,0,0,0.318396323368602,0,0,0,0.175447426952878,0.38176373913589,0.0989107951427904,0.156076451098647,0,0,0,0,0,0,0,0
EOS,0,0,0,-0.00000000000000000173472347597681,0,0,0,-0.111280199115182,0,0.767106925057775,0,0.103328312809625,0,0.132008804449722,0,0,0,0,0,0.0367863938693002
XLM,0,0,0.00561781413919858,0.124983414660963,0.0130677380714015,0,0,0,0,0.105136066844113,0.064384159088677,0.137165954809613,0.259172536637185,0.000000000000000000867361737988404,0,0,0,0,0,0
LTC,0,0,0,0,0.325920002195268,0,0,0,0.047679703804901,0,0.0746712178219077,0,0.2361331104235,0.00127779332282757,0,0,0,0,0,0
TRX,0,0,0,0,0,0,0,0,0.032074883401336,0.458248865549001,0.00742672732797633,0.233933466709049,0,0,0.119275455495859,0,0,0,0,0.168445164893787
BSV,0,0,0,0.472530384427707,0,0,0,0.119125247957442,0,0.240873532462545,0,0.369678346919855,0,0.14769863462825,-0.282853131691143,0,0,0,0,-0.0579925123911864
ADA,0,0,-0.00000000000000000693889390390723,0.130918180942745,0.265044011063566,0,0,0.172431081885199,0,0,0.10661601730433,0.0265282748608214,0.185056997772527,0,0,0,0,0,0,0
MIOTA,0,0,0.0984435162547473,0.067633997437867,0.262861053083013,0.178749796113737,0.1072582161913,0,0.0568424019709258,0,0,0,0.0603082525406684,0,0.120827607288387,0,0,0,0,0
BNB,0,0,0,-0.0384352782712277,0.173628666619829,0,0.344017715856665,0.0995855298844823,0,0.358968279796961,-0.0165718411189981,0,0,0,0,0,0,0,0,0
XMR,0,0,0.199790615978605,0,0,0.219863492547654,0.0993182418575895,0,0,0.243662539084838,0,0.0619929143508642,0,0.0332028989369695,0,0,0,0,0,-0.0259792851347524
DASH,0,0,0,0,0.00558631290941475,0.572991638140273,0,0,-0.00903127776845406,0,0.0415758748165387,0.0712700189537442,0.400214811051418,0,0,0,0,0,0,0
XEM,0,0,0,0.0860085027741517,0,0.142224272608342,0,0.112024530908112,0,0.209178919035652,0.0521966274644478,0,0.161239105080831,0,0,0,0,0,0,0
BV010082.INDEX,0,0,-0.256616310575469,-0.0274110531324561,0.0686276743145912,-0.0200262861254283,0,-0.000549793876515879,0.00893712515296455,0,0.0643520474678776,0,0,0,0.199400468588793,0,0,0,0,-0.0725301898256122
CVIX.INDEX,0,0,0.263999285037834,0,-0.24298050950261,0.251476132269519,-0.0505412073010773,-0.184378208891936,0.0241238097345469,0,0.0886677718067812,-0.143104285587327,-0.178664440707063,0.102807132024082,0,0.00413544563874415,0,0,0,0
DXY.INDEX,0,0,0,0,0,0.00971221680137613,-0.00976948845097076,-0.0438161196790696,0.00378553187494715,0.0155679399289425,0,0,0,0.0000945982053958112,0.0274810034681045,0.0488716978352551,0,0,0,0.00090526542073973
SPX.INDEX,0,0,0,-0.0115488810906103,0,0,0,0,0.0152810292132099,0,0,0,0,-0.0422579613544501,0.0520636095793866,0.0945625108015259,-0.0401284784010762,0,0,-0.130909244133311
VIX.INDEX,0,0,0,0,0.342754766151999,0,-0.462524196823472,0.279828504776878,0.0129183665891207,0,0.0328107886662618,0,0,0,0,-0.383789837162259,0,0,-1.95556745310501,0
