,BTC,ETH,XRP,EOS,LTC,BCH,XLM,TRX,BNB,BSV,ADA,XMR,MIOTA,DASH,MKR,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0384769942536883,0,0.058853973228306,0.0577424549020733,0.145326181015452,0,0.00594899824615608,0.0581232993653606,0,0.066057265562557,0.0595313626678461,0.00764422821418066,0.0589980045280181,0,0,0,0,0,0
ETH,0,0,0,0.113435159965896,0,0.33973678692277,0,0.0898298881008664,0,0.0486081695207911,0,0,0.205168883537953,0,0.122581684795904,0,0,0,0,0
XRP,0,0,0,0.0960071709266821,0,0.20177467510336,0,0.0275693364765547,0,0,0.242859712007517,0,0,0,0.0185978600217693,0,0,0,0,-0.0361651222242969
EOS,0,0,0,0,0.0944363645355284,0.345096138284509,0,0,0.223030864606055,0,0.245602659720293,0.123522348968098,0,0,0.13888551566505,0,0,0,0,0
LTC,0,0.234645026927273,0,0.147349498626379,0,0.228045393557831,0.13334433788594,0,0.0891515988049851,0,0.0819679759354423,0.265581444432719,0,0,-0.19615178771907,0,0,0,0,0.0664189231122381
BCH,0,0,0.227719766018001,0.278829494352331,0.199743116699833,0,0,0.0167341498618399,0,0.338358731043809,0,0,0,0,0,0,0,0,0,0
XLM,0,0.0132312585116428,0.1389447836586,0.00000000000000000173472347597681,0,0.110942734269521,0,0,0,0.0742390972661074,0.297670439304687,0,0.0939937037537233,0,0,0,0,0,0,-0.00215865614437284
TRX,0,0,0,0,-0.125929029110155,0,0.233889950074227,0,0.0257578344204096,-0.0393080069496437,0.589423245890414,0,0.102828736193234,0,0,0.118554894938162,0,0,0,0.159842315055658
BNB,0,0.111123427438998,0,0,0.34326818537792,0,0,0.428430586520849,0,-0.216922093727342,-0.00000000000000000173472347597681,-0.000000000000000000867361737988404,0,0,0.0424389842667566,0,-0.110846451775078,0,0,0.0760480011229407
BSV,0,0,0,0,0,0.497947852177039,0.0827581290193225,0.0394444404501687,0,0,0.0827778560013246,0,0,0,0.0954217642683761,0,0,0,0,0
ADA,0,0.169572666526757,0.223237690712822,0.0208520492145673,0.113380479185613,0.134668927680245,0.0216194040741526,0.0199307382236897,0.0961689547711442,0.0382034821348294,0,0,0.125556043923785,0.0991936281089192,0,0,0,0,0,0
XMR,0,0.20256034955932,0,0,0,0.0637970459687658,0,0,0,0.0609267405453377,0.103652342953806,0,0.133185814022022,0.0406257752108973,0.0583393344948678,0,0,0,0,0
MIOTA,0,0.0650163051284383,0,0.451807550461177,0,0,0,0.018521841228572,0,0.0773985519046196,0.105856224153991,0.0664450247056276,0,0.0202686872371639,0,0,0,0,0,0
DASH,0,0,0,0,0,0.0845972909121077,0,0,0,0,0.169876988903343,0.129395961585086,0.438305711258543,0,0,0,0,0,0,0
MKR,0,0.293148626536106,-0.320827291096668,0.0618944827422388,0,0,0,0,0,0.358894398450882,0,0.289611877797559,0,0,0,0,0,0,0,-0.0161993513209275
BV010082.INDEX,0,-0.255754446409419,0.118048528056976,0,0,0,0,0,-0.0277644963343819,0.0374463639700989,0,0,0,0.148472817173139,0.0429335015630113,0,0,0,0,0
CVIX.INDEX,0,0.0391047100582297,0.157765211527155,0,0.131840650642354,0,0,-0.228023572137172,-0.0473413127274995,-0.0839213552581787,0,0,-0.0682099672437714,0,0,0,0,0,0,-0.114246470927023
DXY.INDEX,0,-0.0132084828252911,0,0.00170834843285569,0.0125451803031956,0,0,-0.0253033824026731,-0.0223910734544824,0,0,0,0,0.053526519731898,0.000000000000000000216840434497101,0.0623163857408252,0,0,0,0.0120515469754901
SPX.INDEX,0,0,0.0190777854994338,0,0,0,0,0,0,-0.00435050113046712,0,0,0,0,-0.0137970866510901,0.128148768017642,-0.00360738469336549,0,0,-0.061472307077431
VIX.INDEX,0,-0.539832917528791,0,0.488669675478418,-0.201143422444136,0.107472664423869,0,0,0.337833115241615,-0.206879143217649,0,0,0,0,0,0,-0.304252743072931,0,-2.84212427224141,0
