,BTC,ETH,XRP,EOS,LTC,BCH,BNB,XLM,ADA,TRX,BSV,XMR,DASH,MIOTA,MKR,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.159380876063843,0,0.0392990520717567,0.0517127714127606,0.0881699320795797,0.013144065549772,0.0494230673905489,0,0,0,0,0,0.0308372659441647,0,0,0,0,0,0
ETH,0,0,0,0.141815370404734,0.194655773494528,0.238251194485654,0.0194578871186952,0.0327284663034034,0,0,0.0793405650734805,0,0,0.0123070643153781,0,0,0,0,0,0
XRP,0,0.053014315753435,0,0.0458239980520335,0.0369071866879709,0.125898503880005,0,0.1375729756499,0.0393430914598057,0,0,0,0.0482106214076566,0.0776550305812733,0.0769317246932599,0,0,0,0,0
EOS,0,0.311724705213262,0,0,0.275522568536566,0.194372016704054,0.120157361228912,0,0,0,0,0,0,-0.00000000000000000173472347597681,0.199689617005519,0,0,0,0,0
LTC,0,0.261278062393788,0,0.188165787187511,0,0.010943108340212,0.104976840220969,0,0.160096065627337,0.15509673928624,0,0,0,0.26925927140726,-0.134883776067123,0,0,0,0,0.0453560570819207
BCH,0,0.317751108316743,0.21619598415626,0.110715434434759,0,0,0,0.0504118311451484,0.177590260849506,0,0.182131817307181,0,0,0.0502323976470704,0,0,0,0,0,0
BNB,0,0,-0.362353722530572,0.044624143126234,0.327844219514301,0,0,0.0605544843033083,0,0.521598443020531,0,0.197170315085444,0,0,0,0.0770267668897661,0,0,0,-0.0832404412260719
XLM,0,0,0,0,0.0382445649497789,0.295069497951197,0.0192273151905798,0,0.0567972560984018,0,0,0,0.13967488606359,0.100445221001095,0,0,0,0,0,-0.0257452020152344
ADA,0,0,0.205319194946854,0,0.18465511875,0.313394340267864,-0.0148986396848319,0,0,0,0.0977168985302917,0,-0.063192363271663,0.181278812128156,0.0964150192570585,0,-0.0233059269787498,0,0,0
TRX,0,0,0,0.121807991492869,-0.0257315446832931,0.0948895357983758,-0.0457983628223625,0.305547183496699,0,0,0.212212594420323,0,0,0,0.0534856242468029,0.139922708011313,0,0,0,0.0655075064973221
BSV,0,0.121904226948216,0,0.0075930410034635,0.0461320239630536,0.289397690796553,0,0,0.111816328177285,0,0,0,0,0,0.102354492492069,0,0,0,0,0
XMR,0,0.0788902200854109,0,0,0,0.137519519272252,0.0461465738786466,0.20303620389616,0.0911111484763417,0,0,0,0.0287688943608218,0,0,0,0,0,0,0
DASH,0,0.153996424335266,0,0.0965370513777757,0.122506683293081,0,0,0,0.180519260589346,0,0,0,0,0,0,0,0,0,0,0
MIOTA,0,0.148799778353394,0,0.054550532376583,0.0377490426329443,0.319814513353837,0.0022590620631723,0,0.0342826910309848,0,0,0,0,0,0.0491960284191654,0,0,0,0,0
MKR,0,0,-0.508153661014789,0.352759356926157,0,0,0,-0.0899047439343318,0,0,0.606150940887827,0.210987467464065,0,0,0,0,0.171075839475586,0,0,-0.0011487336287435
BV010082.INDEX,0,0,0.267433036957075,0,0,0,0,-0.0000000000000000000542101086242752,-0.339991134859239,0,0.0421609040990084,0.144230365418099,0.0172479087037957,-0.21071332402563,0.156019259762037,0,-0.276285649468518,0,0,0.0415494863614829
CVIX.INDEX,0,0,0,0,0.131409052357872,-0.20232714530252,-0.0369728430165024,0,0,0,-0.165786637842674,-0.106349039662633,0,0,0.175130469938449,-0.314484188184658,0,0,0,-0.0929386934812022
DXY.INDEX,0,0,0.00523042516439504,-0.00202804173167423,0.00936843956313964,0,0,0.012147899031238,-0.00792892199740737,0,0.00919664713102463,0,0.017717942133344,-0.0492981149060629,-0.00254857227215449,0.0685653710933117,0.0509878226113052,0,0,0.0138261888417783
SPX.INDEX,0,0,0,0,-0.00875495964935471,0,0,0,-0.0273591161551278,0,0,0.0210094819041099,0,0,0.0082534259787138,0,-0.026109563690892,0,0,-0.0761840662258799
VIX.INDEX,0,0.10929675460032,0.052304501035607,-0.31535232950933,0,0,-0.00000000000000000346944695195361,0,0,0,0.08763061971986,0,-0.11881191638857,0,0.0225727093924204,-0.235128865545218,0,0,-4.47499766280305,0
