,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0554590191545143,0.257275157593731,0.167734442494123,0,0.0697129489141824,-0.0297718514261746,-0.00895537210798049,-0.154220333680259,0.0121351165272613,-0.25219659762608,0,0,0,0.0188115613087781
ETH,-0.939073750865558,0,0.083536845022828,0.479225429499074,0.557275161338604,-1.34386799910184,-0.259375761070553,0.0655383294644648,-0.387189068796989,0.278634919076771,0.431254069670707,0,0,0,0
LTC,0.553326752664262,0,0,0,-0.184123329941144,0,0,0,0,-0.0455983004632696,0,0,0,0,0
XRP,0.0247981998974154,0,0.180958051033559,0,0,0,0,0.0281482513380429,0.364908971562663,-0.0987633144514759,0,0.322007921497933,0,0,-0.086462633341588
DASH,0,0.0353727756966473,0,-0.245761623018753,0,0,0.0947102105767535,0.20101988255957,0.128590981989671,0.123393239961813,-0.0756959659193403,-0.433751111327084,0,0,0.187766076048285
DOGE,0.204162568824489,-0.0329186190456849,-0.012965630960749,0.124878434659283,0,0,-0.074411104608766,0,0,0,0.0238029299578179,-0.276643025848372,0,0,0.0462966743924373
XEM,0,0.0707697157475501,0,0,0.575710490643806,0,0,0.0388086104009415,-0.0494004020380818,0.115567470132659,0,0,0,0,0.178109140008632
XMR,0,0.537684969393548,0,0,-0.102196862064219,0,-0.224007906197496,0,0.680904345227849,-0.146255693639839,0,0,0,0,-0.576820858973658
XLM,0,0,0.023731788800164,0.427123624827297,0.284569904745876,0.338863711760297,-0.0697720451142449,0.120808848803716,0,0,0,0.289502196213153,0,0,-0.10625141605174
DGB,-0.647905173840665,0.190917667744805,0.0551653495415204,-0.370179363668924,0.000765728961888278,-0.497115489191119,0.212287805474087,0.439804312398471,-0.263933853674986,0,0,-0.303583865276392,0,0,0
BV010082.INDEX,-0.0969388325855729,0.122626387848351,0.0438126439861227,0.0468071619837237,-0.107821673302309,0.0954616357743147,-0.0811422022722045,-0.0504491087490814,0,-0.0717106566068413,0,0.0541543480959206,1.14466354378574,0.157057161813284,-0.0895588963997581
CVIX.INDEX,0,0.0394861478959361,-0.222964159516568,0.094497520901233,-0.304775471881121,0,0.000000000000000000216840434497101,0,0.309931566721039,0.0430719777782001,0,0,0.241711117417915,0,0.0752615019232122
DXY.INDEX,0,0,0.0726360017809617,0.057775800181454,0,0.00736574767718622,0.0376201699556332,0,0,0.0191584370270544,0.1262309155756,0.0294377518949071,0,0,-0.0158248424544892
SPX.INDEX,0,-0.0135467099382342,-0.0240969689742931,0.00724927828202371,0.0203959670532751,0,0.00949352561951703,-0.0170466513071735,0,0.0122744239624707,0.0296285138325423,-0.0153275551893987,0,0,-0.0897520322039651
VIX.INDEX,0,0,-0.251480439423469,0.010836797783019,0.256148409132787,0,0,-0.0705204211605569,0.110009429216322,-0.291167058449866,-0.493328758603315,0.585907067179341,0,-2.28817813177969,0
