,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0112700983784079,0.0772685676661374,0.0546518466100421,0.0381568902947587,0,0.0209083066982667,0,0.14161795461067,0,0,0,0,0
XRP,0,0,-0.015023494276817,0,0.104027171431603,0.464406616577821,0,0,0,0,0,0,0,-0.0252818512487012
LTC,1.33949555641523,0,0,-1.31642142724487,0.237902364207826,0.000000000000000000433680868994202,0.241415310854571,-0.0483090808239511,0.672485586134756,0,0.680593446484214,0,0,0.0557605993376424
DASH,0,0.198892168804711,0.183658748169634,0,-0.0709942704860991,0,0.209000959940903,-0.0654981772956867,0.189144095924812,0,0,0,0,0
DOGE,0,0,0.0851745440193996,0,0,0.483265369525891,0,0,0.287493588940735,0,0,0,0,-0.118588847175648
XLM,1.03652539269113,0.319179720205693,0,0,0.284843950456895,0,-0.114972690247416,0,0,0,-0.0569277827112629,0,0,-0.103267230262498
XMR,0,0,0.0541566391040168,0.457028631115742,-0.0489314189565901,-0.181353991907581,0,0.165201138171123,0,0,0,0,0,-0.0933094140067632
XEM,0,0,0,0.184741770085723,0.147617255790004,0.182225861244382,0,0,0,0,0,0,0,-0.264818633223684
DGB,0,0.302006963578543,0.0804931289116639,-0.251527741207691,0.0576776885876647,0.144564322953399,0.710576438037515,0.207756979784494,0,0,0.293273514860463,0.306700859878455,0,0.0638109614993735
BV010082.INDEX,0,-0.0253937431244606,-0.0162436333761152,0,0.0246198980373074,0.0289831013158858,0.0441049573091968,-0.0502966676173784,-0.00679407893036098,0,0.195038195258917,0,0,-0.104875403561087
CVIX.INDEX,0,0,0.0518607057275336,-0.0712471977863341,0.0902748984185051,-0.00155370456231336,-0.00445397094877813,-0.116119278284564,-0.0168287434873527,0.996798244374205,0,0,0,0.107789488966117
DXY.INDEX,-0.0740481503480444,0.00356372242853192,-0.0241446750133118,0.0317465572266187,0.0462607828951526,0.0130024671961082,-0.01164390143699,0.0175375797694748,-0.0207056178371772,0,0.128294510698234,0,-0.818637195459584,-0.0732504213904666
SPX.INDEX,0,0,-0.00541957378626028,0.00870680990664597,0.0215893034890148,0,-0.00430468223060613,-0.00313878826372612,0.00516767090108566,-0.0150301220347047,0,0,0,-0.0748306757105942
VIX.INDEX,0,0,-0.0610678786617982,0,0.106888049753046,0,-0.244474549732727,-0.0395394681000257,0.47111599303326,-0.663523059973464,0.448628117585431,0,-5.15536776912982,0
