,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XEM,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.00707582742799865,-0.0254797444051137,0.774168056837204,0.0857027062649174,-0.0212331555808344,0,0,0.00790881269496674,0.00560614799782559,-0.0252296249200926,0,0,0,0
ETH,-0.745593595566104,0,0.342571507462501,0,-0.102204857785015,0.0485017086328718,0.3476085717209,0.232743166309986,-0.791198554850103,0,0,1.42050047825559,0,0,0.370196237333435
XRP,0.152397379445941,0.0240855642676701,0,0,0.0493009435088216,0.0479803570610648,0.0552649442281937,0,0,0.039553594721589,0,0,0,0,0
LTC,0.603047478019461,0.00714005553842629,0.0838810968906792,0,-0.00703239301409198,0.0244817694850912,0.00000000000000000173472347597681,0.0234830178038952,0.0316858385125758,0,0,0,0,0,-0.0416170065654476
DASH,0.221369028369582,-0.256983479308493,0.0208654285741725,0.708150066564525,0,0.259344001634492,0.177819223991297,0.057273529058234,-0.660639343643536,0.0497124041270301,0.359780195712122,-0.251533913180424,0,0,0.613960814163443
DOGE,0,0.275727989107114,0,1.34246749707107,0.198755306085935,0,0.0388651243109032,0.0456107601097526,0.626150191841578,-0.120768181300513,0,0,0,0,0.254967969959297
XMR,0,0.28947650575422,0,0,0.158681068337978,-0.151815523730442,0,-0.327755680966235,0.855474930011026,0.166846784782999,0,0,0,0,-0.195735112641278
XEM,-1.45695991290391,0.13925368301476,-0.0000000000000000138777878078145,2.01514932422757,0.0797151311953951,-0.142080873422393,0,0,0.0931332500435098,0.129364670350283,0.473317227401396,0,0,0,-0.440165912734289
XLM,-0.335142132149716,-0.142582691930257,0.321587200236455,0.488595932664091,-0.50228164597669,0.249519695899321,0.102218434624231,0.202219642806974,0,0.00116778426742538,-0.111737300099185,0.303427762323091,-1.23559515100401,0,0.287902071005966
DGB,0,0.232631065504413,0.212711815622993,0.505291639300205,0.740452041162692,0,-0.102382506931852,0,0.936067505490767,0,-1.68338248764949,0,0,0,-0.0591769200727739
BV010082.INDEX,0,0.0051376934104863,0.0457393234707036,0.0841517762801289,0.110912856288548,0.0430502346461939,-0.0433377496292502,0,0,-0.1332857192526,0,0.0377827868786455,0,0,-0.139214647258733
CVIX.INDEX,0,0,-0.121474564204938,-0.0183993639835524,0,-0.00687886393503392,0.0311179958108027,-0.00118932379406712,0.0480706287807783,-0.0254407635854641,0,0,0,0,0.173042050025004
DXY.INDEX,-0.135753931077635,0.0095537468695948,-0.0657434910972216,0.124219551629086,-0.0116255589590533,0.0149283756433764,0.0115325805440394,0.00762643964880925,-0.0240502207741829,0.0159713156874236,0.0887631181965818,0,0,0,0.0111005830342889
SPX.INDEX,0,0.00636881111292639,-0.0503537054479836,0,0.00464302345139753,0,0,0,0.0302192199275601,-0.00649069717830818,0,0,0,0,-0.13388664737937
VIX.INDEX,0,-0.00000000000000000173472347597681,0,0,0.208578836606546,0.0509586768583146,-0.121947263304995,-0.163238935750254,0.141369473573249,-0.0263573499574153,0,0.0217628817465325,0,-3.06273310256893,0
