,BTC,XRP,LTC,DASH,XLM,DOGE,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0312976279838772,0.546028051627278,0.0146301810277695,0.0706190984738844,0.315685832040108,0.0594506627943603,-0.0389575136401062,0,0,0.0330913381975729,0,0,0
XRP,-0.129048103620414,0,0.332396892106398,0.0645405277521941,0.268389626169259,0.721075533293604,-0.280307893385772,-0.297162085442466,0.041128862217526,0,0,-1.70064750212226,0,-0.127539979998374
LTC,0.74771532031115,0,0,-0.0506330904804111,0,0.0812747112864665,0,0,0.0233147804201032,-0.207884451486647,-0.14956259356479,0,0,0.15872589715935
DASH,0.923613579797853,0,-0.790898200367566,0,0,1.13117350013765,-0.127061694225854,-0.0453580697476767,-0.097526747675754,1.16674504694969,0.381616739674497,0,0,0.0399680082555999
XLM,0,0.109983303440788,0.627720204917848,0,0,0,-0.0128179653143238,-0.094850812463634,0,0,0,0,0,0.143022286846986
DOGE,0.597322953117098,0.0818004969695,0,0.0558858983405158,0,0,0.0025836179815997,0.0416339318470622,-0.0650307720670865,0,0,0,0,0
XMR,0.774285351332751,-0.44398854358656,0,-0.0996839643567139,0.14705935946792,0.948569605819157,0,0,0.0494317610001171,0,-0.633286588362555,0,0,-0.33890915076732
XEM,-1.07854451176324,-0.973205894739899,1.0286458749675,0.402323257633198,-0.0250140047625893,1.59694273978384,-0.265128591357367,0,0.217367998550478,0,0,0,0,-0.476150649429392
DGB,0.662850726653541,0.203623459498323,0,0.167918263151377,0,0,0,0,0,0,0,0,0,0.497855496539214
BV010082.INDEX,0,-0.0377214985758557,0,0.0300831733317107,0.0170795745323177,-0.105653630907289,0,-0.00877885422647446,0.0165974116754294,0,0.0139332914615205,0.773070493790368,0,0.0178979828854685
CVIX.INDEX,0.726237824006916,0.0610597579595258,-0.0691706335418486,-0.0237690700494244,-0.163052491381978,-0.396165261552563,-0.0354647169150444,-0.00718898597426591,0,0.513468484194348,0,0,0,-0.0298788320467083
DXY.INDEX,0.0595847917963675,-0.0118914191355599,0,-0.00607690882240474,0.00712127746446245,0,0.0103340429336108,0,0,0.127957572328561,0.120749622140476,0,0,0.0300397364405658
SPX.INDEX,0,0.00235086331077463,0,-0.00587354355358637,0.0332587066945719,-0.0348672490192915,0.000814653218548008,0,0.00986196036236065,0,-0.0149919597841638,-0.0463362087961258,0,-0.110648222936478
VIX.INDEX,0,-0.000000000000000000216840434497101,0,-0.0362647580528812,0,-0.0755461031864757,-0.0202552968610603,0.132708839541554,-0.0555308830475808,1.08140121656692,0.215406354568472,0,-1.06249473468145,0
