,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,TRX,XMR,NEO,DASH,ETC,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.075456197020043,0.0134263910888705,0,0.155329235753,0,0.0184613039320584,0.130923063037926,0.101112590453391,0,0.122696159246545,0.085484825595722,0.024729906632784,0,0,0,0,0.0234684188313338
ETH,0,0,0,0.138869652742823,0.087595294413382,0,0,0,0.172251721168366,0.173873854029656,0.0464506783941883,0.0321495478163851,0,0.0994821183869514,0,0,0,0,0,0.0184126216413161
XRP,0,0.103535926344162,0,0.0292030636809077,0.0474242264953627,-0.0480802936377082,0,0,0.0981830794267284,0.20276828424226,0,0.136615224838725,0,0.028984623250512,0.0569628436627227,0,-0.0813342733183071,0,0,0
BCH,0,0,0,0,0.236790812415113,0,0,0.0841782593938177,0.0261078554643197,0.214815322177944,0.208146752644408,0.0198934748954869,0,0.0467731472175384,0,0,0,0,0,0
EOS,0.280085349669798,0,0,0.100880260443468,0,0.0987614964055701,0.244648884439214,0.221838866447041,0.0183598644005078,0.151590812177768,0,0.116422826437572,0,0.0681219565100069,0.167127279958507,0,0,0,0,0.0849521161475258
XLM,0,0,0.148782738585394,0,0,0,0,0.478923439460185,0,0.0864750817067461,0.139986750467235,0.0885696625614106,0,0,0,0,0,0,0,0
LTC,0,0,0.118918855719594,0.362081524034468,0.0138823979698147,0,0,0,0,0,0,0.0106799851829955,0,0.119594244439014,0.254091980131731,0,0,0,0,0
ADA,0,0,0,0.0671486537484857,0,0.27212927478308,0,0,0,0.217675765510714,0,0.0259363507705937,0,0,0.296920831399227,0,0,0,0,0
MIOTA,0,0,0,0,0.0434253029701672,0.0739209616982001,0.376641763241634,-0.0159677423048052,0,0.164886538333776,0,0.503696472282381,0,0.0454765691074479,0,-0.30972343144192,0.407748470074159,0,0,0.0702453555678757
TRX,0,0.380823159638776,0,0.0673648822871478,0.246013940171456,0.120405935035597,0.00905500935146832,0.157212864987183,0,0,0,0,0,-0.00000000000000000693889390390723,0,0,0,0,0,-0.0218204001853733
XMR,0,0.265423421163903,0,0.0663281386896841,0.193349352352664,0,0,0,0,0,0,0.162104944534957,0,0.0486885903915227,0.164288773005231,0,0,0,0,0
NEO,0,0.141209876189692,0,0,0.0414577730161521,0,0,0,0.421657867447229,0.192982313719806,0,0,0.0331907957488594,0,0.308606649211506,0,0,0,0,0.112966805313113
DASH,0,0,0,0.0780339115412636,0,0,0,0.257752954465843,0,0,0,0.137221839604084,0,0.0635780848357198,0.0796410052130239,0,0,0,0,0
ETC,0,0.351870240405116,0.0131161434912033,0,0.171384303104055,0,0,0,0.351025594835967,0,0,0,0,0,0.0581181370426193,0,0.426798784543512,0,0,-0.110059470558227
XEM,0,0.143823846440591,0,0,0,0.378593425301424,0,0,0,0,0,0.171527396187411,0.0393525588054986,0.147232750198051,0,0,0,0,0,0.0361747728284775
BV010082.INDEX,0,0,0,0.0108061314560398,0,0,0,0,0,0,0.0303502957181018,0,0,0,0,0,-0.257006708259286,0,0,-0.0081785448148908
CVIX.INDEX,0,0.184487649630671,0,0,0,0.0502639073967703,0.0186367201960299,-0.0468955813443317,-0.132860059144213,0,0.13370102344273,0.211208650035472,-0.379432352556011,0.0396744598233377,0,-0.226427281507891,0,0.294028684859965,0,0.0870930310070786
DXY.INDEX,0,0,0,-0.00397520756967954,0,0,0,0,-0.0374799540283012,0.0109471383492544,0.0223377024881216,0,0,0.0219870109183592,0,0,0.0804644039585112,0,0,0.00440621283177602
SPX.INDEX,0,0.00640966663771959,0,-0.000000000000000000433680868994202,0,0,0,0,-0.0323787104148524,0.0130917324277769,0,0.0090211605338257,0,-0.00447513282883968,0.00385182196682309,0,0,-0.0221596943540975,0,-0.062978819046492
VIX.INDEX,0.808070712737396,0,-0.377922112722282,0,-0.101667399822855,-0.250356654118742,0,0,-0.116917823592901,0,-0.230797526298758,0,0,0.000000000000000000867361737988404,0.181485007714664,0,0.270031630993504,0,-6.59635256100997,0
