,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,ZEC,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.119152577874872,-0.0636132237119712,0,-0.0277449372166034,0,0,0,0.000187850858367045,0.00278341818666005,0,0,0,0,0,0.0113036011388407
ETH,0,0,0.233283505548314,0,0.0584598140754832,0.229569374708829,0,0.000000000000000000216840434497101,0.411532612973936,0.0838258976979663,-0.0180963416661763,0.0190945479610648,0.0707957129124627,0,0,0,0,0
XRP,0.0830178949990412,0.193054776904747,0,0,0.075631974525776,0.0688144452098013,0,0,0,0.106445923300034,-0.0523461209956735,-0.0550418246859977,-0.224632569062669,0,0.105058310872765,0,0,0
LTC,0.690512097837858,0,0,0,-0.0207392351003152,0.00866291763640156,0.094119314634581,-0.0162895169911299,0,-0.0612172843772739,-0.00123500261232864,-0.00589979543822704,0,0,0,0,0,-0.0239572537610054
XMR,-0.91117276185239,0.192982025315385,0,-0.00128749641882848,0,0,0,0.105311989511861,0,0.153218023648194,0,-0.133674155623031,-0.0885101275446804,0,0,0,0,0.0866051615484972
ETC,0,0,0,0,-0.0263839671354504,0,0,0,0,0.107428062219151,0,-0.0819792004497476,0,0,0,0,0,-0.0387848919520383
DASH,0,-0.0200484218445653,0,0.0668085694859832,0.0965366238026777,0.0877270065180149,0,0,0,0,-0.0920754835874757,-0.0706753521781328,0,0,0,0,0,-0.0597911563324619
XEM,0,0,0.259726015563583,0,0.260719210485523,0.228631703942402,-0.923307895554853,0,0.213173233632755,0,-0.122371803301234,-0.0424090683430344,-0.083376172069699,0,-0.682923877231486,0,0,-0.0583888393481803
DOGE,0,0.138976306199339,0,0,-0.0606179755340301,0.0160844289674137,-0.0269295345831864,0.0514172742238619,0,0.0121270256123343,-0.0109496373241864,0.0323144827069874,-0.0828609461873753,-0.228043278416274,0.0614144088272799,0,0,0.0340307156204358
XLM,0,0,0.189286394351831,-0.169407829683117,0.189588577508343,0.221127999719589,-0.0865525593850173,-0.229042156812059,0,0,-0.0430341390792352,0.0551345810218615,0,0,0.299224019343986,0,0,-0.0000000000000000138777878078145
ZEC,0,-0.505124141055593,0,0,0.217123156103993,0,-5.820253578685,-0.110936989988655,0,0,0,-0.499813209580932,-1.5175615307314,0,0,0,0,-0.432922809310941
NEO,0,1.9463147894145,-2.02661708789251,0,-0.16892477725973,0,-1.3446225020757,-0.221536217229375,2.94110929393202,0,-0.121208002365445,0,-0.844852469039891,0,0,0,0,0.0269241583083666
DGB,0,0,0,0,-0.098524649416406,-0.162964813925012,0.255717294154909,0.1178045361552,0,0,-0.0144209405207366,-0.0974292852846548,0,0.356495328697809,0.0194000314280674,0,0,-0.100727163902283
BV010082.INDEX,0,0.0339882685971667,-0.0983891477603384,0,0.0178615354669725,0,0.0577716465075073,0,0,0,0.00346866332410603,0.00848539417646126,0.0251889130193718,0,0.00965599807099675,0,0,-0.114259302750911
CVIX.INDEX,0,0,0,0,0.0442474808109275,-0.294090869608953,0.0112797254332008,-0.178476100648969,0.235991462508186,0.120341781035105,-0.02100643209709,-0.0406595463532528,0.107326866706579,0.400566349786472,0,0,0,0.208027503374727
DXY.INDEX,0,-0.0369025999877972,0,0.0134146765502449,0.00954045161200617,0.0155659442436126,0.00999199963123504,0.0171178330478665,0,0.00452981021173028,0.00323524972835136,0.0023767162856932,0.00633371639043732,0.0875873895644399,0,0,0,-0.0176717955353088
SPX.INDEX,0.0220360971310725,-0.00889094595657884,0.00729637790816261,0,0,0,0.0154848708964366,0.00602165904017141,0,0.00996417438955515,-0.00147559185355795,-0.00240351901851483,-0.0102906599340725,0,0,0,0,-0.0522394350984179
VIX.INDEX,0,0,-0.454032614778695,0,-0.0214160837867772,0,0,0.19022109621723,0,-0.025295044993283,0,0.00824041546300246,0,-2.10394836228249,1.00597784878967,0,0,0
