,BTC,ETH,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0631464260720371,0,0.902567263203681,0,0.0223840607095272,0,0.085177126839261,0.0275842217984283,0,0,0,0,0,0.0619963888939811
ETH,0,0,0.344918462352511,-0.623551226306583,0,0,-0.234570595926924,0.154432589991703,0.0729300812738664,-0.0967933389250943,0,1.34141168494323,0,0,0.109279090571528
XRP,0.0523417260398843,0.0322565721148423,0,0,0.0641773835247259,-0.0207919931066435,0,0,0,0.0701643290289,0,0,0,0,0
LTC,0.783147166492422,0,0,0,0.0302125491299661,-0.0258391053725641,0.0386912269536037,-0.0212269813432663,-0.00000000000000000010842021724855,0.00951665358996876,0,0,0,0,-0.0311236493266783
DOGE,0,0.252735841517323,0.559096180345011,1.29441567915375,0,0.101993591563735,0.705504419463842,0,0.102799988021418,-0.373107291280685,0,0,0,0,0.314762202458654
DASH,0.519360153341748,-0.330039650291193,0.23518083102402,0,0.0701835618966578,0,-0.345485286027712,-0.279592807989299,-0.0834228063604738,0.0752951390633942,-0.478578149270122,0.0000000000000000277555756156289,-4.06336877828111,-4.15253467604144,-0.525283500121926
XLM,0,0,0,0,0.259592390688151,-0.113905021754909,0,0.137382996049474,0.0705604701217976,0.147815442700913,0,0.369144399411891,0,0,-0.0614169028728494
XMR,0,0.0522452899449819,-0.186112269164637,0,-0.0251927773326887,-0.0270526173794924,0.848584882589569,0,0.00407778610418552,0.0945128264613418,0,0,0,0,0
XEM,0,0.0755372685273465,0.351896398943976,0,0,0,0,0,0,0.0805481891110789,0,0,0,0,-0.0575762850800265
DGB,0.620658755545189,0.0980157509389338,0,0,-0.579016710829156,-0.107803731585308,0.90824777330417,-0.396520580750734,0.142394884620901,0,0,0.601358500447778,0,0,0.142119925137012
BV010082.INDEX,0,-0.0366881357733598,0,0,0.0291239609790264,-0.00818547345886952,0,-0.022412585864065,0.0083545129337403,-0.00953482208826945,0,-0.153442007208206,0,0,-0.0576258587873892
CVIX.INDEX,0,0,0.130982172459623,-0.0677623067188504,-0.0237407562876909,-0.0814214111762688,0.017361228833912,0.0165668237419291,0,0.0220588802190239,-0.247362340536656,0,0,-0.421720363178379,0.0355047215868634
DXY.INDEX,-0.0253573554647017,0.00301830795379328,0,0,-0.0224762791242021,0.01616760147981,0.0212729353512047,0.0137227896860821,0,-0.0101282652760745,0,0,0,0,-0.0111635207468024
SPX.INDEX,0.0526476364785788,0,0,0,0.00617199602899146,-0.0283028351803014,0,0,-0.0188336839289474,0,0,-0.0310085208587304,0,0,-0.115276907298811
VIX.INDEX,0,-0.185182901533478,0.0983983579009224,-0.149788392115054,0,0.103200383531773,0.0250811362694768,-0.0824742335942303,0,0.130311867980095,0,0,0,-1.76968048026403,0
