,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0751211824443616,0,0.135774435115814,0.0316395225080855,0.0222987438327508,0.0890853318709385,0.0502449596857513,0.0976499790165921,0.00450785811215544,0.0231261733012001,-0.0617358403368202,0,0,0,0
ETH,0.307048812006375,0,0,0,0.1215194906611,0.0204017279727673,0,-0.0726516006360132,0,0,0,0.492788791027334,0,0,0,0.0784770982000702
XRP,0,-0.242817295053747,0,0,0,0,0.252472898202592,0.109703008304414,0,0.48685158739859,-0.0713432934545448,-0.549256127286913,0,0,0,0.124318004185139
LTC,0.452034899823757,-0.0726781892294856,0.00487009189636213,0,0.0965880234435801,0.0110867155029134,0,0,0.156638034630589,0,0.0420998525655083,0,0,0,0,0.0460979512889526
ETC,0,0,0.069098131188517,0.184627582064257,0,0,0.17312994455668,-0.00532708029341565,0,0,0,0,0,0,0,0.000000000000000000867361737988404
XMR,0.247132167229138,0.823028897820182,-0.201324221140163,0.760100631403521,0,0,0.191194476541469,-0.260670963624125,-1.78756494486334,0.2328410468766,-0.165667523547435,-2.74150502220053,0,3.62240089980082,0,-0.0474725953214461
DASH,0,-0.310209930618779,0,-0.0783273666289604,0.0465092720055862,0.0210045142869609,0,0.0761367939300453,0,0,-0.0277806658838116,0,0,0,0,-0.0925558091394618
XEM,0,0.409436574273358,0.243238332946173,-0.498172121386009,0.0674644996809954,0,0,0,0,0,-0.337285863841077,0,-0.517858391790611,0,0,-0.102593268975276
DOGE,0,0,0.00398241734660585,0,0,-0.0563420038070623,0.0506242490782902,0.0870763681893207,0,0.0415705049143522,0.170285352517457,-0.695139191104909,0.213902377995382,0,0,0.0559135165633892
XLM,0,0,0.500830141373831,0,0.0941053165071873,0.0309343787265039,-0.0217265158520072,-0.104371626671053,0,0,0.114812547562534,0.51435803932319,0.291164661858486,0,0,0
DGB,0,-0.633561020564996,0.15821575090748,0.744838837633817,-0.208424848484691,-0.0184039504450575,-0.33003060786804,0.16195040154717,0,0.22776532025897,0,0.620732396285634,0.75691790430926,0,0,0.118518834021993
BV010082.INDEX,0,0.0424504975108453,-0.0493561079341282,-0.0396797302739995,-0.148698653723467,0.0209229656248712,-0.0193200782806529,0,-0.261255926754976,0.0678812237288327,0,0,0,0.537928405122583,0,0.0471428059903241
CVIX.INDEX,-0.137547269568932,0.154953091728287,0,0.144048415015588,0.0867909023750483,0,0.125587954818898,-0.106689251929602,0,0.109281911352321,0.0677827280686992,0,0,0,0,0.0884015950932924
DXY.INDEX,0,-0.00902923403187779,0,0,0,0,0,-0.00422358319422451,0,-0.00379334940225073,0.0222285599023443,0.0762691420737411,0,0,0,0.00546674431904959
SPX.INDEX,-0.057416393813407,0.0177834541277487,0.0188903249681347,0,0,0.00487417898889907,0.0114886399158878,0,0.0120538454457484,-0.022526611201308,0.0127771882514645,-0.0131935478475648,-0.0222952440668385,0,0,-0.0657657541999877
VIX.INDEX,-0.402930369027417,0.0913598953216058,0.0508408197663159,0,-0.262410143984339,0,-0.735939969848646,0.405812452227904,0,-0.152754024779718,0,0,1.18535407037276,0,-4.50530601163768,0
