,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0335706177635574,0.138871697802912,0.0926323481478132,0,0.110828964916327,0.0660050493137545,0.00266803824701075,0,0,0,0,0,0
XRP,0.463064637744519,0,0.0287160928234172,0.151705177873902,0.309264082472735,0.012126798472445,0,-0.141632515391771,0,0,0.268032879084664,0,0,-0.111689683858292
LTC,0.839222537112068,0.178664985286719,0,0.147260573233724,-0.124572692733477,-0.0613318388619091,0.125134066230086,0,0.0655389539962384,-0.302540202269825,0,-0.183972638167459,0,0.117611227879763
DOGE,0,0,0.196428927374065,0,0.394977472839297,0,0.211860539856551,0.246880768471606,0.0868991480277873,0,0.46422349987876,0,0,0
XLM,0.796907926400359,0.463531901899326,0,0.0192635483902216,0,0,-0.269029063507359,0.213033316279044,-0.0690211566566618,0,0,0,0,-0.276083336790116
DASH,0.184835300944379,-0.202829485478858,0.196235844792351,-0.121195767780217,0.344617296885124,0,0,0,0,1.62560148161847,0,0,0,0
XMR,0,0.12759568062916,0.195472860298105,0.109358048001285,0,-0.295846951530103,0,0,-0.0369650230161626,0,0,0,0,-0.365646657539227
XEM,0,0,0,0.411214554126121,0.0468805584659611,0.139793461070652,0,0,0,0,0,0,0,-0.170399485552404
DGB,0.430440211741796,0,0.137725885061825,0.119436569924886,-0.110907865844985,0.230606387878454,0.296722839431994,0,0,1.62741519936713,-0.446733853663956,0,0,0.425575554433995
BV010082.INDEX,0.0435898972825356,-0.0216783273455087,0,-0.046669049880134,0,0.0438669609884197,0.0555891235368219,0.00809956285759166,0,0,0.140480186726722,0,0,0.028806108079998
CVIX.INDEX,0,-0.128252955801425,-0.0100678493682108,-0.0227924606094908,0.267316260633994,-0.250823850677348,-0.0702905153833015,0,-0.0226437393579549,0.59198796309101,0,0.969663270105372,0,0.189789972121028
DXY.INDEX,-0.0379350772598459,0.0076224657781582,-0.0519671075292694,0.0498484740082077,0.0220410388995028,0.0260953333742142,0,-0.00716945894213028,-0.0350198582338855,0.13300904309521,0.0776896981432482,0,0,0.0201970355855151
SPX.INDEX,0,0,-0.00829479356188475,0.0184197583564616,0,0.0037228302800927,0,0.00527082876773847,0,0,0,0,0,-0.0866818323383235
VIX.INDEX,0,0.0000000000000000138777878078145,-0.107802675220865,0.0738449586989667,0,0.036889978462915,-0.229806437253899,0,0.216928688260223,0,-0.23326742232173,0,-9.30044046756775,0
