,BTC,ETH,XRP,LTC,ETC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.00552886958047855,-0.0572041225155043,0.594907516698919,0,0.0616882119313081,0.0556234762304586,0.0212779063411908,0.0914784140459645,-0.0356154928872139,-0.0000000000000000000271050543121376,0,0,0,0,0
ETH,0.551530157220272,0,0,0,-0.100188419309476,0.416809356050833,0,0,-1.6776250496489,-0.208461397734165,0.322166160261597,1.52254308670022,0,0,0,0.356375598340942
XRP,-0.0950438232012598,-0.0740980212528344,0,0.224827096836333,-0.0056145373175568,0.102200606823785,0,0.178797565329886,-0.149404945766916,0.062267197307983,-0.0460579739371202,0,0.440653863246538,0,0,-0.0868127712991351
LTC,0.606907256005753,-0.0987571200977584,0,0,0.0231102542389964,0.276742995620622,-0.0680316040176553,0.170368702398064,0,0.151767102232621,0,-0.258373271564087,0,0,0,-0.0430176521575319
ETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,0.0143619694077614,0,0.19113405154563,0.0109396010758627,0,-0.0165926949219178,-0.0922812585963719,0,0.139559856576051,0.0795795250663574,0,0.235212453068416,0,0,-0.0284280779246791
XEM,1.26048563549748,0.119903203817854,0,0,0.0732639248795025,0.0711700159371777,0,0,0,0.571343637880882,0.387232696622302,0.0903606304740055,0.589397712944077,-0.869894546110501,-2.06304704819177,0.0674775545588732
DOGE,0.217452868422409,0.0781157863685672,0,0.329578341977435,0.0156058825325697,0.0401398472864947,-0.0561804316733621,0,0.226003377369891,0,0.00879361863861436,0,-0.153278910994859,0,0,0.0692111690669424
XMR,0.808297825278474,-0.336865523780796,0,-0.0672973333080858,-0.0352456952261601,0.0898197579969316,-0.0474575334112837,0.04168449738489,0,-0.12179705578168,0.0635298844535818,0.86040697332936,0.11221304947418,0,0,0
XLM,0.241606637686022,0,0,0.00583994532782783,-0.0425368790506877,0,0.194831336785589,-0.0259417543596288,0,0,-0.109117040849145,0.291412699887555,-0.215168697085773,0,0,0.176879411400259
DGB,-0.660861181144766,0.188755029979916,0.103154909458305,0.547831638119403,0.0314393846170982,0,0.11256358981864,0,-0.191324600596895,-0.0401503863689626,0,0,0.119634065005041,0,0,0
BV010082.INDEX,-0.16835991769341,0.017992136999866,-0.14512214045429,0,0.0258989556924896,-0.176045849233024,0.0282043285495302,0.00000000000000000693889390390723,0.00478347520786255,0.0476734016773152,0.00000000000000000173472347597681,0,0.0910524846942806,0,1.12090496824875,-0.045503572551314
CVIX.INDEX,0.0669775945595896,-0.131788517938372,0,-0.279419852564394,0,0.507083494268532,0.04781951618501,0.259676949572226,-0.0456202853196427,-0.109363639451622,0.0583110490218309,0.417187437488266,0,0,0,0.205939595952703
DXY.INDEX,0,-0.016700944130119,0.0135442826825135,0,0,0.0292506682272932,0.000765955863830166,0.0000000000000000000271050543121376,-0.0400428125579172,0,-0.000899779014418604,0,0.0537114676378817,0,0,-0.00674028707096937
SPX.INDEX,0,-0.0000000000000000000067762635780344,0,0,0,0,-0.00944338879343593,0,0,0.0140131068736035,-0.00535240410986884,0.0216298386744431,-0.0106502126398328,0,0,-0.0819608338606229
VIX.INDEX,0.25330251777901,0.197348913195348,-0.732716949232504,0,0.111057703076613,0,-0.168424993693955,-0.845766147311246,0,0.569186871058926,-0.269836798828474,0,1.21253885760632,0,-0.889052431418008,0
