,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.04930415311295,0.12859138436633,0.0807144637458934,-0.0262388298223368,0.144971627362194,0,0.0334314829803817,0,0,0.0671882603447846,0,0,-0.0679997378859952
XRP,0.815647094939023,0,0.147973427494289,0.136178419575431,0.147420975761379,0.251218335757943,0,-0.324425862577748,-0.174017961429711,0,0.321456267892229,0,0,0.112364667637278
LTC,1.57836263813171,-0.216768567158173,0,0.0715130788268973,-0.169258449124205,0.284449111409128,0,0,0.0444959759554597,0,0.166348685082368,0,0,0.131671553943547
DOGE,0,0,0.171389853468452,0,0.417600369883149,0,0.187602965634795,0.232217859714356,0.198782599058909,0,0.379652645374376,0,0,0
XLM,1.49497096685448,0.383383211514954,0.103534554129134,0.172558064068412,0,-0.311987274752022,-0.308232974522681,0,-0.314687237473326,-0.599777160475154,0,0,0,-0.188362295511888
DASH,0,0,0.0587076119786581,0,0.124590393439577,0,0,0,0,0,0,0,0,0
XMR,0,0.519558383455897,0.298675462889258,0.0433925754563046,-0.398751170973634,-0.510533561647841,0,0.0712886383607973,0,-0.695095430876511,0.203381922650505,0,0,-0.340138643409758
XEM,0.660743093661609,-0.337875654173908,0.202865880194639,0.217375758747909,0.0901555908300624,0.168293789116544,0.144509054334743,0,-0.177773051035742,0,-0.310118070689584,0,0,0
DGB,0.158519646297449,0,0.0488144512874141,0.092936432841969,-0.158659305588408,0.0746738747013523,0.283917693183977,0.202305300026636,0,0,-0.335103678059517,0,0,0.212544105427764
BV010082.INDEX,0,0,-0.03452004201917,-0.0634756294401398,0,0,-0.0178025071225497,0.0444228143569191,0,0,0.114458694493516,0,0,0.0283800098801514
CVIX.INDEX,0,-0.0114623675240567,0,-0.0213840877142739,0.130348070647223,-0.0986736734705458,-0.0123426054010668,-0.0414309900231104,0,0.836666053511236,0,0.132989216910127,0,0.173502758756867
DXY.INDEX,-0.0611188746748347,0.0155718961051787,-0.0413901687070887,0.0521755556632637,0.0341143006555169,0.00669638069688704,0.0025413566533177,0.00655960343271401,-0.0205355160329994,0,0.113910365819265,0,-0.316033068786546,-0.0348369827557938
SPX.INDEX,0,0.0137396075566208,-0.0066237394049033,0.0240544249529273,0,0.00196560392545229,0,-0.00840765496430605,0,-0.0572945523093761,0,0,0,-0.0794179160963798
VIX.INDEX,0,0,-0.119537015930044,0.124770859466769,-0.0378357201702612,-0.0536021189611073,-0.150333881898746,0.0735214868247021,0.531565347983567,0,0,-0.664492359003612,-6.46322480302391,0
